#Scale: 0.450497
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2196.1 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 875.326 112.331 16.4423 380.552 42.5693 29.2805 1543.36 158.244 69.2827 664.934 92.7111 21.5833 0.1 0.158489
0.210017 595.314 67.5394 23.0433 262.782 24.0427 17.8302 1096.9 115.003 56.5715 421.521 32.1389 23.3552 0.158489 0.251189
0.332855 308.17 32.6996 10.1344 119.018 9.54356 3.04364 522.314 48.0058 27.9481 253.131 25.5763 13.2267 0.251189 0.398107
0.52754 158.185 15.7781 3.74146 78.3019 4.4166 6.63367 249.384 23.4399 9.61624 134.472 10.7269 2.41548 0.398107 0.630957
0.836094 105.143 7.22759 3.08968 65.303 3.92943 2.18104 146.911 9.37328 5.74664 95.6046 4.33042 4.08964 0.630957 1
1.32512 67.3722 4.5874 1.41088 37.5373 2.12313 1.76542 94.3159 6.35602 2.8264 62.898 3.16164 2.94894 1 1.58489
2.10017 49.8387 2.80841 1.17706 31.9879 1.80791 0.716717 67.1238 3.66285 2.29194 46.4448 2.27436 1.50394 1.58489 2.51189
3.32855 33.6125 1.93576 0.660831 24.2143 1.31833 0.983898 42.7817 2.78368 1.09696 31.7832 1.28105 0.733688 2.51189 3.98107
5.2754 21.8604 1.14073 0.657421 14.1875 0.620921 0.230894 28.3001 1.39445 0.937578 21.0113 0.946188 1.02597 3.98107 6.30957
8.36094 12.633 0.683606 0.382674 9.48705 0.343699 0.435699 16.0827 0.902906 0.549276 11.7866 0.496265 0.401114 6.30957 10
