#Scale: 0.597310
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1656.3 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 949.072 83.6623 37.2032 320.314 42.7739 13.8246 1406.82 139.566 56.7587 564.784 37.7883 31.5184 0.1 0.158489
0.210017 594.186 52.6339 17.8029 237.613 36.9675 11.5146 820.718 79.64 21.3315 413.959 24.9451 25.789 0.158489 0.251189
0.332855 357.545 14.4236 17.9805 118.451 6.36953 8.91752 494.098 21.4362 28.6635 254.198 13.1314 9.17546 0.251189 0.398107
0.52754 198.628 6.80763 9.17271 110.521 -1.2079 16.1395 269.652 18.5202 8.68234 136.93 1.56516 11.8881 0.398107 0.630957
0.836094 116.109 3.96377 4.29031 76.6462 3.82304 7.58202 145.261 6.68871 3.55925 91.5078 1.60937 4.88972 0.630957 1
1.32512 78.9144 0.634064 4.02414 45.5364 1.72116 2.63873 99.4042 0.824509 4.97761 62.8595 0.302162 3.46453 1 1.58489
2.10017 51.3771 1.30478 1.55202 31.9928 1.74512 0.817978 62.307 1.00676 2.09752 43.1588 1.74388 1.34818 1.58489 2.51189
3.32855 38.8164 0.985699 1.1007 23.8733 1.26746 0.445501 46.5523 1.08656 1.37127 33.2679 1.06484 1.18681 2.51189 3.98107
5.2754 25.897 0.579674 0.835709 15.1403 0.224113 1.21359 31.1809 0.953588 0.8011 22.2274 0.264423 0.951811 3.98107 6.30957
8.36094 16.1497 0.382189 0.537382 10.0253 0.727836 0.421601 19.5559 0.271627 0.714605 13.6067 0.513726 0.379226 6.30957 10
