#Scale: 0.546685
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1809.7 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 261.642 33.4171 5.7747 162.402 16.1425 11.2538 593.963 127.653 -0.562195 305.893 40.9935 8.41763 0.1 0.158489
0.210017 189.376 18.9118 5.50931 122.148 11.2855 6.22871 428.321 67.4226 10.698 216.387 23.3874 9.84332 0.158489 0.251189
0.332855 132.688 8.44876 4.39717 89.0337 5.18655 7.21438 280.013 39.4736 5.29593 151.909 9.11807 5.47383 0.251189 0.398107
0.52754 91.8964 4.27976 2.99149 66.7046 3.2869 4.50858 170.132 19.8617 4.09628 104.444 4.46721 3.51845 0.398107 0.630957
0.836094 61.212 2.04128 1.73797 46.3063 1.93359 2.76107 108.161 9.53938 3.52367 68.4953 1.98391 1.67417 0.630957 1
1.32512 40.8232 1.47942 0.595749 33.0564 1.07985 1.39675 65.404 4.83913 1.27798 44.593 1.98249 0.328884 1 1.58489
2.10017 28.5662 1.1438 0.202173 23.7211 0.971294 0.59374 42.373 2.74932 0.365025 31.2458 1.27064 0.161505 1.58489 2.51189
3.32855 20.0536 0.705931 0.142059 16.7723 0.565022 0.510313 28.6907 2.19816 -0.143595 22.0216 0.869469 0.0436134 2.51189 3.98107
5.2754 13.383 0.452157 0.077755 11.3308 0.50761 0.241984 18.6948 0.725647 0.250425 14.633 0.52315 0.0054369 3.98107 6.30957
8.36094 8.28477 0.411856 0.0278435 6.94359 0.405981 0.117154 11.969 0.657302 0.109696 9.05603 0.456137 0.0127773 6.30957 10
