#Scale: 0.911185
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1085.7 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 321.779 19.4055 15.3641 170.682 12.6795 7.59549 745.019 44.3688 50.9924 339.776 17.3911 20.3299 0.1 0.158489
0.210017 261.438 11.2499 14.8903 143.136 6.21953 10.4016 604.925 28.4363 49.4293 272.158 10.2511 17.7579 0.158489 0.251189
0.332855 206.367 6.97853 12.0879 113.643 6.27686 6.79915 465.847 7.9624 47.9001 217.481 6.29884 14.7961 0.251189 0.398107
0.52754 149.702 4.17036 8.23495 88.829 4.04202 4.5527 319.585 4.89182 35.1119 157.128 4.11563 9.91238 0.398107 0.630957
0.836094 101.341 2.20893 5.0345 64.0162 2.71605 2.80597 200.589 2.0946 21.2843 107.263 1.74454 6.32976 0.630957 1
1.32512 62.4149 1.31429 1.93688 43.8898 1.80774 1.33368 110.573 0.404198 10.0449 65.6601 1.36776 2.37972 1 1.58489
2.10017 39.6827 0.835754 0.696461 30.1501 1.2009 0.639858 61.7068 0.891979 3.15889 42.1198 0.750042 0.887611 1.58489 2.51189
3.32855 26.7106 0.579281 0.2981 21.4733 0.777035 0.283182 38.4967 0.490162 1.25881 28.1369 0.564188 0.363979 2.51189 3.98107
5.2754 18.3364 0.455612 0.121748 15.0528 0.42962 0.310266 25.4007 0.67477 0.347057 19.3211 0.492838 0.0915623 3.98107 6.30957
8.36094 12.0984 0.312331 0.0707846 9.93887 0.2559 0.221936 16.5117 0.611176 0.142227 12.8107 0.33824 0.0683956 6.30957 10
