#Scale: 0.933967
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1059.3 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1053.24 60.7076 46.6382 306.603 -30.8795 133.795 1450.84 20.4974 154.035 567.199 18.0746 82.2041 0.1 0.158489
0.210017 636.274 37.5325 19.0997 245.682 14.6299 37.5117 826.652 20.0392 74.3003 408.953 6.37411 32.1745 0.158489 0.251189
0.332855 402.628 19.2683 11.7812 138.516 -0.57901 53.6694 512.285 15.6403 33.389 278.091 -8.43951 39.4624 0.251189 0.398107
0.52754 237.118 7.76471 8.22812 79.5197 14.4297 -1.53405 297.005 3.20163 23.7691 171.286 -4.3159 19.4081 0.398107 0.630957
0.836094 150.019 4.56926 4.19768 81.3895 2.02997 9.23212 183.541 0.0800476 13.2784 109.967 1.20911 6.74424 0.630957 1
1.32512 90.4745 1.46324 2.74144 57.6113 1.531 5.05452 107.536 -0.861359 7.19031 69.7526 -0.0254517 4.11401 1 1.58489
2.10017 57.5291 1.44155 0.944714 36.6618 1.50534 2.24218 65.5008 0.949921 2.31736 48.7483 -0.350292 3.4433 1.58489 2.51189
3.32855 42.2691 0.681961 0.851154 27.0507 0.228434 2.74372 47.8772 0.0916405 2.62292 36.1797 0.511646 1.08761 2.51189 3.98107
5.2754 28.0753 0.736856 0.289091 18.5866 0.815966 1.31691 31.4982 0.216446 1.12172 24.3915 0.596479 0.826189 3.98107 6.30957
8.36094 19.3229 0.385727 0.321407 13.651 0.915483 0.0974598 20.9405 0.235226 0.654924 17.776 -0.00605583 0.761015 6.30957 10
