#Scale: 0.133248
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 7424.6 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 53280.9 18500.5 33870 53282.4 19130.9 53442.4 -160 160 0 -160 39981.7 0 0.1 0.158489
0.210017 27122.3 4235.59 11880 27123.1 4234.83 12821.9 -160 160 0 -160 25643.6 -160 0.158489 0.251189
0.332855 686.067 303.072 768.737 686.091 332.359 766.956 -160 160 0 -160 160 0 0.251189 0.398107
0.52754 496.913 118.529 518.945 496.931 134.03 515.284 -160 160 0 -160 160 0 0.398107 0.630957
0.836094 82.668 352.174 229.53 82.6748 402.794 228.881 -160 160 0 -160 160 0 0.630957 1
1.32512 199.586 -8.30791 146.925 199.596 0.167999 143.01 -160 160 0 -160 160 0 1 1.58489
2.10017 -141.212 29.9242 17.9921 -141.3 28.1476 18.0643 -160 160 0 3051.38 -3051.38 3198.91 1.58489 2.51189
3.32855 26.1455 -3.70129 104.01 26.1506 2.36998 104.015 -160 160 0 -160 160 -11.1084 2.51189 3.98107
5.2754 30.1632 -15.8494 59.594 30.1685 -8.97754 59.5667 -160 160 0 -160 160 -24.6339 3.98107 6.30957
8.36094 78.2214 30.9503 36.4494 78.225 30.0029 32.5833 -160 160 0 -49.3562 49.3562 0 6.30957 10
