#Scale: 0.435310
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2272.7 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 310.657 41.0985 9.95486 186.024 22.762 9.9483 809.437 138.144 0 366.493 57.5709 17.4561 0.1 0.158489
0.210017 203.724 23.9275 4.93677 133.629 18.3105 7.25549 471.624 82.433 -3.27347 237.654 27.8243 9.12604 0.158489 0.251189
0.332855 129.9 11.2646 3.87041 89.2965 8.22141 5.47507 280.219 34.577 7.11716 150.529 15.467 3.72652 0.251189 0.398107
0.52754 83.7772 6.02493 1.83028 61.1679 4.853 3.25254 165.512 24.9517 1.57703 95.6572 7.04777 1.98041 0.398107 0.630957
0.836094 57.1104 2.58163 1.00175 44.9654 2.73979 1.36924 97.6277 8.66739 1.17959 64.1698 2.90411 1.44798 0.630957 1
1.32512 37.8179 2.18647 0.135006 30.4614 1.99812 0.818966 61.7705 4.38691 0.80093 42.212 2.68304 -0.059494 1 1.58489
2.10017 27.36 1.42451 0.176067 22.4104 1.09637 0.564457 43.1913 3.57946 0 30.3737 2.0077 0.0609417 1.58489 2.51189
3.32855 18.2224 1.18099 -0.082119 14.894 1.13498 0.190222 28.505 2.56851 -0.0351753 20.3216 1.34587 -0.161358 2.51189 3.98107
5.2754 11.7544 0.598927 0.0270014 9.89486 0.453037 0.249934 17.2374 1.61445 -0.151976 12.9794 0.811101 -0.0622616 3.98107 6.30957
8.36094 6.38288 0.433955 0.0169559 4.93804 0.37682 0.093811 10.396 1.20995 -0.140537 7.38437 0.540418 0.0319624 6.30957 10
