#Scale: 0.873217
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1133.0 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 306.443 20.1761 13.1317 173.209 14.6591 4.53427 669.266 67.6368 16.1596 324.107 20.4307 15.7765 0.1 0.158489
0.210017 249.011 11.7536 12.3057 139.365 12.2258 3.64088 560.095 30.7374 40.4438 260.053 14.4456 12.0009 0.158489 0.251189
0.332855 195.157 6.291 11.6043 110.039 7.83387 4.77137 432.985 15.7934 40.5677 204.753 8.70866 10.2664 0.251189 0.398107
0.52754 143.169 3.54562 8.35384 84.69 4.9278 3.98866 299.605 10.0306 27.5688 151.71 5.06104 8.34734 0.398107 0.630957
0.836094 96.0241 1.89505 4.84824 61.4342 3.17685 2.23808 187.278 3.66437 17.9944 101.432 2.76885 4.74349 0.630957 1
1.32512 60.0788 1.1062 2.04527 42.8907 1.77293 0.94669 101.957 2.25822 6.8328 63.7357 1.45594 2.01253 1 1.58489
2.10017 38.1751 0.633339 0.798897 29.5321 1.18226 0.398937 58.0332 1.08265 2.86755 40.3493 0.814163 0.734478 1.58489 2.51189
3.32855 26.0397 0.523527 0.36088 20.9731 0.836927 0.210569 37.1904 0.469238 1.27867 27.4515 0.663441 0.209162 2.51189 3.98107
5.2754 17.8195 0.446905 0.133045 14.4641 0.624815 0.0931778 24.7176 0.689802 0.357336 18.8902 0.480295 0.0842819 3.98107 6.30957
8.36094 11.8392 0.235787 0.12365 9.62298 0.355431 0.0824604 16.3222 0.42568 0.274811 12.567 0.292362 0.0923948 6.30957 10
