#Scale: 0.212560
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 4654.3 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1266.42 160.856 70.9005 902.237 276.599 77.4368 6862.28 8141.26 2719.87 2518.2 4150.45 437.46 0.1 0.158489
0.210017 534.013 60.6356 23.5405 426.305 82.4039 17.0495 1902.68 2645.86 593.878 920.774 1291.98 193.786 0.158489 0.251189
0.332855 251.945 25.4185 4.83833 200.771 50.3044 7.38817 555.995 788.637 249.368 455.716 445.322 54.6687 0.251189 0.398107
0.52754 176.974 23.2695 4.79137 158.658 31.5145 7.42043 387.275 27.5587 481.229 244.04 118.259 13.731 0.398107 0.630957
0.836094 110.236 6.60013 0.969513 101.098 10.1683 2.09231 216.755 324.95 51.6557 143.605 88.2803 13.4211 0.630957 1
1.32512 93.3502 6.49709 2.99078 87.7726 7.05514 5.08778 159.836 55.4615 116.434 113.632 59.35 -0.378746 1 1.58489
2.10017 53.4439 3.7516 2.4207 45.6783 7.18884 0.400654 148.243 130.601 76.268 81.5522 35.1714 14.7591 1.58489 2.51189
3.32855 27.7846 2.02552 1.09094 25.3498 2.79446 1.42316 71.2092 40.1275 37.6626 35.8053 15.8607 1.52198 2.51189 3.98107
5.2754 14.5296 1.52728 0.229654 13.6208 1.65574 0.404779 20.9569 43.2693 6.22326 18.0886 10.5898 0.506176 3.98107 6.30957
8.36094 4.59785 1.31 -0.0720191 3.55153 1.88366 -0.22108 14.73 8.61563 8.64741 8.53759 6.30509 1.71624 6.30957 10
