#Scale: 0.873217
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1133.0 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 437.813 31.9572 13.0465 219.899 5.20856 13.4939 753.976 52.5717 39.1453 336.554 26.8038 10.4102 0.1 0.158489
0.210017 319.439 13.6156 14.8845 137.723 6.53293 8.64824 550.952 22.6144 37.0292 254.443 11.208 14.3265 0.158489 0.251189
0.332855 232.342 7.41193 13.3269 112.311 3.46651 7.42712 386.433 9.52945 33.6362 188.702 6.22676 10.8258 0.251189 0.398107
0.52754 160.411 3.12523 9.21329 84.6665 2.07985 4.81332 257.146 4.72311 21.9008 133.178 2.76579 8.10796 0.398107 0.630957
0.836094 106.327 1.06581 5.55782 61.8831 1.17789 3.36163 159.675 1.57741 12.8527 92.4117 1.28004 4.74975 0.630957 1
1.32512 66.8241 0.817833 2.19145 42.8647 1.17351 1.25893 93.0976 1.25496 5.13355 60.8266 0.692028 2.45567 1 1.58489
2.10017 42.2118 0.709949 0.74292 30.4736 0.441082 1.07928 54.4554 0.807724 1.85521 39.6535 0.889191 0.651024 1.58489 2.51189
3.32855 29.0764 0.464804 0.407299 21.4819 0.322512 0.657778 36.4795 0.783852 0.679382 27.7349 0.486338 0.539427 2.51189 3.98107
5.2754 19.992 0.356092 0.225056 14.7715 0.274117 0.438769 25.0583 0.586214 0.306641 19.0835 0.32844 0.323631 3.98107 6.30957
8.36094 13.5864 0.149977 0.210861 10.1734 0.151966 0.351656 16.9349 0.20225 0.441145 12.9706 0.191298 0.235342 6.30957 10
