#Scale: 0.541622
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1826.6 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 427.907 42.4769 5.84998 220.923 19.6229 17.7135 851.391 113.498 16.7178 382.186 31.9052 12.963 0.1 0.158489
0.210017 282.052 21.4104 8.56607 152.682 8.08539 9.61069 523.946 54.9868 7.17401 262.767 18.3134 16.315 0.158489 0.251189
0.332855 174.474 9.48378 6.95679 97.9112 5.2346 8.86658 310.626 27.2011 8.2453 165.917 7.62851 10.9736 0.251189 0.398107
0.52754 112.521 4.04982 4.56615 69.5467 2.05518 4.38754 184.661 9.80504 7.23195 109.464 3.70439 6.75755 0.398107 0.630957
0.836094 71.7236 2.26077 2.45793 49.4432 1.69481 2.87347 106.007 4.01236 2.44538 71.4098 1.93948 2.93546 0.630957 1
1.32512 49.4778 1.8767 0.963547 36.4248 1.21637 1.55942 67.3864 3.26917 0.638863 50.1814 1.78643 1.17097 1 1.58489
2.10017 35.3238 1.1143 0.598362 27.0611 0.790756 0.815348 48.1008 1.48319 0.493965 35.1819 1.19371 0.660484 1.58489 2.51189
3.32855 24.2312 0.784019 0.30625 19.3944 0.545347 0.812689 31.2842 1.27361 0.0171318 24.3219 0.794012 0.360342 2.51189 3.98107
5.2754 16.178 0.48707 0.211656 13.0686 0.189252 0.642746 20.4718 0.958651 -0.0456047 16.3344 0.53866 0.232513 3.98107 6.30957
8.36094 9.79003 0.339159 0.0719929 7.8542 0.0997691 0.331092 12.2939 0.953314 -0.101721 9.95658 0.290028 0.140686 6.30957 10
