#Scale: 0.445435
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2221.0 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 521.578 45.2997 12.8793 262.288 18.9861 11.3717 1096.61 149.871 1.8446 510.307 38.001 42.3307 0.1 0.158489
0.210017 299.504 21.8742 11.5062 162.453 8.54762 14.0056 608.008 60.8149 7.60944 291.969 21.002 19.4414 0.158489 0.251189
0.332855 181.358 9.45338 8.14737 109.951 5.20201 7.9551 342.174 29.0472 8.51816 177.406 8.5408 13.7991 0.251189 0.398107
0.52754 105.143 4.44247 4.61154 64.7391 3.90464 3.67297 174.972 9.9404 6.33528 110.224 3.71786 6.54948 0.398107 0.630957
0.836094 69.6817 2.70187 1.81809 51.4295 2.20519 2.2283 105.983 6.08119 1.64056 70.3327 2.23567 2.68713 0.630957 1
1.32512 49.1442 1.66708 1.00701 37.2343 1.11976 0.92664 70.735 3.56214 1.09009 50.2936 1.48156 1.43476 1 1.58489
2.10017 36.1078 1.33965 0.4729 28.1888 0.986132 0.860781 50.4498 2.65982 0.134769 36.877 1.39115 0.583244 1.58489 2.51189
3.32855 24.4333 0.694517 0.346079 19.6645 0.56786 0.579849 32.0468 1.31448 0.188885 25.2504 0.633612 0.46994 2.51189 3.98107
5.2754 15.4683 0.40967 0.245593 12.0862 0.380731 0.421696 20.6328 0.495188 0.276226 16.1291 0.404802 0.257869 3.98107 6.30957
8.36094 8.48948 0.304352 0.0791626 6.2245 0.293045 0.126399 12.3963 0.512902 0.194652 8.77713 0.323843 0.151052 6.30957 10
