#Scale: 0.683373
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1447.7 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 943.278 62.4864 32.5131 383.303 31.5379 45.5019 1260.68 85.3673 34.1294 590.649 40.4128 43.4982 0.1 0.158489
0.210017 576.605 25.5972 26.9888 104.752 34.3453 -2.8471 773.079 35.6984 29.8153 380.355 10.975 40.1162 0.158489 0.251189
0.332855 348.726 12.0227 15.3235 142.14 9.8055 10.0482 461.326 15.2889 22.7957 225.025 10.0343 10.0328 0.251189 0.398107
0.52754 210.127 7.17935 9.15768 95.4903 7.25094 3.51212 262.434 11.6551 8.16919 155.947 1.76649 11.1095 0.398107 0.630957
0.836094 130.552 2.40091 6.41965 75.5549 2.41241 5.47822 160.921 2.26613 7.09189 97.062 1.21362 5.51561 0.630957 1
1.32512 78.5617 0.859177 3.16159 48.2252 0.837341 2.97841 91.4079 1.41541 2.78423 65.6397 0.102806 3.77953 1 1.58489
2.10017 56.0733 1.21153 1.59123 44.071 0.275772 2.9148 63.7579 1.80814 1.3461 47.2626 0.432507 1.61773 1.58489 2.51189
3.32855 39.3754 0.892105 0.822193 25.5035 1.15167 1.90929 44.6887 1.15915 0.583199 34.2637 0.526562 1.13958 2.51189 3.98107
5.2754 26.6729 0.703522 0.534042 18.8689 -0.204865 1.30412 29.689 0.88397 0.319405 23.7588 0.559118 0.816418 3.98107 6.30957
8.36094 17.2346 0.490065 0.319395 12.247 0.32211 0.465046 19.4006 0.597244 0.269014 15.0336 0.402192 0.415612 6.30957 10
