#Scale: 0.637810
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1551.1 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 263.704 25.9464 6.82278 165.984 13.0558 9.52611 598.872 94.0172 3.36682 294.986 26.4379 9.1824 0.1 0.158489
0.210017 197.793 14.5343 7.59462 123.229 9.76352 6.42826 445.293 62.2495 14.1097 223.537 14.3707 10.5231 0.158489 0.251189
0.332855 146.498 7.4803 6.73021 91.0234 5.22633 5.56361 331.925 25.1821 19.0588 165.359 9.16603 7.39932 0.251189 0.398107
0.52754 104.347 3.31542 5.44511 67.2984 3.62405 3.51378 226.084 12.027 18.1643 117.421 3.42345 6.40891 0.398107 0.630957
0.836094 69.8771 1.97092 2.68381 49.1867 2.09169 1.94008 136.584 7.00475 9.70398 77.4686 2.28648 2.87345 0.630957 1
1.32512 45.234 1.17812 1.1818 34.4843 1.42299 1.11562 77.0062 2.84026 4.22285 49.8341 1.33855 1.18475 1 1.58489
2.10017 31.4932 0.699806 0.579287 25.5794 0.822006 0.669807 48.1461 1.53878 1.59626 34.2116 0.842812 0.569016 1.58489 2.51189
3.32855 21.4341 0.577045 0.285013 17.5082 0.63306 0.39266 32.2378 1.29225 0.58217 23.2961 0.566378 0.251659 2.51189 3.98107
5.2754 14.8025 0.457126 0.104085 12.2888 0.493523 0.224922 21.4264 0.819368 0.32222 16.0613 0.504427 0.0206699 3.98107 6.30957
8.36094 9.44786 0.275884 0.0921955 7.73561 0.309574 0.138038 13.8345 0.414845 0.260816 10.3337 0.285707 0.0681877 6.30957 10
