#Scale: 0.647935
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1526.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 261.004 23.9449 7.89436 164.119 9.7578 10.9452 605.666 81.5009 18.7603 286.294 30.2914 7.07336 0.1 0.158489
0.210017 196.292 13.6904 7.01006 120.987 7.81676 7.3038 432.788 51.7436 16.0761 223.2 15.9005 9.06717 0.158489 0.251189
0.332855 147.198 7.86847 6.21216 93.8314 5.395 5.55808 318.148 31.1011 13.216 165.493 7.89444 7.16022 0.251189 0.398107
0.52754 105.287 3.08836 5.04864 69.7779 3.16087 3.87793 220.774 16.1072 14.1841 117.057 3.00636 6.1937 0.398107 0.630957
0.836094 70.4864 1.94007 2.55959 50.3499 1.87439 2.30614 132.81 6.96742 7.78345 77.8928 2.4481 2.58189 0.630957 1
1.32512 45.8978 1.16503 1.10622 35.211 1.25937 1.16856 76.5384 3.65165 2.99911 50.3907 1.30956 1.2138 1 1.58489
2.10017 31.6401 0.826975 0.418064 26.1048 0.668987 0.740707 46.9913 2.18878 0.511402 34.0872 1.05662 0.318119 1.58489 2.51189
3.32855 21.6892 0.56225 0.272322 17.8897 0.553368 0.372654 31.7195 1.42205 0.374027 23.486 0.519911 0.263689 2.51189 3.98107
5.2754 14.9958 0.400214 0.0886192 12.5149 0.437782 0.14393 21.4329 0.627764 0.409882 16.1946 0.456364 0.0718899 3.98107 6.30957
8.36094 9.6703 0.176776 0.142215 7.9942 0.239843 0.167254 13.74 0.294739 0.392368 10.5449 0.185144 0.129617 6.30957 10
