#Scale: 0.123123
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 8035.2 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 -160 0 0 -160 0 0 0 0 160 0 0 160 0.1 0.158489
0.210017 -160 1358.21 0 -160 1509.1 0 0 0 160 0 0 160 0.158489 0.251189
0.332855 -113.516 16.146 46.484 -113.516 16.146 46.484 0 0 160 0 0 160 0.251189 0.398107
0.52754 -160 2.53104 0 -160 2.63225 0 0 0 160 0 0 160 0.398107 0.630957
0.836094 -156.169 4.06111 3.8307 -156.169 4.27376 3.8307 0 0 160 0 0 158.987 0.630957 1
1.32512 -159.242 -0.0170135 0.757629 -159.242 0.085022 0.757629 0 0 160 0 0 160 1 1.58489
2.10017 -159.939 2.65062 0.0591278 -159.939 2.65062 0.05896 0 0 160 0 0 160 1.58489 2.51189
3.32855 -159.266 1.45744 0.733856 -159.266 1.45744 0.733856 0 0 160 0 0 159.999 2.51189 3.98107
5.2754 -127.812 53.9847 32.1883 -127.812 61.9903 32.1883 0 0 160 0 0 159.762 3.98107 6.30957
8.36094 -118.743 771.412 3.9706 -118.743 824.378 3.9706 0 0 159.992 0 0 116.686 6.30957 10
