#Scale: 0.328997
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 3007.1 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 864.043 50.8849 69.145 479.006 13.9562 64.4349 2211.63 301.574 167.35 850.8 100.079 86.731 0.1 0.158489
0.210017 433.367 24.9349 25.6726 232.148 15.7931 20.6462 995.617 144.972 30.6349 465.1 41.5256 49.9811 0.158489 0.251189
0.332855 231.298 7.91519 14.7859 145.251 6.48051 10.7807 472.791 47.4664 37.4314 244.581 16.4474 22.3785 0.251189 0.398107
0.52754 131.416 4.47827 5.92757 102.102 3.17252 6.98766 219.408 25.9149 6.94234 134.382 7.40353 8.19009 0.398107 0.630957
0.836094 89.6685 3.41762 3.00429 69.8697 2.2962 3.61491 138.693 15.4785 3.46581 94.5054 5.12457 4.0564 0.630957 1
1.32512 61.7092 1.99616 1.50683 48.3315 1.8856 2.37743 91.3824 7.70635 1.73393 65.9169 2.88866 1.77231 1 1.58489
2.10017 43.0599 1.14816 1.17874 33.5625 1.43586 1.74416 61.4352 4.98924 0.174324 46.7797 1.4093 1.92293 1.58489 2.51189
3.32855 27.9223 0.740856 0.812166 21.9269 1.16151 0.591196 39.871 2.08911 1.09368 30.1755 0.892572 1.39416 2.51189 3.98107
5.2754 16.5817 0.584648 0.406464 12.9876 0.645056 0.505945 23.13 1.84425 0.375736 18.0996 0.645292 0.560226 3.98107 6.30957
8.36094 8.72011 0.359159 0.313963 6.29016 0.414452 0.459814 13.6774 1.2267 0.368665 9.6024 0.463079 0.372496 6.30957 10
