#Scale: 0.531497
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1861.4 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 271.103 37.0575 6.16711 170.873 17.1813 11.4622 629.588 122.345 0.463928 314.689 48.1907 9.46811 0.1 0.158489
0.210017 185.075 19.901 4.44518 116.412 12.3526 7.34441 422.082 85.1972 5.64816 216.737 22.3112 5.93076 0.158489 0.251189
0.332855 133.607 7.22433 7.18484 89.68 4.91473 8.76318 270.223 47.7555 2.9386 157.023 5.50856 10.5624 0.251189 0.398107
0.52754 90.6778 4.32893 2.60757 68.2961 2.2942 5.1083 166.598 19.0022 3.38283 101.28 6.39268 2.23228 0.398107 0.630957
0.836094 61.312 1.72382 1.95853 48.3907 1.20508 3.67626 105.012 11.7199 1.7682 67.4603 1.98792 1.77714 0.630957 1
1.32512 39.6888 2.02977 0.303879 31.8989 1.53597 0.944067 63.5392 5.32594 0.783825 43.9204 2.41384 0 1 1.58489
2.10017 28.5463 0.865532 0.428562 24.152 0.693455 0.958834 42.0588 2.48951 0.611946 30.9213 1.1212 0.212788 1.58489 2.51189
3.32855 19.8001 0.623322 0.248045 16.9018 0.481577 0.562784 28.0252 1.38872 0.0780659 21.5111 0.895411 0.00508308 2.51189 3.98107
5.2754 13.4109 0.344921 0.162326 11.7848 0.254728 0.427712 17.9292 0.701756 0.17425 14.3912 0.529746 0.0243788 3.98107 6.30957
8.36094 8.66607 0.130932 0.245869 7.79398 0.0262632 0.603283 11.3683 0.872825 0.0838823 9.13301 0.341972 0.0575714 6.30957 10
