#Scale: 0.582123
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1699.5 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 413.83 37.1464 8.24606 202.281 14.5098 8.98683 823.886 103.572 13.4094 356.345 27.4528 20.1799 0.1 0.158489
0.210017 275.99 20.8161 9.28842 143.629 7.4346 9.75681 504.255 56.3203 8.48242 252.36 16.0665 15.5697 0.158489 0.251189
0.332855 183.152 8.85849 7.80029 100.426 3.87199 7.81549 326.557 24.7262 11.0952 168.061 8.07982 11.4764 0.251189 0.398107
0.52754 118.524 4.0466 4.9043 74.8521 2.65261 4.75651 190.23 9.10878 8.05714 112.3 3.4103 6.70911 0.398107 0.630957
0.836094 74.8949 2.09051 2.78771 49.8976 2.03959 2.40408 112.314 3.41611 4.1386 72.9133 1.36035 3.61884 0.630957 1
1.32512 50.6097 1.45737 1.14129 37.2949 0.839912 1.69069 69.8405 3.34926 1.28619 49.8598 1.37017 1.61898 1 1.58489
2.10017 35.5936 0.891125 0.670982 26.2131 0.697147 0.950603 49.2567 1.21425 0.802044 35.0153 0.967075 0.818485 1.58489 2.51189
3.32855 24.7821 0.715748 0.343323 19.3006 0.537985 0.593796 32.7392 1.00269 0.541782 24.4561 0.771446 0.401508 2.51189 3.98107
5.2754 16.6829 0.462914 0.182379 12.79 0.309017 0.476286 21.6723 0.736002 0.213804 16.7399 0.522961 0.255596 3.98107 6.30957
8.36094 10.3377 0.292829 0.0931807 8.0127 0.163456 0.290765 13.4058 0.541936 0.103365 10.3335 0.286099 0.100056 6.30957 10
