#Scale: 0.804873
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1229.2 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1030.9 53.5295 54.0594 345.587 57.8448 82.326 1368.09 53.2397 95.6803 564.156 63.432 10.1816 0.1 0.158489
0.210017 643.625 28.6006 24.7152 145.688 63.6438 -15.48 845.008 19.7693 49.7578 378.012 32.2537 10.5213 0.158489 0.251189
0.332855 377.172 14.131 14.8772 141.817 6.00816 17.1522 476.61 16.4233 19.4364 244.46 9.21581 12.896 0.251189 0.398107
0.52754 233.819 6.38408 9.39749 138.316 -6.5238 38.3125 288.685 7.62027 13.026 155.499 7.40613 5.1889 0.398107 0.630957
0.836094 138.216 3.6078 4.69138 65.6075 0.453018 7.63682 169.813 4.41615 7.57399 95.722 4.65323 2.36449 0.630957 1
1.32512 86.4694 1.79254 2.73359 52.9684 1.46533 3.07167 100.223 2.26171 2.6741 68.2541 0.921234 3.75365 1 1.58489
2.10017 58.5416 1.1004 1.16245 40.2798 -0.927811 3.31815 66.0264 1.64624 0.711983 48.6337 0.303806 2.77645 1.58489 2.51189
3.32855 40.2099 0.830364 0.592724 25.3975 1.69732 0.172544 44.6505 0.89259 0.930092 34.9216 0.606091 0.680683 2.51189 3.98107
5.2754 28.482 0.793091 0.285028 19.093 1.00341 0.0994186 31.5505 0.776245 0.463066 24.7024 0.673832 0.481831 3.98107 6.30957
8.36094 18.5962 0.452066 0.203056 11.6044 1.18432 -0.352184 20.5972 0.276999 0.481821 16.2604 0.565737 0.115742 6.30957 10
