#Scale: 0.283435
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 3490.4 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 640.135 65.3398 47.684 407.735 64.8682 30.5093 1840.58 1082.11 27.9895 893.603 270.752 92.8016 0.1 0.158489
0.210017 284.93 27.1535 20.178 188.237 21.0973 17.5979 823.53 454.268 13.8159 384.97 134.669 24.3875 0.158489 0.251189
0.332855 179.054 11.4336 7.46642 128.304 18.2494 8.75121 481.386 111.174 31.1955 228.843 50.9349 10.746 0.251189 0.398107
0.52754 110.765 4.31609 3.91451 88.8853 7.47091 1.09357 232.69 88.4844 5.91078 133.396 15.3705 9.42471 0.398107 0.630957
0.836094 76.1911 2.19928 2.72491 67.5502 1.69337 3.10471 127.748 37.0472 8.02304 84.6568 12.1272 2.26927 0.630957 1
1.32512 54.363 1.1232 2.24095 48.4289 1.40541 2.21 88.7504 29.6614 0.53508 60.3176 5.39397 2.64849 1 1.58489
2.10017 34.9314 1.27745 0.991577 29.7249 1.61656 0.997112 61.6262 16.7836 0.248894 40.6372 6.22925 1.42699 1.58489 2.51189
3.32855 21.7943 0.658968 0.473261 19.4147 0.377537 0.915661 36.2176 9.04268 1.12096 24.0944 3.95212 0.214436 2.51189 3.98107
5.2754 11.8544 0.340244 0.32468 9.90441 0.54698 0.449344 18.8856 6.33567 -0.0533695 14.4018 1.45186 0.184093 3.98107 6.30957
8.36094 4.85321 0.406826 0.0594935 3.81276 0.294507 0.261577 10.5828 4.54373 -0.0435076 5.93849 1.82006 -0.11946 6.30957 10
