#Scale: 0.298623
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 3312.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1566.35 323.645 138.346 769.237 140.28 192.134 3160.34 956.455 343.596 1679.56 278.058 197.024 0.1 0.158489
0.210017 754.565 162.819 60.8822 510.572 77.2599 149.996 1546.59 562.277 97.068 691.948 129.817 40.163 0.158489 0.251189
0.332855 405.628 50.3588 49.5323 281.522 10.5305 60.6875 763.737 157.264 113.891 388.091 54.2053 36.8247 0.251189 0.398107
0.52754 181.158 16.7924 8.81145 137.273 15.9626 10.3074 266.81 39.2189 16.3068 188.065 15.82 15.1384 0.398107 0.630957
0.836094 128.627 14.1096 7.38165 91.383 10.9634 7.1859 213.924 27.8475 18.8244 130.456 15.178 10.4889 0.630957 1
1.32512 95.9017 10.7339 6.762 67.9371 14.0281 7.70127 135.741 17.6223 3.95084 105.017 6.94015 10.3497 1 1.58489
2.10017 60.5905 8.22878 4.4656 44.7126 4.38955 3.25948 101.331 23.3058 9.20674 59.9704 6.32329 5.49667 1.58489 2.51189
3.32855 37.7864 3.9563 1.73099 28.5448 1.84847 1.4843 56.5021 7.60147 4.85775 39.0237 4.40604 2.16357 2.51189 3.98107
5.2754 22.0363 2.1731 1.06871 15.9806 2.46361 1.38323 35.4927 3.58406 3.05931 22.4658 2.01325 0.745373 3.98107 6.30957
8.36094 10.5939 1.87857 0.966674 6.6798 0.744883 0.587904 18.7981 3.39088 2.47254 11.0293 2.28483 1.23379 6.30957 10
