#Scale: 0.187248
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 5283.4 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 3780.8 1029.7 174.048 2479.46 1970.48 265.448 7977.29 6490.85 8137.29 10036.6 6308.16 4624.87 0.1 0.158489
0.210017 1187.7 341.521 43.6824 921.379 451.776 144.335 96.9684 3378.29 256.968 2566.02 6139.48 949.696 0.158489 0.251189
0.332855 759.879 92.592 63.2554 601.851 186.255 58.2599 8449.66 0 8609.66 1158.33 1976.02 341.478 0.251189 0.398107
0.52754 479.861 40.0139 22.6916 365.808 135.001 -25.0153 2687.37 -998.542 2847.37 935.581 91.0325 515.236 0.398107 0.630957
0.836094 321.017 49.0317 7.06302 289.295 61.8679 8.68619 570.759 0 730.759 466.091 265.299 104.796 0.630957 1
1.32512 139.574 10.9705 0.992401 130.587 20.2939 4.14506 203.879 93.3783 363.879 181.003 25.1198 171.209 1 1.58489
2.10017 106.045 13.8042 1.78929 86.7057 26.1866 -0.908043 83.7493 56.1256 243.749 203.272 122.349 74.7737 1.58489 2.51189
3.32855 47.0689 9.13561 1.09302 43.9526 12.3214 3.03519 87.086 20.5303 247.086 60.5422 18.931 31.531 2.51189 3.98107
5.2754 23.5154 4.37741 0.683117 24.9463 3.5918 1.68127 41.4132 46.1439 201.413 15.5046 11.7203 34.9639 3.98107 6.30957
8.36094 9.47942 3.30165 0.275943 8.52119 3.93433 0.508236 13.4876 52.4016 173.488 14.0401 9.83311 5.92759 6.30957 10
