#Scale: 0.379622
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2606.1 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 668.729 46.6172 39.2426 361.641 18.1728 30.6138 1616.17 154.547 59.4806 631.95 55.4517 61.0798 0.1 0.158489
0.210017 366.7 22.5014 20.776 193.048 14.0896 17.7122 850.435 91.7122 36.8573 361.756 19.9558 30.5504 0.158489 0.251189
0.332855 193.598 10.8436 10.0158 118.301 6.16438 10.0415 381.9 42.6667 12.2327 197.991 10.7274 13.6053 0.251189 0.398107
0.52754 115.708 5.16194 4.24339 78.514 4.48649 4.86781 209.682 12.804 6.60294 117.585 4.8356 5.18688 0.398107 0.630957
0.836094 73.8977 3.16678 1.80324 55.0921 2.64242 1.03619 112.943 7.93936 0.900864 77.4273 2.55012 3.67536 0.630957 1
1.32512 53.0464 2.21106 1.13581 39.1689 1.86986 2.04351 82.8176 3.11469 1.28017 55.3593 2.55655 0.908035 1 1.58489
2.10017 38.8517 1.60791 0.740803 29.1566 1.35109 1.18979 59.6945 2.03813 0.348324 40.4541 1.95679 0.73885 1.58489 2.51189
3.32855 25.6222 0.817585 0.493 19.5281 1.06437 0.443865 37.4224 1.07513 0.715061 27.0259 0.765295 0.727947 2.51189 3.98107
5.2754 15.4325 0.58196 0.259388 11.0511 0.574159 0.449512 22.7335 0.935329 0.238802 16.8021 0.661379 0.301613 3.98107 6.30957
8.36094 8.17123 0.431169 0.181932 5.29111 0.353292 0.245703 13.7006 0.739185 0.137362 8.84911 0.577232 0.224011 6.30957 10
