#Scale: 0.521372
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1897.5 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 271.811 37.9937 7.15424 173.99 20.7452 7.97826 628.071 150.116 -2.64221 313.866 36.9822 13.7733 0.1 0.158489
0.210017 189.217 19.4733 5.3045 126.731 10.926 7.80784 434.537 66.1636 9.66025 212.361 26.9714 6.38231 0.158489 0.251189
0.332855 129.877 11.6835 3.42393 87.2762 7.39083 4.91417 274.609 36.0832 8.95908 150.374 14.7688 3.05827 0.251189 0.398107
0.52754 90.0581 4.19039 2.85723 63.1673 4.27343 2.82889 175.229 18.2016 4.64047 104.293 3.58543 4.50458 0.398107 0.630957
0.836094 59.1671 2.36656 1.40307 46.3999 1.56312 2.12804 104.719 6.78854 3.0479 64.8542 3.27982 1.0635 0.630957 1
1.32512 39.0483 1.62124 0.591194 31.1862 1.44946 0.627203 63.6409 3.73539 1.05996 43.2748 1.89166 0.80302 1 1.58489
2.10017 28.0239 0.975006 0.351505 23.377 0.923529 0.522713 42.4235 1.35933 0.980087 30.5503 1.26298 0.251152 1.58489 2.51189
3.32855 19.5045 0.811026 0.140364 16.5031 0.766741 0.237476 28.0183 1.37104 0.202875 21.3011 0.899406 0.0388546 2.51189 3.98107
5.2754 12.9613 0.455474 0.0928535 11.0772 0.596672 0.0990429 18.0153 0.456295 0.409235 14.1499 0.415415 0.115271 3.98107 6.30957
8.36094 8.13828 0.319906 0.0859623 6.88289 0.36384 0.0716586 11.4452 0.212426 0.277192 8.94294 0.330093 0.110128 6.30957 10
