#Scale: 0.678310
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1458.5 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 395.092 29.972 13.5479 199.424 6.84689 12.671 724.794 77.5161 10.5952 326.98 20.7508 20.097 0.1 0.158489
0.210017 273.8 13.5746 10.5482 145.31 6.00414 10.2838 488.576 31.7363 18.899 229.942 12.1925 12.8448 0.158489 0.251189
0.332855 191.438 7.17982 9.57387 98.0863 3.09019 8.55181 333.967 18.4189 16.4191 166.357 5.69131 11.0323 0.251189 0.398107
0.52754 128.901 3.19388 6.60443 75.911 2.62102 5.25257 208.404 7.82233 12.3764 115.368 2.53852 7.53719 0.398107 0.630957
0.836094 84.5032 0.97789 3.91428 53.2605 1.35537 2.99865 128.647 2.06296 7.15738 77.895 0.943748 4.37746 0.630957 1
1.32512 55.3228 0.959091 1.67403 38.2521 1.19826 1.78851 76.6668 1.30025 2.66421 53.1061 0.966053 1.82495 1 1.58489
2.10017 37.6063 0.645832 0.859207 28.4548 0.523804 1.01434 47.9677 1.18302 0.882088 36.9604 0.556522 1.01366 1.58489 2.51189
3.32855 26.2751 0.51367 0.483728 20.4777 0.43405 0.656101 33.1426 0.679665 0.588051 25.7134 0.54866 0.499714 2.51189 3.98107
5.2754 18.0445 0.305815 0.317944 13.9911 0.220804 0.403682 22.1817 0.464764 0.250814 17.9855 0.338238 0.413136 3.98107 6.30957
8.36094 11.5418 0.159336 0.213907 8.98524 0.130207 0.283031 14.3943 0.206896 0.317561 11.3825 0.20257 0.216308 6.30957 10
