#Scale: 0.450497
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2196.1 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 520.609 43.5928 15.8795 281.921 18.6717 18.0347 1110.61 116.919 15.5277 483.85 41.2599 29.0142 0.1 0.158489
0.210017 299.301 20.0243 13.4536 153.156 10.5178 13.4116 603.417 50.9911 18.2298 296.831 16.1209 20.113 0.158489 0.251189
0.332855 179.986 10.3738 7.48073 102.051 5.67075 8.06483 351.184 24.2447 11.777 175.505 10.8029 11.0773 0.251189 0.398107
0.52754 105.463 4.44135 4.57523 67.76 2.45588 4.9902 179.662 10.6778 5.41287 106.319 3.98108 6.15128 0.398107 0.630957
0.836094 69.4492 2.59521 1.95774 50.5887 1.26527 2.26793 106.15 5.32444 2.02504 70.0233 2.71487 2.56428 0.630957 1
1.32512 49.152 1.72708 0.937874 37.4195 1.03949 1.07122 71.9082 3.03648 1.09173 49.5351 1.72365 1.21064 1 1.58489
2.10017 35.925 1.35853 0.426777 27.9442 0.853853 0.772919 50.2665 2.50384 0.130524 36.5846 1.33641 0.521992 1.58489 2.51189
3.32855 24.4592 0.705881 0.339087 19.3331 0.605503 0.619616 32.1787 1.42313 0.209482 25.4063 0.582886 0.483402 2.51189 3.98107
5.2754 15.4327 0.423806 0.215202 11.9663 0.333798 0.360516 20.8679 0.52853 0.308224 15.9977 0.454453 0.219274 3.98107 6.30957
8.36094 8.53492 0.324072 0.0622568 6.26724 0.243013 0.186812 12.2452 0.609423 -0.00530148 8.85001 0.302349 0.16607 6.30957 10
