#Scale: 0.258123
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 3832.7 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1497.69 98.8164 93.5038 875.164 163.706 66.6141 3596.26 1427.52 255.808 1942.47 561.483 324.004 0.1 0.158489
0.210017 624.335 30.4003 40.6121 456.086 14.8347 62.8363 1564.63 904.577 212.12 675.047 216.143 66.1199 0.158489 0.251189
0.332855 294.339 11.1647 17.2282 228.389 12.2752 21.0993 664.881 196.082 61.0055 313.849 71.7224 32.7216 0.251189 0.398107
0.52754 178.906 7.79973 6.10979 140.453 11.9281 6.10686 351.825 54.1397 23.1156 198.315 35.4885 14.6043 0.398107 0.630957
0.836094 132.955 6.64484 3.22908 110.275 9.21424 4.47157 228.428 35.934 17.2974 145.618 23.2107 6.54831 0.630957 1
1.32512 93.7556 4.24193 1.86987 70.4762 8.6194 0.820526 169.349 25.9324 16.8466 110.924 14.5112 5.69134 1 1.58489
2.10017 59.0335 3.06786 0.983471 48.0729 3.03129 2.27288 98.7842 26.583 6.60525 66.3421 12.6367 2.06997 1.58489 2.51189
3.32855 35.25 1.95848 0.714733 29.1588 2.36548 1.83854 61.5578 16.614 4.77297 38.5263 6.88041 0.455803 2.51189 3.98107
5.2754 19.2196 0.885921 0.595358 15.669 0.961064 0.874749 30.6331 6.31049 2.32704 21.8596 3.29979 0.99733 3.98107 6.30957
8.36094 8.6698 0.557506 0.365138 6.59255 0.498881 0.564242 14.1403 8.31555 0.0792885 10.439 2.01826 1.05541 6.30957 10
