#Scale: 0.933967
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1059.3 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(Q)/W_p(SF)(1) Err+(2) Err-(3) W_p(SF)/W_p(All)(4) Err+(5) Err-(6) W_p(Q)/W_p(All)(7) Err+(8) Err-(9) (10) W_p(SFxQ)/W_p(All)(11) Err+(12) Err-(13) Bin_left_edge(14) Bin_right_edge(15) 
0.132512 4.13574 0.393563 0.230408 0.554085 0.00578368 0.0357367 2.29155 0.10081 0.122248 1.02712 0.0110805 0.0337773 0.1 0.158489
0.210017 4.26626 0.313512 0.369356 0.540693 0.012958 0.0289463 2.30674 0.0802102 0.159509 1.03463 0.01543 0.0346313 0.158489 0.251189
0.332855 4.05974 0.187828 0.48559 0.551199 0.0273389 0.017863 2.23772 0.0571139 0.17351 1.04493 0.00939655 0.031109 0.251189 0.398107
0.52754 3.63443 0.139307 0.44081 0.587772 0.0272506 0.0181563 2.13622 0.0361762 0.182724 1.04145 0.0129524 0.0262692 0.398107 0.630957
0.836094 3.08151 0.0985596 0.363997 0.634941 0.0317937 0.0134017 1.95658 0.0310506 0.154617 1.05078 0.0067414 0.027179 0.630957 1
1.32512 2.5854 0.0559349 0.26366 0.688374 0.0261055 0.0116443 1.77972 0.0156311 0.126485 1.05379 0.0062921 0.0208292 1 1.58489
2.10017 2.05727 0.0450752 0.151201 0.757339 0.0175782 0.0130047 1.55805 0.0164969 0.0877866 1.05581 0.00619066 0.0165273 1.58489 2.51189
3.32855 1.74002 0.055241 0.0767236 0.809021 0.0109733 0.0140714 1.40772 0.0220068 0.0458186 1.05285 0.00531292 0.0137796 2.51189 3.98107
5.2754 1.67254 0.0658469 0.0495096 0.819704 0.00688303 0.0175205 1.37098 0.0275415 0.0376197 1.05385 0.00559711 0.0115242 3.98107 6.30957
8.36094 1.7208 0.0489318 0.0712466 0.8122 0.00733358 0.0159003 1.39763 0.0142658 0.0476934 1.05291 0.00892651 0.010402 6.30957 10
