#Scale: 0.460622
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2147.8 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 481.938 45.2336 12.1076 262.189 16.013 18.2923 979.507 124.27 12.7924 458.072 40.8618 27.8836 0.1 0.158489
0.210017 301.519 18.3086 14.7987 165.542 7.17096 16.9814 594.907 53.1252 13.4656 291.928 17.1786 22.2849 0.158489 0.251189
0.332855 175.74 9.91351 7.21359 101.698 3.33818 9.64192 327.324 25.478 7.18451 173.437 9.8271 9.54768 0.251189 0.398107
0.52754 105.519 4.99194 4.36005 69.2601 3.26529 4.57092 170.309 13.2881 3.88728 107.763 3.29142 6.58382 0.398107 0.630957
0.836094 69.0901 2.50564 2.04195 49.356 1.36244 2.36753 104.174 5.92365 2.72107 70.3751 2.15939 2.40136 0.630957 1
1.32512 49.2442 1.73171 0.968849 38.3018 1.19475 1.27281 70.1029 2.70131 1.67104 49.4548 1.6945 1.0406 1 1.58489
2.10017 35.5742 1.33929 0.388622 28.0812 1.00235 0.635258 49.5001 1.89365 0.539505 35.8463 1.39071 0.468716 1.58489 2.51189
3.32855 24.4225 0.679258 0.367479 19.112 0.594938 0.533575 32.3951 1.10808 0.27652 25.2928 0.569601 0.52043 2.51189 3.98107
5.2754 15.4378 0.413822 0.212351 12.0353 0.355738 0.363951 20.7639 0.488304 0.292751 15.9176 0.422431 0.296052 3.98107 6.30957
8.36094 8.66309 0.292335 0.0843019 6.48085 0.20154 0.265643 12.1408 0.704925 -0.0479603 8.94886 0.272301 0.166546 6.30957 10
