#Observed stellar mass range: 10.6 < log10(M*/Msun) < 10.8
#Quenched threshold: Obs. SFR / Obs. SM < 1e-11 / yr
#SFHs in units of observed Msun/yr.
#True SFHs rescaled by average systematic offset of 0.00405033 dex to be consistent with average observed stellar mass in bin.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit galaxies in bin: 35190
#Bestfit SF galaxies in bin: 16289
#Bestfit Q galaxies in bin: 18901
#Bestfit central galaxies in bin: 24839
#Bestfit satellite galaxies in bin: 10351
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 3.50187e-08 5.80652e-05 3.50144e-08 0 0 0 6.51981e-08 9.79124e-05 6.519e-08 0 1.45199e-12 0 1.19052e-07 0.000190659 1.19038e-07 0.000000 0.057873
0.059561 4.85251e-05 0.000612468 4.79724e-05 1.67544e-05 0.000193917 1.67032e-05 7.59054e-05 0.000908046 7.49119e-05 2.34022e-05 0.000442468 2.29176e-05 0.000108812 0.000851182 0.000107817 0.057873 0.061248
0.062373 0.00035869 0.00169379 0.000342408 7.06978e-05 0.00060376 6.38128e-05 0.000606883 0.00234419 0.00058772 0.000213389 0.0013712 0.000199955 0.000707363 0.00207676 0.000691934 0.061248 0.063498
0.064623 0.00117253 0.00278024 0.00106088 0.000583433 0.000752268 0.000540661 0.00168021 0.00416243 0.00153073 0.000772667 0.00199366 0.00068301 0.00213206 0.0040308 0.00198003 0.063498 0.065748
0.066873 0.00375938 0.00435905 0.00328244 0.00190645 0.00165578 0.0016926 0.00535625 0.00622185 0.00471012 0.002701 0.00326207 0.00233553 0.00629914 0.00650479 0.00559665 0.065748 0.067998
0.069123 0.00827571 0.00575111 0.00683986 0.00384155 0.00129964 0.00318907 0.0120971 0.00815308 0.0101428 0.00642955 0.00513684 0.00524663 0.0127059 0.00577316 0.0108566 0.067998 0.070248
0.071373 0.0145072 0.00647257 0.0111557 0.00714821 0.0032305 0.00546847 0.0208492 0.00758315 0.0163537 0.0112164 0.00617742 0.00836325 0.022404 0.00658062 0.0179837 0.070248 0.072498
0.073623 0.0227206 0.0107269 0.0154624 0.0114505 0.00575333 0.0078821 0.0324333 0.0134265 0.0226531 0.0187226 0.00840269 0.0128552 0.0323147 0.013516 0.0225267 0.072498 0.074748
0.075873 0.0332896 0.0153503 0.019797 0.018304 0.00972397 0.0113406 0.0462043 0.0193833 0.027913 0.027442 0.0138503 0.0166132 0.047322 0.0212735 0.0284699 0.074748 0.076998
0.078123 0.0459707 0.0233952 0.0256156 0.0266617 0.0140321 0.0152012 0.0626113 0.0247477 0.0352474 0.0383866 0.0196724 0.021171 0.06417 0.0269499 0.0357376 0.076998 0.079248
0.080373 0.0579979 0.0273247 0.0303636 0.0343705 0.0187345 0.0181616 0.0783601 0.0323303 0.0412812 0.0488731 0.0260484 0.0245264 0.0798942 0.0342236 0.0426752 0.079248 0.081498
0.082904 0.0686282 0.031604 0.0343126 0.0429032 0.0247972 0.0212522 0.0907981 0.0354455 0.0469156 0.0576324 0.0297862 0.0280969 0.0950145 0.0313134 0.0485512 0.081498 0.084311
0.085998 0.100427 0.0473721 0.0430544 0.0643145 0.0308621 0.0282775 0.131549 0.0520423 0.0588468 0.085561 0.044745 0.0360993 0.136101 0.0506661 0.0609665 0.084311 0.087685
0.089373 0.136251 0.0623215 0.0517029 0.089102 0.0392521 0.0331482 0.176884 0.0715233 0.0680009 0.117627 0.0599457 0.0427619 0.180942 0.0607801 0.073748 0.087685 0.091061
0.092748 0.184618 0.0778809 0.0576919 0.125087 0.0502144 0.0405266 0.235922 0.0919535 0.0793422 0.162603 0.0719173 0.0527245 0.237446 0.0810031 0.0751918 0.091061 0.094435
0.096123 0.236345 0.0903964 0.0709101 0.158815 0.0662814 0.0507243 0.303161 0.100628 0.0993733 0.207206 0.0926671 0.0620787 0.306269 0.0869022 0.103062 0.094435 0.097811
0.099498 0.295487 0.101419 0.0913255 0.196161 0.0738813 0.0583943 0.381087 0.111882 0.124214 0.259572 0.101324 0.0801188 0.381672 0.0957763 0.122539 0.097811 0.101186
0.102873 0.359882 0.114138 0.111219 0.239352 0.0887734 0.0667097 0.463755 0.115178 0.151042 0.316106 0.116312 0.0959342 0.464929 0.101156 0.147375 0.101186 0.104560
0.106248 0.427015 0.11454 0.11988 0.28164 0.0916829 0.0735509 0.552301 0.118662 0.162234 0.371232 0.115749 0.0967535 0.560877 0.101209 0.165093 0.104560 0.107936
0.109623 0.50168 0.119167 0.121487 0.324738 0.101173 0.0718155 0.65417 0.125374 0.175918 0.42832 0.126511 0.0979893 0.67772 0.0949271 0.198208 0.107936 0.111310
0.112998 0.556692 0.136054 0.119328 0.376373 0.103457 0.0784816 0.712092 0.151995 0.171646 0.489918 0.13855 0.0979645 0.716927 0.118014 0.176543 0.111310 0.114686
0.116373 0.629591 0.148012 0.12553 0.427651 0.108246 0.0848964 0.803624 0.169308 0.175502 0.554195 0.150519 0.102014 0.810517 0.133413 0.189115 0.114686 0.118060
0.119748 0.698606 0.150794 0.132467 0.47396 0.107266 0.0878035 0.892207 0.176117 0.185838 0.613715 0.149771 0.105928 0.902317 0.143981 0.200643 0.118060 0.121435
0.123123 0.782352 0.150814 0.138392 0.525525 0.110796 0.0903938 1.00369 0.174193 0.206205 0.687742 0.156636 0.111272 1.00939 0.127254 0.221206 0.121435 0.124811
0.126498 0.863782 0.154226 0.148841 0.578214 0.114362 0.0920212 1.10989 0.175396 0.220269 0.754354 0.160536 0.121921 1.12637 0.126156 0.24678 0.124811 0.128185
0.129873 0.947692 0.172851 0.153561 0.630758 0.115414 0.0974214 1.22083 0.190346 0.234914 0.828011 0.168251 0.127355 1.23489 0.140781 0.263058 0.128185 0.131561
0.133248 1.04632 0.161464 0.177808 0.680574 0.114825 0.10413 1.36152 0.18674 0.273593 0.913532 0.166488 0.144626 1.36496 0.128869 0.285921 0.131561 0.134935
0.137045 1.1191 0.169332 0.177734 0.726603 0.11474 0.104377 1.45735 0.182076 0.277527 0.971099 0.177882 0.148126 1.47425 0.133244 0.300788 0.134935 0.139154
