#Observed stellar mass range: 9.8 < log10(M*/Msun) < 10
#Quenched threshold: Obs. SFR / Obs. SM < 1e-11 / yr
#SFHs in units of observed Msun/yr.
#True SFHs rescaled by average systematic offset of 0.00382808 dex to be consistent with average observed stellar mass in bin.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit galaxies in bin: 64026
#Bestfit SF galaxies in bin: 46520
#Bestfit Q galaxies in bin: 17506
#Bestfit central galaxies in bin: 43075
#Bestfit satellite galaxies in bin: 20951
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000000 0.057873
0.059561 1.03408e-06 5.47972e-06 1.02558e-06 1.41884e-06 2.34625e-06 1.4147e-06 1.16041e-08 1.09494e-05 1.16041e-08 1.03999e-06 5.2053e-07 1.03999e-06 1.02192e-06 1.47047e-05 1.01288e-06 0.057873 0.061248
0.062373 1.72477e-05 2.77684e-05 1.68677e-05 1.70587e-05 8.8055e-06 1.6774e-05 1.77497e-05 6.81607e-05 1.77328e-05 2.38238e-06 4.08218e-06 2.30989e-06 4.78105e-05 6.69005e-05 4.72666e-05 0.061248 0.063498
0.064623 6.50082e-05 9.59591e-05 6.09353e-05 5.135e-05 4.2485e-05 4.83463e-05 0.000101303 0.000162688 9.74556e-05 2.95494e-05 5.04158e-06 2.82466e-05 0.000137911 0.000218994 0.000132986 0.063498 0.065748
0.066873 0.00012905 0.000132987 0.000112469 0.000116307 6.57461e-05 0.000105834 0.000162912 0.000289981 0.000137564 7.35239e-05 2.59746e-05 6.59711e-05 0.000243211 0.000312619 0.000214235 0.065748 0.067998
0.069123 0.000283606 0.000151062 0.000229553 0.000194173 0.000124879 0.000156887 0.000521264 0.000268886 0.000426069 0.000162106 7.48422e-05 0.000131111 0.00053341 0.000283216 0.000439931 0.067998 0.070248
0.071373 0.000584386 0.000337815 0.000412127 0.000432562 0.000270002 0.000311851 0.00098784 0.000581186 0.000693955 0.000387658 0.00018941 0.000288445 0.000988855 0.000555623 0.000712042 0.070248 0.072498
0.073623 0.00102063 0.000784255 0.000646483 0.000742648 0.00057544 0.000462913 0.00175931 0.00118128 0.00112171 0.000690753 0.000486821 0.000440769 0.00169884 0.00116034 0.00108263 0.072498 0.074748
0.075873 0.00168465 0.00144091 0.000964391 0.00119494 0.00102153 0.000707974 0.00298601 0.00234365 0.00168466 0.00120473 0.0008769 0.000752242 0.00267137 0.00233581 0.00150185 0.074748 0.076998
0.078123 0.0025802 0.00226045 0.00135198 0.00193431 0.0015212 0.001089 0.00429658 0.00371761 0.00209376 0.00181335 0.00139713 0.00104257 0.00415682 0.00355701 0.00213947 0.076998 0.079248
0.080373 0.00367711 0.0029094 0.00183042 0.00280607 0.00227381 0.00143135 0.00599178 0.00479979 0.00295272 0.0025423 0.00193682 0.00133863 0.00601027 0.00463656 0.00299791 0.079248 0.081498
0.082904 0.00516975 0.0038062 0.00237708 0.00417985 0.00301113 0.00198937 0.0078003 0.00626052 0.00359011 0.00373053 0.00243478 0.00185917 0.00812878 0.00581037 0.00379304 0.081498 0.084311
0.085998 0.00870826 0.00591085 0.00338817 0.00729628 0.00511266 0.00280843 0.0124604 0.00881974 0.00477982 0.00666179 0.00453295 0.00280174 0.0129158 0.00866714 0.00509462 0.084311 0.087685
0.089373 0.012946 0.00928977 0.00461565 0.01066 0.00821285 0.00383183 0.0190207 0.0114325 0.00676478 0.0102872 0.00693856 0.00387812 0.0184124 0.011609 0.00652868 0.087685 0.091061
0.092748 0.0172016 0.0117616 0.00601373 0.0145211 0.0106119 0.00487515 0.0243245 0.0158183 0.00838004 0.0140491 0.00947057 0.00518856 0.023683 0.0156723 0.00815803 0.091061 0.094435
0.096123 0.0238764 0.0148611 0.00760192 0.0203608 0.0130633 0.00641738 0.0332189 0.0194177 0.0110828 0.019572 0.0115994 0.00671604 0.0327262 0.0203374 0.00996071 0.094435 0.097811
0.099498 0.0311857 0.0173021 0.00937975 0.0263699 0.0155288 0.00736722 0.0439832 0.0223453 0.0142803 0.0257701 0.0146919 0.00818545 0.0423201 0.0220025 0.0124502 0.097811 0.101186
0.102873 0.0383882 0.0208871 0.0107314 0.0329738 0.0191694 0.00865784 0.0527765 0.0256968 0.0153783 0.0320979 0.0180245 0.00950934 0.0513211 0.0256387 0.0146603 0.101186 0.104560
0.106248 0.0464391 0.0252062 0.0122121 0.0400542 0.0224113 0.00954771 0.0634063 0.0298379 0.0170089 0.0390423 0.0222238 0.010623 0.0616469 0.0294688 0.0162894 0.104560 0.107936
0.109623 0.0549525 0.0261856 0.0125555 0.0477137 0.0241427 0.0104565 0.0741887 0.031796 0.0179035 0.0463333 0.0229638 0.0113068 0.0726734 0.031938 0.0169358 0.107936 0.111310
0.112998 0.0631183 0.0286774 0.012904 0.0548049 0.0269205 0.0111176 0.0852099 0.034408 0.0189057 0.0535717 0.0248748 0.0115677 0.0827459 0.0338076 0.0158574 0.111310 0.114686
0.116373 0.0717052 0.0316277 0.0135378 0.0623968 0.0297222 0.0113455 0.0964413 0.0369234 0.0205142 0.0612556 0.0278501 0.0130735 0.0931896 0.0354296 0.0169329 0.114686 0.118060
0.119748 0.079338 0.0339739 0.013788 0.0691699 0.031373 0.0118592 0.106358 0.0401707 0.0212237 0.0674883 0.0293331 0.0134205 0.103701 0.0384262 0.0183802 0.118060 0.121435
0.123123 0.0865262 0.0365715 0.0137471 0.0755685 0.0337205 0.0120355 0.115645 0.0439448 0.0205678 0.0736638 0.0316271 0.013475 0.112971 0.0407857 0.0185656 0.121435 0.124811
0.126498 0.0949943 0.0378707 0.0138376 0.0828271 0.0354371 0.0121609 0.127327 0.0442713 0.0199205 0.0809033 0.0320201 0.0130186 0.123965 0.0429566 0.0189234 0.124811 0.128185
0.129873 0.103852 0.0381164 0.0137047 0.0902881 0.0365633 0.0116579 0.139895 0.0435332 0.0230154 0.0889308 0.0313678 0.0128288 0.134529 0.0446041 0.0194487 0.128185 0.131561
0.133248 0.112023 0.0403345 0.0137487 0.0977406 0.0377772 0.0114837 0.149976 0.0469721 0.0217576 0.095661 0.0332155 0.0128625 0.145663 0.0457719 0.0184688 0.131561 0.134935
0.137045 0.120006 0.0410355 0.0139075 0.104857 0.0383833 0.0119432 0.160264 0.0506092 0.0184698 0.10286 0.0346875 0.0142297 0.155258 0.0464112 0.0162985 0.134935 0.139154
0.141685 0.132342 0.041663 0.013595 0.115452 0.0388068 0.0130292 0.177226 0.0549486 0.0181534 0.112715 0.0355212 0.0145215 0.172696 0.04914 0.0169077 0.139154 0.144217
0.146748 0.141983 0.0425253 0.0139347 0.124324 0.03836 0.0130632 0.188909 0.0574703 0.0185 0.122004 0.0345181 0.0149753 0.18306 0.0505194 0.0159999 0.144217 0.149279
0.151810 0.151892 0.0419782 0.0156968 0.133236 0.038666 0.0147687 0.201468 0.0583069 0.0209148 0.130559 0.0360896 0.0170068 0.195751 0.050046 0.0170499 0.149279 0.154342
0.156873 0.161414 0.0439533 0.016753 0.140755 0.0401576 0.0146534 0.216313 0.0602941 0.0219395 0.138383 0.0372342 0.0178056 0.208765 0.0498774 0.0202766 0.154342 0.159404
0.161935 0.170062 0.0438593 0.017944 0.147923 0.0387576 0.015258 0.228893 0.0599017 0.0243731 0.145526 0.0392918 0.0184797 0.220507 0.0512393 0.0226382 0.159404 0.164467
0.166998 0.178649 0.0452641 0.0200309 0.155807 0.0389636 0.0165697 0.239349 0.057945 0.0285106 0.151857 0.0392745 0.0197196 0.233732 0.0506165 0.0279217 0.164467 0.169529
0.172060 0.183637 0.0465167 0.0206668 0.159335 0.0388846 0.0175035 0.248216 0.0588476 0.0277221 0.155913 0.037083 0.0216626 0.240638 0.052761 0.0262012 0.169529 0.174591
0.177123 0.188969 0.0446881 0.0230318 0.163063 0.0381024 0.0196188 0.257812 0.0599662 0.0313954 0.159872 0.0361222 0.0224076 0.248794 0.0539981 0.0289313 0.174591 0.179654
0.182185 0.195556 0.0451928 0.0242378 0.168025 0.0376035 0.0216419 0.268715 0.0606848 0.0333666 0.164345 0.0357954 0.0240458 0.259723 0.0553762 0.0316792 0.179654 0.184716
0.187248 0.199807 0.0456831 0.0260783 0.170809 0.037417 0.0226444 0.276865 0.060907 0.0356857 0.167181 0.0364656 0.0252918 0.266885 0.0547976 0.0353131 0.184716 0.189779
0.192310 0.204131 0.0445006 0.027268 0.174373 0.036563 0.0247604 0.283209 0.0618033 0.0368164 0.171202 0.0355903 0.0277786 0.271833 0.0552372 0.0352489 0.189779 0.194842
0.197373 0.209513 0.0443751 0.0270028 0.179167 0.0373028 0.0263061 0.290155 0.0618391 0.0378079 0.175164 0.0345301 0.0285225 0.280136 0.0532799 0.0385123 0.194842 0.199904
0.202435 0.2148 0.0431067 0.0277709 0.183164 0.0357727 0.0274557 0.298869 0.0610198 0.0410432 0.178772 0.0324932 0.0286028 0.288872 0.0522468 0.0387456 0.199904 0.204967
0.207498 0.219684 0.0398393 0.0300038 0.188186 0.0345784 0.0273563 0.303388 0.0611705 0.0419543 0.182768 0.0297326 0.0314423 0.295584 0.0522335 0.0424699 0.204967 0.210029
0.212560 0.225887 0.0382364 0.0294361 0.191952 0.03188 0.0287903 0.316064 0.0601631 0.0463763 0.187248 0.0283356 0.0341852 0.305327 0.0498987 0.0452048 0.210029 0.215091
0.217623 0.230996 0.0374016 0.0339901 0.196866 0.0296134 0.0289447 0.321693 0.0555144 0.0511845 0.191561 0.0256619 0.0349625 0.312074 0.0463469 0.0465278 0.215091 0.220154
0.222685 0.236909 0.0338053 0.0366959 0.200738 0.0284649 0.0293894 0.333029 0.0548541 0.0547365 0.195908 0.0244253 0.0369099 0.321207 0.048897 0.0499916 0.220154 0.225217
0.227748 0.24515 0.0329241 0.0384138 0.20634 0.0281346 0.0311236 0.348286 0.0547754 0.0575872 0.201914 0.0246264 0.0391918 0.334043 0.046691 0.0529318 0.225217 0.230279
0.232810 0.252115 0.0345778 0.0420067 0.211237 0.0279322 0.0335032 0.360743 0.051182 0.0638248 0.206825 0.0243404 0.0407955 0.34523 0.0473501 0.0571625 0.230279 0.235342
0.237873 0.259071 0.0368479 0.0444854 0.216644 0.0298117 0.0359429 0.371814 0.0529502 0.0670113 0.212075 0.0245461 0.0417189 0.355693 0.0457441 0.0612164 0.235342 0.240404
0.242935 0.268991 0.0356481 0.0480501 0.224608 0.0305474 0.0372447 0.386935 0.0520282 0.0726207 0.219364 0.024178 0.0433486 0.371025 0.0428846 0.067973 0.240404 0.245467
0.247998 0.276444 0.0364541 0.0510473 0.231258 0.0318799 0.0390747 0.396519 0.0542788 0.0741692 0.226191 0.0242604 0.0452491 0.379763 0.0448463 0.0712711 0.245467 0.250529
0.253060 0.285187 0.0358536 0.0529594 0.237536 0.0308577 0.0417153 0.411813 0.0589155 0.0776196 0.231765 0.0254393 0.0487801 0.395022 0.0466711 0.0760213 0.250529 0.255592
0.258123 0.292429 0.0383766 0.0550952 0.245196 0.0325863 0.0454642 0.417946 0.0694919 0.0756722 0.238807 0.0257713 0.0508729 0.402674 0.0504512 0.0756799 0.255592 0.260654
0.263185 0.300813 0.0390443 0.0561447 0.251045 0.0334091 0.0482307 0.433065 0.0699797 0.0817137 0.245658 0.0261919 0.0539554 0.414211 0.0528033 0.0788658 0.260654 0.265716
0.268248 0.310005 0.0416886 0.0572385 0.260517 0.0335682 0.0493019 0.441513 0.0777256 0.0829397 0.25421 0.0280819 0.0563592 0.424719 0.0605465 0.0783044 0.265716 0.270779
0.273310 0.319749 0.0430558 0.058708 0.267211 0.0355076 0.050161 0.459363 0.081459 0.083108 0.261605 0.0279626 0.0591621 0.439294 0.0654578 0.0804063 0.270779 0.275842
0.278373 0.331709 0.0449908 0.06097 0.275364 0.0377588 0.0511336 0.481439 0.084729 0.0893046 0.270272 0.0288392 0.0611174 0.458024 0.0692811 0.0862234 0.275842 0.280904
0.283435 0.343197 0.0476335 0.0639844 0.285279 0.0388928 0.0534784 0.497108 0.0901603 0.0905664 0.279715 0.0297656 0.0633062 0.473716 0.0728729 0.0870216 0.280904 0.285967
0.288498 0.355053 0.052282 0.0667335 0.297307 0.0383214 0.057689 0.508507 0.0925554 0.090453 0.290656 0.0313014 0.065356 0.487453 0.0763136 0.0902973 0.285967 0.291029
0.293560 0.364894 0.0551165 0.0677678 0.306359 0.0374271 0.05951 0.520443 0.100077 0.0939299 0.300568 0.032344 0.0668889 0.497147 0.0780165 0.088577 0.291029 0.296091
0.298623 0.380449 0.0584285 0.0709745 0.318601 0.0382566 0.0621181 0.544803 0.105321 0.097112 0.314045 0.0345117 0.0687329 0.516975 0.0802158 0.0931105 0.296091 0.301154
0.303685 0.392703 0.0627827 0.0733574 0.329138 0.0412543 0.0627672 0.561618 0.109854 0.0988095 0.323361 0.03719 0.0690979 0.535269 0.0852243 0.0975961 0.301154 0.306217
0.308748 0.405733 0.0646966 0.0769278 0.341486 0.0434217 0.0665624 0.57646 0.112204 0.101539 0.335842 0.0384757 0.0733285 0.549426 0.0905234 0.102858 0.306217 0.311279
0.313810 0.418356 0.0708243 0.078706 0.352716 0.0470084 0.069591 0.592787 0.120997 0.102435 0.348361 0.0396973 0.0753688 0.562266 0.0942003 0.099158 0.311279 0.316341
0.318873 0.433197 0.0732761 0.0815978 0.365281 0.0503466 0.0706354 0.613675 0.122267 0.105618 0.36223 0.0416404 0.0781808 0.579104 0.0953238 0.102955 0.316341 0.321404
0.323935 0.44784 0.0764703 0.0830528 0.378582 0.0524061 0.0731314 0.631884 0.131647 0.109147 0.376564 0.0435629 0.0815555 0.594383 0.102821 0.100242 0.321404 0.326466
0.328997 0.465053 0.0785079 0.0853206 0.393676 0.0552382 0.0755269 0.654731 0.135026 0.114801 0.392479 0.0442353 0.0847208 0.614265 0.107107 0.102715 0.326466 0.331528
0.334060 0.482975 0.0802242 0.0889034 0.410037 0.0580651 0.0776841 0.676798 0.140661 0.119441 0.407324 0.0459792 0.0872892 0.638511 0.11177 0.104931 0.331528 0.336591
0.339122 0.505472 0.0786639 0.0915008 0.426951 0.0608018 0.0808943 0.714132 0.137046 0.128926 0.424759 0.0478237 0.0907021 0.671417 0.110863 0.116992 0.336591 0.341653
0.344185 0.521924 0.0831101 0.0921469 0.442297 0.0637087 0.0808484 0.733523 0.140778 0.129911 0.438012 0.0506534 0.0931833 0.694446 0.118436 0.11683 0.341653 0.346716
0.349247 0.539071 0.0840394 0.0947303 0.45757 0.0701766 0.0806813 0.755652 0.145971 0.13881 0.454237 0.051999 0.095754 0.71349 0.124587 0.117359 0.346716 0.351779
0.354310 0.559813 0.0891812 0.0985478 0.474012 0.0725612 0.0813394 0.787819 0.156106 0.141671 0.472528 0.0555304 0.0983097 0.73927 0.130742 0.121491 0.351779 0.356841
0.359372 0.580923 0.0944045 0.103889 0.492519 0.0766711 0.0832121 0.815847 0.159665 0.143826 0.494453 0.0622737 0.102076 0.758705 0.132028 0.124862 0.356841 0.361903
0.364435 0.60319 0.0999397 0.105574 0.511418 0.0832963 0.0827079 0.847065 0.1636 0.146682 0.514316 0.0668797 0.102904 0.785916 0.138923 0.125472 0.361903 0.366966
0.369497 0.630973 0.102111 0.107801 0.533991 0.0854599 0.0858442 0.888689 0.168184 0.155083 0.537476 0.067859 0.106987 0.823202 0.143033 0.133889 0.366966 0.372028
0.374560 0.657698 0.106457 0.111351 0.557651 0.0897996 0.0871078 0.923559 0.170614 0.160657 0.56199 0.0700512 0.111745 0.854473 0.152011 0.139696 0.372028 0.377091
0.379622 0.682679 0.110689 0.115752 0.57837 0.089506 0.0911232 0.959866 0.181412 0.169833 0.58677 0.0768173 0.115293 0.879867 0.152937 0.142326 0.377091 0.382154
0.384685 0.712042 0.109577 0.123915 0.604276 0.0903677 0.0968643 0.998418 0.184189 0.178994 0.612932 0.0790519 0.120633 0.915811 0.150479 0.152207 0.382154 0.387216
0.389747 0.743148 0.11342 0.12993 0.630114 0.0938815 0.101894 1.04352 0.186614 0.187422 0.639053 0.0792532 0.124401 0.957166 0.148441 0.157167 0.387216 0.392278
0.394810 0.769867 0.121346 0.132121 0.652754 0.101385 0.104729 1.08108 0.184247 0.20036 0.665292 0.084296 0.128697 0.984874 0.15308 0.162595 0.392278 0.397341
0.399872 0.7984 0.124397 0.136749 0.67779 0.107665 0.108541 1.11891 0.191337 0.207696 0.689324 0.0914477 0.131109 1.02266 0.159431 0.170211 0.397341 0.402404
0.404935 0.831895 0.126545 0.144028 0.704459 0.112284 0.112767 1.17054 0.185577 0.224337 0.714234 0.0929401 0.135991 1.07381 0.152448 0.190525 0.402404 0.407466
0.409997 0.864092 0.127513 0.142937 0.732471 0.117933 0.115698 1.21386 0.197512 0.236791 0.744101 0.0955591 0.142258 1.11079 0.166991 0.192637 0.407466 0.412529
0.415060 0.899353 0.133143 0.147044 0.766054 0.118786 0.118879 1.25358 0.208678 0.241793 0.77516 0.0995585 0.148486 1.15469 0.168985 0.199328 0.412529 0.417591
0.420122 0.93152 0.142584 0.150769 0.794986 0.121792 0.121847 1.29434 0.209124 0.249618 0.808093 0.10475 0.154313 1.18529 0.179065 0.203317 0.417591 0.422653
0.425185 0.969999 0.14077 0.161433 0.831158 0.124115 0.132972 1.33895 0.21193 0.262625 0.841723 0.110713 0.157132 1.23373 0.16841 0.222781 0.422653 0.427716
0.430247 1.01011 0.144476 0.172559 0.867745 0.128748 0.138058 1.38843 0.207534 0.278673 0.880332 0.112156 0.161419 1.27693 0.181134 0.230555 0.427716 0.432779
0.435310 1.05138 0.14871 0.183735 0.905896 0.13581 0.141614 1.43797 0.213304 0.29592 0.922633 0.114667 0.168465 1.31607 0.187146 0.240633 0.432779 0.437841
0.440372 1.08813 0.154239 0.193274 0.942213 0.135233 0.152315 1.47589 0.221907 0.305712 0.959976 0.115333 0.176274 1.35162 0.188374 0.254056 0.437841 0.442903
0.445435 1.12904 0.156052 0.199755 0.979422 0.140458 0.157095 1.52663 0.233976 0.330267 0.999306 0.126543 0.182269 1.39577 0.188694 0.268731 0.442903 0.447966
0.450497 1.17134 0.159278 0.208828 1.01769 0.145397 0.165418 1.57963 0.228673 0.347447 1.03606 0.127206 0.194519 1.44946 0.189453 0.281401 0.447966 0.453029
0.455560 1.21598 0.164942 0.218883 1.05705 0.148947 0.174892 1.63834 0.236415 0.360151 1.08297 0.13362 0.205347 1.48946 0.199752 0.283852 0.453029 0.458091
0.460622 1.25826 0.167379 0.230391 1.09653 0.157134 0.184217 1.68804 0.247217 0.369446 1.12358 0.138406 0.212401 1.53517 0.197493 0.289873 0.458091 0.463154
0.465685 1.30067 0.16731 0.241422 1.13498 0.162144 0.192158 1.74095 0.239556 0.380239 1.16499 0.137318 0.223917 1.57963 0.192187 0.304875 0.463154 0.468216
0.470747 1.34577 0.169661 0.249298 1.17585 0.159703 0.208687 1.79729 0.237697 0.394591 1.20891 0.137076 0.234279 1.62713 0.198609 0.316062 0.468216 0.473278
0.475810 1.391 0.171114 0.26391 1.21729 0.160486 0.219274 1.8526 0.232455 0.418627 1.25229 0.141504 0.246745 1.67619 0.195106 0.339887 0.473278 0.478341
0.480872 1.4358 0.176551 0.280521 1.25842 0.157317 0.224434 1.90716 0.215915 0.436257 1.29777 0.146069 0.264983 1.71958 0.189249 0.354124 0.478341 0.483404
