#Observed stellar mass range: 11.8 < log10(M*/Msun) < 12
#Quenched threshold: Obs. SFR / Obs. SM < 1e-11 / yr
#SFHs in units of observed Msun/yr.
#True SFHs rescaled by average systematic offset of 0.0018279 dex to be consistent with average observed stellar mass in bin.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit galaxies in bin: 127
#Bestfit SF galaxies in bin: 4
#Bestfit Q galaxies in bin: 123
#Bestfit central galaxies in bin: 122
#Bestfit satellite galaxies in bin: 5
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 5.86173e-08 0.0241842 5.85926e-08 1.84598e-06 0.179291 1.84598e-06 4.91766e-10 0.0185808 4.73572e-10 6.10196e-08 0.0251003 6.09943e-08 0 8.92221e-05 0 0.000000 0.057873
0.059561 0.0129454 0.28122 0.0128186 0.0821888 0.510222 0.0821888 0.0106936 0.288494 0.0105664 0.0119255 0.28562 0.0117959 0.0378302 0.110541 0.0378302 0.057873 0.061248
0.062373 0.0721664 0.619257 0.0692405 0.312976 1.35976 0.311509 0.0643352 0.583393 0.0615571 0.0721204 0.61909 0.0692022 0.0732897 0.549256 0.0732897 0.061248 0.063498
0.064623 0.219747 0.736748 0.200973 0.572275 1.07122 0.562086 0.208282 0.735324 0.190306 0.214201 0.745694 0.195427 0.355065 0.561959 0.355026 0.063498 0.065748
0.066873 0.525726 1.54188 0.44886 2.15274 0.465228 2.10448 0.472815 1.5858 0.400513 0.521609 1.55279 0.446814 0.626181 1.17233 0.619794 0.065748 0.067998
0.069123 1.12695 0.837481 0.964573 4.49168 -1.09898 4.34552 1.01753 0.868372 0.849513 1.11627 0.843739 0.954678 1.38751 0.999246 1.34113 0.067998 0.070248
0.071373 1.88398 0.837633 1.52003 5.90543 -2.01623 5.60411 1.7532 0.997419 1.38381 1.89666 0.825561 1.52574 1.5745 1.13808 1.41361 0.070248 0.072498
0.073623 2.71789 1.54253 1.94524 8.25493 -2.61987 7.69206 2.53782 1.73451 1.77751 2.72181 1.56228 1.94791 2.62234 0.753421 2.33163 0.072498 0.074748
0.075873 3.74726 2.1462 2.37732 9.64359 -2.83479 8.69125 3.55551 2.28973 2.18287 3.77086 2.13118 2.39482 3.17132 0.982166 2.77656 0.074748 0.076998
0.078123 4.80796 2.06581 2.71317 10.6103 -2.0515 9.01067 4.61927 2.4052 2.5386 4.7842 2.07117 2.67371 5.3878 0.956805 4.62829 0.076998 0.079248
0.080373 5.95229 2.74827 2.98548 14.175 -2.30297 12.0202 5.68489 3.19577 2.73421 5.86511 2.82669 2.89071 8.07954 1.26396 7.09122 0.079248 0.081498
0.082904 6.83546 2.6887 3.29064 13.8973 -1.62742 11.1556 6.60581 2.82741 3.08285 6.58084 2.73573 3.09053 13.0482 1.37717 11.7543 0.081498 0.084311
0.085998 9.57502 3.66685 3.97043 16.5504 -1.25625 12.5401 9.34818 3.67974 3.66573 9.44944 3.49017 3.85723 12.6394 5.7863 10.0802 0.084311 0.087685
