#Observed stellar mass range: 12 < log10(M*/Msun) < 12.2
#Quenched threshold: Obs. SFR / Obs. SM < 1e-11 / yr
#SFHs in units of observed Msun/yr.
#True SFHs rescaled by average systematic offset of 4.99707e-05 dex to be consistent with average observed stellar mass in bin.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit galaxies in bin: 10
#Bestfit SF galaxies in bin: 1
#Bestfit Q galaxies in bin: 9
#Bestfit central galaxies in bin: 10
#Bestfit satellite galaxies in bin: 0
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0 0.0105785 0 0 0 0 0 0.0114601 0 0 0.0105785 0 0 0 0 0.000000 0.057873
0.059561 0.0425244 0.406756 0.0424863 2.5205e-05 0.761263 2.5205e-05 0.0472466 0.33009 0.0472228 0.0425244 0.406756 0.0424863 0 0 0 0.057873 0.061248
0.062373 0.102401 0.957731 0.0986502 0.0886246 0.549855 0.0886246 0.103932 0.909624 0.10083 0.102401 0.957731 0.0986502 0 0 0 0.061248 0.063498
0.064623 0.393268 1.06474 0.36368 0.558383 0.52117 0.55838 0.374922 1.03269 0.352888 0.393268 1.06474 0.36368 0 0 0 0.063498 0.065748
0.066873 0.994463 1.51521 0.872343 2.35169 1.61748 2.35166 0.84366 1.26657 0.751873 0.994463 1.51521 0.872343 0 0 0 0.065748 0.067998
0.069123 1.8612 1.6083 1.57746 3.03958 2.33931 3.02992 1.73027 1.25054 1.4816 1.8612 1.6083 1.57746 0 0 0 0.067998 0.070248
0.071373 3.33888 2.08949 2.62753 8.20193 2.83767 8.04045 2.79854 2.28892 2.15466 3.33888 2.08949 2.62753 0 0 0 0.070248 0.072498
0.073623 4.43922 2.87445 3.10437 7.5912 3.29704 6.93223 4.089 2.98518 2.89537 4.43922 2.87445 3.10437 0 0 0 0.072498 0.074748
0.075873 5.4778 8.11849 2.89535 10.7955 3.36105 9.58115 4.88694 8.55931 2.43096 5.4778 8.11849 2.89535 0 0 0 0.074748 0.076998
0.078123 8.85416 4.50661 5.08002 16.6891 3.68196 14.6459 7.98362 4.46878 4.47137 8.85416 4.50661 5.08002 0 0 0 0.076998 0.079248
0.080373 11.0161 4.28865 5.57035 15.1352 7.56398 12.1763 10.5584 4.26046 5.46244 11.0161 4.28865 5.57035 0 0 0 0.079248 0.081498
0.082904 13.1682 4.79482 6.15421 15.9089 9.93588 11.6697 12.8637 5.28163 6.43441 13.1682 4.79482 6.15421 0 0 0 0.081498 0.084311
0.085998 17.9978 5.89583 8.0891 18.0467 12.805 11.7949 17.9924 3.94088 8.59316 17.9978 5.89583 8.06778 0 0 0 0.084311 0.087685
0.089373 22.8034 5.72578 9.1891 12.2414 28.3701 6.60148 23.9769 3.40526 11.5322 22.8034 5.72578 9.14689 0 0 0 0.087685 0.091061
0.092748 27.7657 5.97596 10.6409 13.392 33.5906 5.97069 29.3628 3.24019 13.5697 27.7657 5.97596 10.6409 0 0 0 0.091061 0.094435
0.096123 39.0923 6.01614 15.3893 22.5578 35.8439 10.0586 40.9294 3.93169 18.0178 39.0923 6.01614 15.3893 0 0 0 0.094435 0.097811
0.099498 51.0897 5.42401 19.3283 21.5972 49.766 9.39058 54.3666 2.93177 24.1485 51.0897 5.92961 19.3283 0 0 0 0.097811 0.101186
0.102873 56.9439 11.3972 18.1484 28.9804 52.3582 12.0016 60.051 7.95742 22.9193 56.9439 11.3972 17.7272 0 0 0 0.101186 0.104560
0.106248 68.0369 12.4396 20.3902 40.4298 46.7693 14.8115 71.1043 9.60416 25.4128 68.0369 13.1609 20.3902 0 0 0 0.104560 0.107936
0.109623 75.6271 17.2915 20.5412 62.0451 38.7972 25.378 77.1362 16.6959 23.8254 75.6271 18.1966 20.5412 0 0 0 0.107936 0.111310
0.112998 89.6523 14.2804 23.4227 105.524 52.2818 40.9435 87.8888 11.9887 26.0253 89.6523 14.2804 23.4227 0 0 0 0.111310 0.114686
0.116373 102.5 16.2326 26.3805 100.045 69.8988 36.9511 102.773 14.682 30.2905 102.5 16.2326 26.3805 0 0 0 0.114686 0.118060
0.119748 100.745 26.6641 16.0204 83.8128 113.039 25.0501 102.626 23.3815 23.196 100.745 26.6641 16.0204 0 0 0 0.118060 0.121435
0.123123 111.948 23.4558 20.8738 93.7402 91.6786 26.4981 113.971 19.5854 26.502 111.948 23.4558 20.8738 0 0 0 0.121435 0.124811
0.126498 122.716 31.8842 15.7519 84.1435 125.419 19.4314 127.002 27.7174 23.2147 122.716 31.8842 15.6699 0 0 0 0.124811 0.128185
0.129873 138.453 34.7361 16.802 110.466 97.6768 33.0466 141.563 32.1193 24.3596 138.453 34.7361 16.6488 0 0 0 0.128185 0.131561
0.133248 154.222 46.7385 17.3934 112.47 107.25 27.767 158.861 44.5359 24.3589 154.222 46.7385 16.879 0 0 0 0.131561 0.134935
0.137045 169.73 44.7362 20.5032 132.797 115.402 39.5212 173.834 41.8498 27.5504 169.73 44.7362 20.4089 0 0 0 0.134935 0.139154
0.141685 196.985 48.3498 24.8512 196.407 131.721 60.3366 197.049 46.4417 33.0571 196.985 48.3498 24.4879 0 0 0 0.139154 0.144217
0.146748 221.503 30.4302 43.2135 188.884 191.623 53.586 225.128 23.799 55.1254 221.503 30.4302 41.9386 0 0 0 0.144217 0.149279
0.151810 298.785 2.3804 85.1546 199.304 293.973 62.1772 309.839 -3.94039 108.047 298.785 2.3804 84.344 0 0 0 0.149279 0.154342
0.156873 347.264 -1.07245 99.6471 193.93 347.654 62.964 364.301 -12.713 130.63 347.264 0 99.4342 0 0 0 0.154342 0.159404
0.161935 351.385 65.4084 58.2482 317.458 224.41 123.43 355.154 63.2028 75.7699 351.385 65.4084 58.0306 0 0 0 0.159404 0.164467
0.166998 398.742 107.866 70.7209 294.045 325.356 120.972 410.375 110.77 95.9214 398.742 107.866 69.2408 0 0 0 0.164467 0.169529
0.172060 451.125 98.9984 87.8006 308.268 342.958 117.366 466.998 94.787 114.212 451.125 98.9984 86.7864 0 0 0 0.169529 0.174591
0.177123 538.617 51.7528 133.915 285.703 610.232 95.215 566.718 39.454 168.759 538.617 51.7528 133.531 0 0 0 0.174591 0.179654
0.182185 623.781 63.5632 157.837 335.248 891.394 98.7251 655.84 28.9075 215.081 623.781 63.5632 157.837 0 0 0 0.179654 0.184716
0.187248 667.012 138.409 162.973 264.115 1566.4 68.7843 711.778 77.0651 246.881 667.012 138.409 162.72 0 0 0 0.184716 0.189779
0.192310 772.382 144.957 195.975 534.752 1521.72 212.023 798.786 83.267 262.525 772.382 144.957 195.768 0 0 0 0.189779 0.194842
0.197373 805.241 138.45 194.822 486.014 1904.44 183.647 840.71 82.9922 299.422 805.241 138.45 193.39 0 0 0 0.194842 0.199904
0.202435 758.919 73.2429 215.824 461.434 1075.51 170.637 791.973 38.2658 278.692 758.919 73.2429 215.811 0 0 0 0.199904 0.204967
0.207498 775.251 127.611 189.097 493.477 1023.66 241.3 806.56 83.8556 259.578 775.251 127.611 188.14 0 0 0 0.204967 0.210029
0.212560 589.375 204.418 80.9119 274.269 752.219 80.6234 624.387 173.621 128.578 589.375 204.418 78.4878 0 0 0 0.210029 0.215091
0.217623 624.547 226.745 68.8755 242.037 934.325 49.0048 667.049 192.675 146.103 624.547 226.745 68.0759 0 0 0 0.215091 0.220154
0.222685 669.41 241.583 78.591 269.63 828.466 58.6765 713.83 230.453 133.7 669.41 241.583 78.591 0 0 0 0.220154 0.225217
0.227748 637.071 313.031 45.3027 316.75 954.394 83.0607 672.662 302.007 102.346 637.071 313.031 42.3135 0 0 0 0.225217 0.230279
0.232810 627.793 302.552 43.0753 449.346 646.185 127.119 647.621 313.857 80.9195 627.793 302.552 37.6118 0 0 0 0.230279 0.235342
0.237873 604.31 292.927 45.7606 424.082 694.687 101.004 624.335 290.279 84.9376 604.31 292.927 44.8955 0 0 0 0.235342 0.240404
0.242935 523.084 292.965 13.2702 334.066 660.838 56.3761 544.086 292.437 51.6135 523.084 292.965 11.0107 0 0 0 0.240404 0.245467
0.247998 555.019 246.879 29.9645 361.808 474.799 58.0669 576.487 249.394 63.1676 555.019 246.879 29.5636 0 0 0 0.245467 0.250529
0.253060 538.308 234.837 26.3198 303.514 419.052 48.8252 564.396 241.221 59.7402 538.308 234.837 23.8699 0 0 0 0.250529 0.255592
0.258123 509.416 200.495 35.1931 327.552 335.454 65.4477 529.623 216.228 55.9685 509.416 200.495 34.7778 0 0 0 0.255592 0.260654
0.263185 511.289 169.495 35.8683 199.034 393.922 39.9571 545.985 162.277 69.7784 511.289 169.495 35.8683 0 0 0 0.260654 0.265716
0.268248 534.378 142.606 63.1224 215.148 324.271 42.2596 569.848 137.302 89.6457 534.378 142.606 63.1224 0 0 0 0.265716 0.270779
0.273310 468.93 114.185 58.8811 182.119 246.555 36.9542 500.798 124.172 82.1781 468.93 114.185 58.8811 0 0 0 0.270779 0.275842
0.278373 490.287 77.0453 83.5713 182.85 280.277 23.6275 524.447 67.9797 113.896 490.287 77.0453 83.5713 0 0 0 0.275842 0.280904
0.283435 530.281 17.918 150.375 281.829 254.769 66.3403 557.886 7.2255 175.229 530.281 18.5251 150.375 0 0 0 0.280904 0.285967
0.288498 533.285 17.4951 146.738 381.789 272.203 171.565 550.118 7.12252 166.151 533.285 19.7538 146.738 0 0 0 0.285967 0.291029
0.293560 420.052 83.1567 69.2157 358.524 240.097 163.334 426.889 78.7532 80.7323 420.052 83.1567 69.2157 0 0 0 0.291029 0.296091
0.298623 412.4 59.0737 87.055 384.843 184.467 171.227 415.462 58.0746 94.937 412.4 59.0737 84.1427 0 0 0 0.296091 0.301154
0.303685 460.645 34.4051 112.395 463.622 207.18 198.204 460.314 30.2297 122.699 460.645 34.4051 112.395 0 0 0 0.301154 0.306217
0.308748 419.323 36.1395 102.869 366.958 197.309 131.752 425.142 31.0427 121.607 419.323 36.1397 102.869 0 0 0 0.306217 0.311279
0.313810 394.565 46.6977 92.56 360.639 219.881 134.942 398.335 42.156 110.462 394.565 46.6977 92.56 0 0 0 0.311279 0.316341
0.318873 395.091 43.7127 92.8256 462.484 207.87 184.918 387.603 46.0927 103.839 395.091 43.7127 92.8256 0 0 0 0.316341 0.321404
0.323935 325.209 107.696 44.0836 416.883 243.656 140.787 315.023 99.9295 52.8569 325.209 107.696 44.0836 0 0 0 0.321404 0.326466
0.328997 347.348 78.7887 71.4526 546.763 243.049 240.341 325.19 80.344 70.4935 347.348 78.7887 71.2976 0 0 0 0.326466 0.331528
0.334060 352.182 50.4395 83.2117 616.333 202.596 386.762 322.832 69.124 77.7676 352.182 50.4395 83.2117 0 0 0 0.331528 0.336591
0.339122 326.621 33.75 79.9542 535.408 155.798 324.285 303.423 41.8683 75.7733 326.621 33.75 78.661 0 0 0 0.336591 0.341653
0.344185 331.821 12.6695 100.382 444.971 149.884 204.11 319.249 19.3514 102.135 331.821 12.6695 100.382 0 0 0 0.341653 0.346716
0.349247 291.834 7.57613 90.9031 343.974 179.087 137.892 286.041 6.37213 103.206 291.834 7.57613 90.5278 0 0 0 0.346716 0.351779
0.354310 276.679 3.67489 88.3897 272.14 163.517 109.128 277.183 1.94895 102.215 276.679 3.67489 88.1215 0 0 0 0.351779 0.356841
0.359372 252.206 12.6149 73.6297 266.912 155.611 136.718 250.572 9.67569 89.719 252.206 12.8232 73.0478 0 0 0 0.356841 0.361903
0.364435 276.808 -1.23955 96.2447 295.487 76.0855 181.824 274.732 -1.19579 105.926 276.808 -1.22267 94.2313 0 0 0 0.361903 0.366966
0.369497 240.808 0 82.9479 289.979 53.7029 184.372 235.344 4.38414 89.2119 240.808 0 82.9479 0 0 0 0.366966 0.372028
0.374560 191.842 16.2261 53.5632 276.8 89.0394 180.923 182.403 16.4176 58.3056 191.842 16.2261 53.5632 0 0 0 0.372028 0.377091
