#Observed stellar mass range: 9.4 < log10(M*/Msun) < 9.6
#Quenched threshold: Obs. SFR / Obs. SM < 1e-11 / yr
#SFHs in units of observed Msun/yr.
#True SFHs rescaled by average systematic offset of 0.00316137 dex to be consistent with average observed stellar mass in bin.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit galaxies in bin: 86692
#Bestfit SF galaxies in bin: 70051
#Bestfit Q galaxies in bin: 16641
#Bestfit central galaxies in bin: 58072
#Bestfit satellite galaxies in bin: 28620
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000000 0.057873
0.059561 2.01536e-06 2.46611e-06 2.01536e-06 2.49412e-06 1.3311e-06 2.49412e-06 0 0 0 0 0 0 6.10467e-06 6.04686e-06 6.10467e-06 0.057873 0.061248
0.062373 3.5147e-06 7.47403e-06 3.42235e-06 4.34963e-06 7.32798e-06 4.23408e-06 0 7.2937e-08 0 1.27575e-07 1.2877e-06 1.20597e-07 1.03874e-05 1.52234e-05 1.02656e-05 0.061248 0.063498
0.064623 1.17711e-05 1.53497e-05 1.10578e-05 1.38309e-05 1.56448e-05 1.30861e-05 3.10033e-06 4.76736e-06 3.05458e-06 3.46823e-06 3.1259e-06 3.34168e-06 2.86181e-05 3.36153e-05 2.70142e-05 0.063498 0.065748
0.066873 5.08665e-05 1.70487e-05 4.67008e-05 5.11957e-05 1.78998e-05 4.69646e-05 4.94806e-05 2.05675e-05 4.49423e-05 1.72538e-05 8.41812e-06 1.56543e-05 0.000119069 2.23125e-05 0.000111235 0.065748 0.067998
0.069123 0.000124483 5.92789e-05 0.000103985 0.000115632 6.29303e-05 9.5339e-05 0.000161743 3.57674e-05 0.000139819 6.2227e-05 2.92089e-05 5.21524e-05 0.000250804 9.04776e-05 0.000209866 0.067998 0.070248
0.071373 0.000185356 0.000145433 0.000131044 0.000173788 0.00013366 0.000122805 0.000234052 0.000208582 0.00017266 8.71376e-05 6.90325e-05 5.99564e-05 0.000384649 0.000256336 0.000283959 0.070248 0.072498
0.073623 0.000310996 0.000254148 0.000189619 0.000290973 0.000222053 0.000174017 0.000395285 0.00043844 0.000258778 0.000190272 0.000154447 0.000115502 0.000555954 0.000405408 0.000360361 0.072498 0.074748
0.075873 0.000449947 0.000461858 0.000250705 0.000392543 0.000399189 0.000207683 0.000691589 0.000672004 0.000421206 0.000267044 0.00026199 0.000136304 0.00082107 0.000705934 0.000489858 0.074748 0.076998
0.078123 0.000704482 0.000707691 0.000366054 0.000567815 0.000569456 0.000288846 0.00127979 0.00117613 0.000698167 0.000432271 0.000409774 0.000231309 0.00125682 0.00114897 0.000691951 0.076998 0.079248
