#Observed stellar mass range: 11.8 < log10(M*/Msun) < 12
#Quenched threshold: Obs. SFR / Obs. SM < 1e-11 / yr
#SFHs in units of observed Msun/yr.
#True SFHs rescaled by average systematic offset of 4.99707e-05 dex to be consistent with average observed stellar mass in bin.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit galaxies in bin: 91
#Bestfit SF galaxies in bin: 0
#Bestfit Q galaxies in bin: 91
#Bestfit central galaxies in bin: 88
#Bestfit satellite galaxies in bin: 3
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 4.62979e-07 0.0159042 4.62939e-07 0 2.95585e-12 0 4.62979e-07 0.0133697 4.62939e-07 4.78763e-07 0.0166439 4.78722e-07 0 0 0 0.000000 0.057873
0.059561 0.0124579 0.282052 0.0123928 0 0.283789 0 0.0124579 0.263653 0.0123917 0.0123536 0.279441 0.0122879 0.0155181 0.0805157 0.0155181 0.057873 0.061248
0.062373 0.0692514 0.654589 0.0662477 1.14805e-07 0.893598 1.14805e-07 0.0692514 0.646252 0.0663611 0.0660916 0.646146 0.063166 0.16194 0.275836 0.16194 0.061248 0.063498
0.064623 0.179085 0.834514 0.156795 0.146561 1.13953 0.146561 0.177475 0.829428 0.155725 0.182658 0.833473 0.160166 0.0742696 0.361781 0.0742696 0.063498 0.065748
0.066873 0.42789 1.63372 0.361422 0.133463 2.46861 0.13291 0.426423 1.62194 0.361337 0.44022 1.61664 0.373405 0.0661878 0.898424 0.0661878 0.065748 0.067998
0.069123 0.932537 1.11987 0.772651 0.296789 3.67995 0.26479 0.929276 0.986493 0.770423 0.953843 1.03996 0.798877 0.307585 2.30885 0.307585 0.067998 0.070248
0.071373 1.75009 1.00231 1.36669 0.485183 5.3871 0.373497 1.74476 0.908199 1.37631 1.77902 0.929829 1.3945 0.901379 1.88467 0.901379 0.070248 0.072498
0.073623 2.49041 1.51984 1.80025 1.34404 7.08703 0.955461 2.47564 1.4599 1.81108 2.51259 1.51307 1.81684 1.83981 0.956803 1.83981 0.072498 0.074748
0.075873 3.77993 1.85371 2.51282 3.70152 8.77277 2.95684 3.73925 1.7472 2.47314 3.85609 1.7792 2.58405 1.54586 1.13155 1.54586 0.074748 0.076998
0.078123 5.12739 2.17659 3.08139 3.54176 11.6886 2.33708 5.08847 2.07238 3.07495 5.20073 2.21646 3.13568 2.97627 1.30896 2.97627 0.076998 0.079248
0.080373 6.55419 2.46199 3.47561 3.45525 16.4114 1.44592 6.51622 2.39879 3.46411 6.64802 2.44442 3.51954 3.80209 1.39034 3.80209 0.079248 0.081498
0.082904 6.95723 2.36611 3.3019 3.62909 19.5403 1.63465 6.91735 2.3731 3.37251 7.07543 2.36924 3.41377 3.49 2.40792 3.49 0.081498 0.084311
0.085998 9.94515 3.25885 4.25224 8.04554 26.0292 4.64018 9.85674 2.8713 4.29607 10.1025 3.03167 4.39599 5.32903 5.62864 5.32903 0.084311 0.087685
0.089373 13.3761 3.81142 5.42199 11.379 38.3496 7.31646 13.2511 3.69823 5.48772 13.5347 3.80983 5.54734 8.72415 7.27604 8.72415 0.087685 0.091061
0.092748 17.1422 3.46315 6.79077 7.78367 57.2971 2.82074 17.0567 3.13004 7.21171 17.3566 3.46569 6.93534 10.8558 4.0404 10.8558 0.091061 0.094435
0.096123 20.7143 3.78748 7.31151 10.2723 52.1957 3.33992 20.6014 3.55388 7.6174 20.8918 3.77015 7.39951 15.5064 4.36594 15.5064 0.094435 0.097811
0.099498 25.2635 3.88762 8.965 12.2851 73.0778 2.54019 25.1285 3.55091 9.42966 25.4401 3.91457 9.07088 20.0827 7.11793 20.0827 0.097811 0.101186
0.102873 30.9383 3.70481 10.2062 13.4294 89.2521 0.587187 30.7908 3.33358 10.91 31.3011 3.34202 10.569 20.2966 14.5983 20.2966 0.101186 0.104560
0.106248 35.1934 4.73954 10.6251 16.5357 90.018 3.60857 35.0117 3.87793 11.1704 35.6652 4.26816 10.8954 21.3553 10.0972 21.3553 0.104560 0.107936
0.109623 41.4675 6.93031 10.7222 21.5522 106.282 8.00332 41.2307 4.61246 11.5755 41.8992 6.82664 10.8706 28.8044 6.44856 28.8044 0.107936 0.111310
0.112998 51.2652 7.20764 12.3412 22.7628 197.08 5.46863 51.0151 5.34504 13.8228 51.5809 7.52914 12.6463 42.0061 7.53276 42.0061 0.111310 0.114686
0.116373 61.2482 9.76025 14.6505 23.7916 321.17 7.18247 60.9868 6.6533 16.5302 61.5888 10.016 14.6091 51.257 9.04156 51.257 0.114686 0.118060
0.119748 67.8903 7.63155 16.5286 27.4328 283.486 4.86763 67.5888 5.56792 18.0573 68.6119 7.25361 17.0112 46.7231 8.59822 46.7231 0.118060 0.121435
0.123123 71.5175 8.19598 15.595 30.1974 276.753 5.01304 71.1856 5.97191 18.0157 72.4619 8.23209 16.1633 43.8148 11.2863 43.8148 0.121435 0.124811
0.126498 85.9758 4.85687 22.055 42.9563 274.421 10.5033 85.5038 3.18175 23.6829 87.2133 4.75783 22.337 49.6785 13.3952 49.6785 0.124811 0.128185
0.129873 97.3297 4.26414 26.57 65.9017 264.422 21.2672 96.6055 3.397 27.455 98.5378 4.29593 26.518 61.8935 9.24956 61.8935 0.128185 0.131561
0.133248 108.944 4.23706 30.3983 44.6919 366.632 4.86963 108.453 1.66813 32.0327 109.942 4.43323 30.6555 79.6743 6.05097 79.6743 0.131561 0.134935
0.137045 121.002 5.31981 33.9579 43.8951 372.859 -0.401337 120.52 2.89889 36.2913 121.919 4.04403 33.9932 94.1191 4.8675 94.1191 0.134935 0.139154
0.141685 144.355 3.67747 41.4444 129.38 320.526 71.9301 142.933 1.6135 44.4997 144.557 3.69082 40.3652 138.426 -11.3782 138.426 0.139154 0.144217
0.146748 157.188 4.29691 43.9207 251.16 179.103 172.468 154.428 6.3672 45.8891 156.588 5.95064 42.6947 174.783 -14.9547 174.783 0.144217 0.149279
0.151810 171.737 10.214 44.8204 158.443 284.866 72.1424 169.996 10.3706 47.7972 171.107 11.5732 43.655 190.213 -11.3873 190.213 0.149279 0.154342
0.156873 195.924 9.58887 50.9695 198.543 302.2 118.374 193.742 9.11859 55.465 194.138 11.6095 48.3533 248.315 -21.8458 248.315 0.154342 0.159404
0.161935 238.783 -1.11245 66.7394 234.471 420.251 141.238 236.206 -0.189979 70.9062 235.882 1.16887 62.833 323.883 -80.8185 323.883 0.159404 0.164467
