#Peak halo mass range: 12.375 < log10(Mh/Msun) < 12.625
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit halos in bin: 21416
#Bestfit SF halos in bin: 8048
#Bestfit Q halos in bin: 13368
#Bestfit central halos in bin: 17023
#Bestfit satellite halos in bin: 4393
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 1.84613e-10 0.000128104 1.84467e-10 2.72963e-10 9.49755e-05 2.72746e-10 1.31422e-10 0.00013238 1.31317e-10 2.06604e-10 1.94724e-05 2.06478e-10 9.93935e-11 0.000485964 9.92381e-11 0.000000 0.057873
0.059561 0.000131783 0.00198631 0.000129568 0.000101612 0.00122345 0.000100522 0.000149947 0.00225031 0.000146872 0.000106181 0.001496 0.000103864 0.000230991 0.00281797 0.000227927 0.057873 0.061248
0.062373 0.000871544 0.00449034 0.000837674 0.000598392 0.00301334 0.000572284 0.00103599 0.00506594 0.000999906 0.000677836 0.00331635 0.000652457 0.00162217 0.00683315 0.00156586 0.061248 0.063498
0.064623 0.00305926 0.00744672 0.00280496 0.00234628 0.00425448 0.00216811 0.0034885 0.00929116 0.00317852 0.00250493 0.00590838 0.0023006 0.00520732 0.0129884 0.00477225 0.063498 0.065748
0.066873 0.00848397 0.00766777 0.00755232 0.00687627 0.00558962 0.00610489 0.00945185 0.00902609 0.00835925 0.00691834 0.00572667 0.00617562 0.0145508 0.0143573 0.0128877 0.065748 0.067998
0.069123 0.0185079 0.00921605 0.0157835 0.015476 0.00598945 0.0134001 0.0203333 0.0111002 0.0172976 0.0153043 0.00797024 0.0129425 0.0309221 0.0130329 0.0266318 0.067998 0.070248
0.071373 0.0299836 0.0113232 0.0238106 0.0236717 0.00672733 0.0188849 0.0337835 0.0141228 0.0267649 0.0255334 0.00993743 0.0201793 0.0472279 0.0152517 0.0381776 0.070248 0.072498
0.073623 0.0433986 0.0160511 0.0304402 0.0342141 0.00984988 0.0242056 0.048928 0.0187293 0.0339869 0.0371558 0.0124502 0.0259774 0.0675896 0.0276655 0.0482694 0.072498 0.074748
0.075873 0.0602557 0.0217078 0.0375353 0.0474023 0.0178523 0.0297733 0.0679939 0.0249069 0.0425582 0.0519099 0.0216141 0.0325675 0.0925959 0.0297018 0.0584965 0.074748 0.076998
0.078123 0.0846019 0.0357473 0.0479328 0.0643049 0.030525 0.0355993 0.0968214 0.0402995 0.0554304 0.0724423 0.0350647 0.040984 0.131721 0.0464508 0.0767822 0.076998 0.079248
0.080373 0.105865 0.0505866 0.053611 0.0865909 0.0408368 0.0448569 0.117469 0.0570337 0.0596156 0.0925731 0.046022 0.0460766 0.157372 0.0604669 0.085218 0.079248 0.081498
0.082904 0.128939 0.0529926 0.0639733 0.107033 0.0412395 0.0541426 0.142127 0.0588677 0.0700038 0.114069 0.0478325 0.0574189 0.186559 0.0690167 0.0946501 0.081498 0.084311
0.085998 0.197018 0.0782686 0.0894768 0.157812 0.0620519 0.0715827 0.220622 0.0902025 0.100292 0.173518 0.0738111 0.0780976 0.288082 0.0908305 0.13236 0.084311 0.087685
0.089373 0.255253 0.0971579 0.106638 0.214027 0.0751325 0.0878159 0.280073 0.108362 0.116621 0.231389 0.0846325 0.094045 0.347728 0.106403 0.1486 0.087685 0.091061
0.092748 0.333398 0.106324 0.113828 0.277928 0.0926829 0.097946 0.366793 0.113962 0.126015 0.30135 0.101018 0.10065 0.457587 0.118084 0.164035 0.091061 0.094435
0.096123 0.418642 0.124826 0.124208 0.354128 0.102951 0.110798 0.457482 0.13707 0.136215 0.380873 0.121218 0.113064 0.564998 0.132336 0.179491 0.094435 0.097811
0.099498 0.501186 0.133388 0.146566 0.409806 0.109996 0.130809 0.5562 0.148988 0.152803 0.451742 0.132536 0.139625 0.692782 0.14098 0.199175 0.097811 0.101186
0.102873 0.601096 0.156023 0.167266 0.495251 0.119802 0.144917 0.664817 0.17529 0.181098 0.54741 0.152214 0.152213 0.80913 0.165186 0.221235 0.101186 0.104560
0.106248 0.716188 0.167575 0.178738 0.593909 0.132673 0.166724 0.789803 0.19097 0.18905 0.653189 0.159106 0.169121 0.960309 0.174153 0.245438 0.104560 0.107936
0.109623 0.835318 0.167863 0.193523 0.687348 0.133004 0.187123 0.924401 0.186277 0.203422 0.754313 0.156391 0.18785 1.14921 0.179657 0.272296 0.107936 0.111310
0.112998 0.965655 0.164209 0.22441 0.806304 0.138756 0.19582 1.06159 0.17369 0.236519 0.876081 0.162492 0.205512 1.31276 0.157104 0.315163 0.111310 0.114686
0.116373 1.10332 0.173845 0.233757 0.919168 0.146852 0.207258 1.21418 0.181651 0.249438 1.00483 0.166404 0.214524 1.48497 0.175061 0.335658 0.114686 0.118060
0.119748 1.22927 0.174323 0.240473 1.00141 0.144131 0.214195 1.36646 0.208032 0.264128 1.1202 0.164263 0.221485 1.65193 0.205212 0.359388 0.118060 0.121435
