#Observed stellar mass range: 11.8 < log10(M*/Msun) < 12
#Quenched threshold: Obs. SFR / Obs. SM < 1e-11 / yr
#SFHs in units of observed Msun/yr.
#True SFHs rescaled by average systematic offset of -0.0168404 dex to be consistent with average observed stellar mass in bin.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit galaxies in bin: 7
#Bestfit SF galaxies in bin: 6
#Bestfit Q galaxies in bin: 1
#Bestfit central galaxies in bin: 6
#Bestfit satellite galaxies in bin: 1
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000000 0.057873
0.059561 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.057873 0.061248
0.062373 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.061248 0.063498
0.064623 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.063498 0.065748
0.066873 0.0128963 0.00168228 0.0128963 0.0150457 -0.000467106 0.0150457 0 0 0 0.0150457 -0.00249767 0.0150457 0 0 0 0.065748 0.067998
0.069123 0.0474696 0.00472202 0.0456382 0.0553812 -0.0121993 0.0550119 0 0.0302222 0 0.0329178 0.0102641 0.0315219 0.134781 -0.10089 0.134781 0.067998 0.070248
0.071373 0.148054 -0.0274264 0.143156 0.17273 -0.0621783 0.170186 0 0.0644376 0 0.15078 -0.0406849 0.147805 0.131701 -0.0888071 0.131701 0.070248 0.072498
0.073623 0.075888 0.0660887 0.0646861 0.088536 0.0339768 0.0825273 0 0.159048 0 0.0742249 0.0605723 0.0636595 0.0858666 -0.0417601 0.0858666 0.072498 0.074748
0.075873 0.172177 0.126973 0.119511 0.200873 0.052817 0.177996 0 0.487887 0 0.10958 0.151646 0.0635285 0.547757 -0.323659 0.547757 0.074748 0.076998
0.078123 0.273446 0.210622 0.179661 0.31902 0.0718735 0.241742 0 0.679143 0 0.215571 0.235321 0.128059 0.620694 -0.308767 0.620694 0.076998 0.079248
0.080373 0.899149 0.434521 0.711062 1.04901 -0.0468303 0.93489 0 2.61094 0 0.974718 0.373047 0.780126 0.445737 -0.1764 0.445737 0.079248 0.081498
0.082904 0.562473 0.344601 0.394324 0.656219 0.155767 0.551296 0 1.57648 0 0.567398 0.327849 0.388071 0.532927 -0.275251 0.532927 0.081498 0.084311
0.085998 0.652822 0.482781 0.359486 0.761626 0.204135 0.544906 0 2.03179 0 0.679259 0.452632 0.36119 0.4942 -0.22069 0.4942 0.084311 0.087685
0.089373 0.846582 0.788961 0.415026 0.987678 0.16801 0.651274 0 3.30231 0 0.749487 0.87144 0.313914 1.42915 -0.287623 1.42915 0.087685 0.091061
0.092748 2.4596 0.99669 1.46425 2.86953 -0.330129 2.25271 0 8.40294 0 1.41977 2.06217 0.647957 8.6986 -1.91439 8.6986 0.091061 0.094435
0.096123 2.27377 1.40399 1.32139 2.65274 -0.181271 2.04627 0 8.79169 0 1.22023 2.37917 0.456307 8.59505 -1.23556 8.59505 0.094435 0.097811
0.099498 2.95223 0.436775 1.53887 3.44427 -0.456805 2.30875 0 6.26393 0 1.65034 1.35914 0.32927 10.7636 -2.14161 10.7636 0.097811 0.101186
0.102873 4.24739 -0.0565551 2.6216 4.95529 -1.06108 3.73215 0 7.77337 0 2.03736 1.62131 0.550181 17.5076 -5.58357 17.5076 0.101186 0.104560
