#Observed stellar mass range: 9.2 < log10(M*/Msun) < 9.4
#Quenched threshold: Obs. SFR / Obs. SM < 1e-11 / yr
#SFHs in units of observed Msun/yr.
#True SFHs rescaled by average systematic offset of 4.99707e-05 dex to be consistent with average observed stellar mass in bin.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit galaxies in bin: 99033
#Bestfit SF galaxies in bin: 84785
#Bestfit Q galaxies in bin: 14248
#Bestfit central galaxies in bin: 65957
#Bestfit satellite galaxies in bin: 33076
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000000 0.057873
0.059561 1.75162e-06 1.58866e-07 1.75161e-06 2.04598e-06 2.91879e-08 2.04596e-06 0 0 0 0 0 0 5.24454e-06 0 5.24451e-06 0.057873 0.061248
0.062373 1.38398e-06 5.78776e-06 1.38348e-06 1.61656e-06 6.10389e-06 1.61599e-06 0 0 0 0 0 0 4.1438e-06 1.51289e-05 4.14239e-06 0.061248 0.063498
0.064623 3.7777e-06 9.77258e-06 3.3085e-06 4.29291e-06 1.14283e-05 3.87243e-06 7.11832e-07 4.46883e-06 6.4653e-07 1.25134e-06 2.43084e-08 1.23686e-06 8.81552e-06 2.67286e-05 7.72885e-06 0.063498 0.065748
0.066873 3.11758e-05 1.22459e-05 2.80003e-05 3.11641e-05 1.01313e-05 2.83355e-05 3.12452e-05 4.05937e-05 2.67518e-05 1.67173e-05 5.99929e-06 1.58666e-05 6.00075e-05 1.48694e-05 5.374e-05 0.065748 0.067998
0.069123 5.95199e-05 5.96674e-05 4.69473e-05 4.74098e-05 4.22779e-05 3.69439e-05 0.000131583 0.000140436 0.000104451 5.04511e-05 2.87937e-05 4.41983e-05 7.76041e-05 9.21446e-05 5.58932e-05 0.067998 0.070248
0.071373 0.000103329 9.96091e-05 7.11322e-05 7.25344e-05 7.45987e-05 4.77593e-05 0.000286575 0.000248768 0.000209516 7.6765e-05 3.86993e-05 5.82093e-05 0.000156299 0.000198976 0.000102482 0.070248 0.072498
0.073623 0.000222222 0.000193716 0.000137555 0.000175003 0.000153337 0.000105794 0.000503201 0.000476484 0.000317631 0.000162543 8.00441e-05 0.000111362 0.000341226 0.000360128 0.000204665 0.072498 0.074748
0.075873 0.000345993 0.000354586 0.000198306 0.000268728 0.000280501 0.000147739 0.000805767 0.000751625 0.000502466 0.000216157 0.000162717 0.000132031 0.000604899 0.000618367 0.000351373 0.074748 0.076998
0.078123 0.000492723 0.000502472 0.000255545 0.000396164 0.000383935 0.000202108 0.00106731 0.00117879 0.000556868 0.000305719 0.000248659 0.000175244 0.00086563 0.000913254 0.000457023 0.076998 0.079248
0.080373 0.000864376 0.000793212 0.000413208 0.000737934 0.000644341 0.000370233 0.00161679 0.00181307 0.00073072 0.000556233 0.00041363 0.000300826 0.00147884 0.0014022 0.000700799 0.079248 0.081498
0.082904 0.00129023 0.00125524 0.000569528 0.00113108 0.000959422 0.000537634 0.00223729 0.0025335 0.000758822 0.000865689 0.000596022 0.00044335 0.00213681 0.00205098 0.000891679 0.081498 0.084311
0.085998 0.00236493 0.0022352 0.000901866 0.00204452 0.00190492 0.000809909 0.00427159 0.003987 0.00165068 0.00164623 0.00131494 0.000690291 0.0037981 0.00357636 0.00145689 0.084311 0.087685
0.089373 0.00387691 0.00339202 0.00151804 0.00335193 0.00294956 0.00129902 0.00700092 0.00600778 0.00255641 0.00280469 0.00218636 0.00117811 0.00601505 0.00504382 0.00233408 0.087685 0.091061
0.092748 0.00594989 0.00449346 0.00204409 0.0052221 0.00397071 0.00182092 0.0102807 0.00823425 0.00346354 0.00444964 0.00318792 0.00166197 0.00894153 0.00670509 0.00318242 0.091061 0.094435
0.096123 0.00837704 0.00576423 0.00261324 0.00742959 0.00508762 0.00233483 0.0140149 0.0101574 0.00410437 0.00626119 0.0041487 0.00228251 0.0125962 0.00840001 0.00386975 0.094435 0.097811
0.099498 0.0112811 0.00757716 0.00349946 0.0100388 0.00708628 0.00309096 0.0186733 0.0127545 0.00514428 0.00856911 0.00556558 0.00276362 0.016689 0.0105371 0.00501418 0.097811 0.101186
0.102873 0.0143778 0.00922848 0.0040947 0.0130168 0.00838751 0.00367759 0.022477 0.014417 0.0062436 0.0114243 0.00718913 0.00343617 0.0202673 0.0127619 0.00572988 0.101186 0.104560
0.106248 0.017842 0.0113454 0.00439734 0.0162383 0.0107874 0.00391016 0.0273848 0.0162297 0.00710235 0.0142932 0.00899687 0.00386827 0.0249186 0.0147609 0.00615034 0.104560 0.107936
