#Peak halo mass range: 10.375 < log10(Mh/Msun) < 10.625
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit halos in bin: 1.49580e+06
#Bestfit SF halos in bin: 1.4794e+06
#Bestfit Q halos in bin: 16408
#Bestfit central halos in bin: 1.15573e+06
#Bestfit satellite halos in bin: 340078
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000000 0.057873
0.059561 0 9.90432e-08 0 0 9.9577e-08 0 0 0 0 0 0 0 0 3.91235e-07 0 0.057873 0.061248
0.062373 0 6.01295e-08 0 0 6.0531e-08 0 0 0 0 0 0 0 0 2.38554e-07 0 0.061248 0.063498
0.064623 1.02264e-09 7.16922e-08 8.25725e-10 1.03398e-09 7.28102e-08 8.73681e-10 0 0 0 0 0 0 4.49799e-09 2.91541e-07 3.65906e-09 0.063498 0.065748
0.066873 6.47068e-08 1.70693e-07 4.56867e-08 3.66891e-08 1.18656e-07 2.60205e-08 2.59087e-06 3.7069e-06 2.32056e-06 0 0 0 2.84607e-07 6.95229e-07 2.05711e-07 0.065748 0.067998
0.069123 3.39158e-07 6.69835e-07 2.1393e-07 2.1338e-07 5.71918e-07 1.42727e-07 1.16797e-05 1.30052e-05 1.00356e-05 0 0 0 1.49176e-06 2.68038e-06 9.58227e-07 0.067998 0.070248
0.071373 7.18994e-07 1.76583e-06 3.9736e-07 6.36609e-07 1.51897e-06 3.51452e-07 8.14708e-06 2.6291e-05 4.96592e-06 1.497e-08 2.01582e-08 1.26837e-08 3.11156e-06 6.86372e-06 1.76307e-06 0.070248 0.072498
0.073623 1.28783e-06 3.15e-06 6.44556e-07 1.1465e-06 2.73364e-06 5.59334e-07 1.40314e-05 4.56135e-05 7.86589e-06 6.16122e-08 6.87756e-08 4.67006e-08 5.45505e-06 1.22741e-05 2.75736e-06 0.072498 0.074748
0.075873 2.83359e-06 5.11032e-06 1.35167e-06 2.46087e-06 4.47036e-06 1.18568e-06 3.64386e-05 9.89564e-05 1.84671e-05 2.14699e-07 2.29183e-07 1.5143e-07 1.17337e-05 1.94884e-05 5.61085e-06 0.074748 0.076998
0.078123 5.18525e-06 8.43557e-06 2.43063e-06 4.34251e-06 6.81306e-06 2.10234e-06 8.11696e-05 0.000187137 3.44115e-05 6.31352e-07 5.69828e-07 3.7964e-07 2.06613e-05 3.13167e-05 9.96384e-06 0.076998 0.079248
0.080373 8.81026e-06 1.50157e-05 3.34541e-06 7.45966e-06 1.16074e-05 3.28455e-06 0.000130584 0.000452455 9.89439e-06 9.36445e-07 8.26583e-07 5.3292e-07 3.55688e-05 5.74613e-05 1.396e-05 0.079248 0.081498
0.082904 1.39628e-05 2.02351e-05 5.16969e-06 1.18959e-05 1.60333e-05 5.00583e-06 0.000200322 0.000715923 -1.14448e-06 1.30408e-06 1.1742e-06 7.13869e-07 5.69823e-05 7.97264e-05 2.09447e-05 0.081498 0.084311
0.085998 2.5971e-05 3.53801e-05 8.135e-06 2.19899e-05 3.00502e-05 7.10655e-06 0.000384925 0.000975511 5.61399e-05 3.15652e-06 3.00665e-06 1.66162e-06 0.000103504 0.000132422 3.42831e-05 0.084311 0.087685
0.089373 4.23344e-05 5.68603e-05 1.16271e-05 3.60696e-05 4.8747e-05 9.24996e-06 0.000607187 0.00123608 0.000124759 6.60884e-06 5.67069e-06 3.29634e-06 0.000163745 0.0002013 4.60441e-05 0.087685 0.091061
0.092748 7.08416e-05 9.2232e-05 1.84773e-05 5.95923e-05 7.84837e-05 1.43766e-05 0.00108512 0.00181121 0.000235913 1.4738e-05 1.28337e-05 6.6747e-06 0.000261505 0.000320977 6.95842e-05 0.091061 0.094435
0.096123 0.000107146 0.00013206 2.5897e-05 9.0792e-05 0.00011419 2.1184e-05 0.0015817 0.00298895 0.000241873 2.79315e-05 2.3046e-05 1.1883e-05 0.000376352 0.000467885 8.80041e-05 0.094435 0.097811
0.099498 0.000156829 0.00017828 3.68897e-05 0.000136303 0.000156259 3.36928e-05 0.00200752 0.00411465 0.000382132 4.99571e-05 3.63373e-05 1.98633e-05 0.000520025 0.000616628 0.000107888 0.097811 0.101186
0.102873 0.000227035 0.000244205 5.18089e-05 0.000199932 0.000221444 4.58134e-05 0.00267077 0.00502019 0.000491829 8.66828e-05 6.25395e-05 3.25397e-05 0.000704012 0.000801665 0.000137875 0.101186 0.104560
0.106248 0.000324517 0.000325299 6.75058e-05 0.000289266 0.00029641 6.1626e-05 0.00350285 0.00583372 0.000739939 0.000134273 9.12306e-05 4.81055e-05 0.000971043 0.000993779 0.000183859 0.104560 0.107936
0.109623 0.000434118 0.000415383 7.54102e-05 0.000390698 0.000378334 6.56893e-05 0.00434905 0.00691417 0.00079306 0.00019012 0.000133501 6.1889e-05 0.00126332 0.00125373 0.000206727 0.107936 0.111310
0.112998 0.000559477 0.000530447 8.82857e-05 0.000508292 0.000495364 8.4303e-05 0.00517446 0.00865842 0.00080037 0.000264711 0.000173495 8.10344e-05 0.00156122 0.00147656 0.000225743 0.111310 0.114686
0.116373 0.000682024 0.000621339 0.000100558 0.000624584 0.000584184 0.000104379 0.00586092 0.00968247 0.000990747 0.000339989 0.000221075 9.13633e-05 0.0018444 0.00174631 0.000200801 0.114686 0.118060
0.119748 0.000819235 0.000745562 0.00011009 0.000754578 0.000672893 0.00012808 0.0066489 0.0101449 0.000938166 0.000429674 0.000273171 0.000112016 0.00214313 0.00194863 0.00024159 0.118060 0.121435
