#Observed stellar mass range: 8.8 < log10(M*/Msun) < 9
#Quenched threshold: Obs. SFR / Obs. SM < 1e-11 / yr
#SFHs in units of observed Msun/yr.
#True SFHs rescaled by average systematic offset of 4.99707e-05 dex to be consistent with average observed stellar mass in bin.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit galaxies in bin: 148251
#Bestfit SF galaxies in bin: 133951
#Bestfit Q galaxies in bin: 14300
#Bestfit central galaxies in bin: 97972
#Bestfit satellite galaxies in bin: 50279
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000000 0.057873
0.059561 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.057873 0.061248
0.062373 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.061248 0.063498
0.064623 2.2608e-07 4.93238e-08 2.22752e-07 2.50215e-07 4.49774e-08 2.46522e-07 0 0 0 0 0 0 6.66612e-07 4.65379e-08 6.58144e-07 0.063498 0.065748
0.066873 7.75352e-07 7.15176e-06 4.73636e-07 8.58125e-07 4.14098e-06 6.16491e-07 0 2.98997e-06 0 1.08635e-07 1.04828e-07 9.99096e-08 2.07449e-06 1.86491e-05 1.35635e-06 0.065748 0.067998
0.069123 1.02486e-05 1.63602e-05 7.37967e-06 1.1221e-05 1.59746e-05 8.53973e-06 1.13984e-06 1.12234e-05 6.83566e-07 1.92734e-06 2.02565e-06 1.56678e-06 2.64631e-05 4.09583e-05 2.01602e-05 0.067998 0.070248
0.071373 3.21373e-05 1.8836e-05 2.37065e-05 3.1949e-05 1.56281e-05 2.51216e-05 3.39005e-05 7.66673e-05 1.90733e-05 4.73366e-06 3.73169e-06 3.38158e-06 8.55351e-05 3.54269e-05 6.55858e-05 0.070248 0.072498
0.073623 3.65654e-05 4.20366e-05 2.35044e-05 3.42942e-05 3.72892e-05 2.28559e-05 5.78401e-05 0.000151581 2.65073e-05 1.25727e-05 1.09611e-05 8.01625e-06 8.33168e-05 9.17963e-05 5.50066e-05 0.072498 0.074748
0.075873 8.36845e-05 9.33715e-05 4.88872e-05 7.79494e-05 7.63027e-05 4.82663e-05 0.000137406 0.000294549 5.19208e-05 3.34287e-05 3.33182e-05 2.05664e-05 0.000181611 0.000179345 0.000108093 0.074748 0.076998
0.078123 0.000139257 0.000147625 6.99751e-05 0.00011762 0.000130856 6.29879e-05 0.000341932 0.000474015 0.000134239 5.57552e-05 5.32157e-05 3.1056e-05 0.000301966 0.0002774 0.000162997 0.076998 0.079248
0.080373 0.000222874 0.000292702 9.43776e-05 0.000193277 0.000222024 9.21528e-05 0.000500117 0.00086119 0.000106547 0.000111202 0.000108692 5.75554e-05 0.000440475 0.00051801 0.000192662 0.079248 0.081498
0.082904 0.000371788 0.000430882 0.000158459 0.00031567 0.000372255 0.000137939 0.000897462 0.00102843 0.00028232 0.000204327 0.000188034 0.000106759 0.000698098 0.000750184 0.000289897 0.081498 0.084311
0.085998 0.000771012 0.000806297 0.000315867 0.000659209 0.000715854 0.000251911 0.00181829 0.00152587 0.00071564 0.000442098 0.00038664 0.000210072 0.00141192 0.00135567 0.000547838 0.084311 0.087685
0.089373 0.00132564 0.00123385 0.000471555 0.00114131 0.00114558 0.000409824 0.00305236 0.0026864 0.00108365 0.000806689 0.000700065 0.000334827 0.00233686 0.0020853 0.000847274 0.087685 0.091061
