#Peak halo mass range: 10.625 < log10(Mh/Msun) < 10.875
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit halos in bin: 1.01757e+06
#Bestfit SF halos in bin: 1.01331e+06
#Bestfit Q halos in bin: 4256
#Bestfit central halos in bin: 738019
#Bestfit satellite halos in bin: 279551
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000000 0.057873
0.059561 1.53416e-10 2.18674e-07 1.53124e-10 1.5406e-10 1.75647e-07 1.5406e-10 0 1.26885e-07 0 0 0 0 5.58435e-10 6.82695e-07 5.57506e-10 0.057873 0.061248
0.062373 3.3242e-07 1.11851e-06 3.1648e-07 2.43916e-07 1.05042e-06 2.35665e-07 2.14045e-05 1.84967e-05 2.14045e-05 0 0 0 1.21002e-06 3.43477e-06 1.14242e-06 0.061248 0.063498
0.064623 6.08553e-07 6.20381e-06 4.30543e-07 4.69045e-07 4.92751e-06 3.74974e-07 3.38242e-05 4.69516e-05 3.38242e-05 2.27513e-07 1.03578e-07 2.19656e-07 1.6145e-06 1.82699e-05 1.097e-06 0.063498 0.065748
0.066873 3.10426e-06 7.32347e-06 2.21378e-06 2.62435e-06 6.93816e-06 1.83899e-06 0.000117365 5.13385e-05 0.000108793 1.64595e-07 1.18222e-07 1.51035e-07 1.0865e-05 2.17399e-05 7.92914e-06 0.065748 0.067998
0.069123 8.6611e-06 1.19809e-05 5.79852e-06 7.51121e-06 1.16166e-05 4.84753e-06 0.000282438 3.50446e-05 0.000249706 6.85861e-07 6.65006e-07 5.63269e-07 2.97158e-05 3.16135e-05 2.09237e-05 0.067998 0.070248
0.071373 1.56823e-05 1.66325e-05 1.01813e-05 1.25846e-05 1.62494e-05 7.99424e-06 0.000753209 -0.000146078 0.00066644 1.20974e-06 1.02731e-06 9.16501e-07 5.38899e-05 4.31084e-05 3.66736e-05 0.070248 0.072498
0.073623 3.02533e-05 3.29756e-05 1.87255e-05 2.42624e-05 2.94278e-05 1.41986e-05 0.00145662 -0.000253877 0.00125428 2.40131e-06 2.30036e-06 1.69618e-06 0.000103783 7.55953e-05 6.8966e-05 0.072498 0.074748
0.075873 4.94488e-05 5.89011e-05 2.75162e-05 4.26701e-05 5.48532e-05 2.25443e-05 0.00166339 0.000379115 0.00128813 8.03742e-06 6.4994e-06 5.14939e-06 0.000158776 0.000155616 9.40139e-05 0.074748 0.076998
0.078123 7.58029e-05 9.73893e-05 3.52718e-05 6.54959e-05 8.6583e-05 2.94722e-05 0.00252981 0.000968939 0.00183375 1.31784e-05 1.12769e-05 7.90663e-06 0.000241133 0.00027252 0.000123422 0.076998 0.079248
0.080373 0.000121968 0.000155502 5.06057e-05 0.000110771 0.000144436 4.82275e-05 0.00278768 0.00222687 0.00171984 2.55616e-05 2.08728e-05 1.41799e-05 0.000376481 0.000401934 0.000169282 0.079248 0.081498
0.082904 0.000188631 0.000220636 7.94857e-05 0.000175497 0.000195194 7.56809e-05 0.00331576 0.00332645 0.00191963 4.44461e-05 3.51473e-05 2.40963e-05 0.000569282 0.000553752 0.00024785 0.081498 0.084311
0.085998 0.000337872 0.000385904 0.000124072 0.000315695 0.000355612 0.000114113 0.00561787 0.00416349 0.00294657 9.87492e-05 8.16732e-05 4.98341e-05 0.000969158 0.00098983 0.000376037 0.084311 0.087685
0.089373 0.000560109 0.000587353 0.000175977 0.00052888 0.000545813 0.000165087 0.00799556 0.00565613 0.00373815 0.000200276 0.000157049 9.64606e-05 0.00151007 0.00144125 0.00050687 0.087685 0.091061
0.092748 0.000881166 0.000914396 0.000247571 0.000842577 0.000897665 0.00025323 0.010069 0.00766299 0.0039698 0.000348978 0.000241941 0.000155233 0.00228615 0.00212754 0.000688418 0.091061 0.094435
0.096123 0.00133946 0.00126699 0.000375647 0.00128865 0.00116707 0.000352787 0.013436 0.0100979 0.00472268 0.000592102 0.000419462 0.000236946 0.0033125 0.00279293 0.000930991 0.094435 0.097811
0.099498 0.00192945 0.0016873 0.000543474 0.00186184 0.00154992 0.000527675 0.018027 0.0126056 0.00591011 0.000947328 0.000634781 0.000350231 0.00452225 0.0035956 0.00129493 0.097811 0.101186
