#Peak halo mass range: 10.625 < log10(Mh/Msun) < 10.875
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit halos in bin: 1.00223e+06
#Bestfit SF halos in bin: 995320
#Bestfit Q halos in bin: 6907
#Bestfit central halos in bin: 731139
#Bestfit satellite halos in bin: 271088
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000000 0.057873
0.059561 1.55764e-10 1.99918e-07 1.55632e-10 1.56845e-10 1.35793e-07 1.56843e-10 0 4.31577e-06 0 0 0 0 5.75868e-10 6.53257e-07 5.75389e-10 0.057873 0.061248
0.062373 3.37509e-07 7.908e-07 3.27119e-07 2.48326e-07 7.46832e-07 2.41556e-07 1.31892e-05 5.31631e-06 1.30664e-05 0 0 0 1.24779e-06 2.55679e-06 1.21416e-06 0.061248 0.063498
0.064623 6.13742e-07 4.66139e-06 4.56164e-07 4.45723e-07 3.64513e-06 3.35534e-07 2.48258e-05 4.5274e-05 2.21652e-05 1.8591e-07 1.14403e-07 1.80241e-07 1.76763e-06 1.46333e-05 1.36017e-06 0.063498 0.065748
0.066873 2.87464e-06 5.38355e-06 2.17088e-06 2.49323e-06 3.99805e-06 1.99103e-06 5.78364e-05 0.000149759 4.71255e-05 9.45738e-08 9.7159e-08 8.62815e-08 1.03726e-05 1.62211e-05 8.14836e-06 0.065748 0.067998
0.069123 7.24371e-06 8.29808e-06 5.14958e-06 6.72762e-06 5.63915e-06 5.09067e-06 8.16141e-05 0.000305975 4.90287e-05 3.91021e-07 3.30125e-07 3.26599e-07 2.57258e-05 2.41681e-05 1.88695e-05 0.067998 0.070248
0.071373 1.1719e-05 1.17032e-05 7.8012e-06 1.07122e-05 8.92601e-06 7.59753e-06 0.000156803 0.000283476 9.17081e-05 7.99962e-07 6.2191e-07 6.10095e-07 4.11682e-05 3.06832e-05 2.88117e-05 0.070248 0.072498
0.073623 2.14532e-05 2.26562e-05 1.34791e-05 1.77377e-05 1.76089e-05 1.10414e-05 0.00055686 0.000295053 0.00041544 9.43059e-07 1.05285e-06 6.71437e-07 7.67701e-05 5.72346e-05 5.09114e-05 0.072498 0.074748
0.075873 3.87376e-05 4.28444e-05 2.24304e-05 3.22784e-05 3.46176e-05 1.80764e-05 0.000969534 0.000385279 0.000694367 3.31868e-06 2.85353e-06 2.15642e-06 0.000134264 0.000114415 8.2829e-05 0.074748 0.076998
0.078123 5.7438e-05 6.92345e-05 2.82379e-05 5.00507e-05 5.66863e-05 2.52175e-05 0.00112196 0.00100871 0.000700966 7.12633e-06 6.6618e-06 4.45511e-06 0.000193131 0.000205113 0.000105266 0.076998 0.079248
