#Observed stellar mass range: 10.6 < log10(M*/Msun) < 10.8
#Quenched threshold: Obs. SFR / Obs. SM < 1e-11 / yr
#SFHs in units of observed Msun/yr.
#True SFHs rescaled by average systematic offset of -0.00128346 dex to be consistent with average observed stellar mass in bin.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit galaxies in bin: 35752
#Bestfit SF galaxies in bin: 17069
#Bestfit Q galaxies in bin: 18683
#Bestfit central galaxies in bin: 25605
#Bestfit satellite galaxies in bin: 10147
#Avg_scale_factor <SFH_all> Err+ Err- <SFH_SF> Err+ Err- <SFH_Q> Err+ Err- <SFH_Cen> Err+ Err- <SFH_Sat> Err+ Err- Scale_factor_begin Scale_factor_end
0.028936 5.15902e-09 5.42983e-05 5.1589e-09 0 0 0 9.87236e-09 0.000105441 9.87213e-09 0 1.72402e-06 0 1.81773e-08 0.000163682 1.81769e-08 0.000000 0.057873
0.059561 5.83121e-05 0.00114921 5.68764e-05 1.62308e-05 0.000300039 1.5885e-05 9.67582e-05 0.00186166 9.45811e-05 4.31365e-05 0.000718597 4.19151e-05 9.66065e-05 0.00230059 9.52292e-05 0.057873 0.061248
0.062373 0.000402516 0.00200317 0.000381788 0.000107296 0.000647355 0.000101865 0.000672232 0.00337959 0.000639783 0.000303887 0.00144228 0.000292291 0.000651396 0.0036495 0.000605216 0.061248 0.063498
0.064623 0.00151697 0.00369918 0.00136592 0.000682358 0.00124918 0.00061467 0.00227948 0.0057805 0.00204277 0.00118027 0.002763 0.001063 0.00236659 0.00626037 0.00212573 0.063498 0.065748
0.066873 0.00450373 0.00564778 0.00393985 0.00235525 0.00179417 0.00210759 0.0064666 0.00909603 0.0056855 0.00348643 0.00427016 0.00305832 0.00707077 0.00779625 0.00624553 0.065748 0.067998
0.069123 0.010009 0.00662303 0.00828677 0.00494706 0.00282582 0.00402304 0.0146336 0.00988989 0.0121958 0.00813419 0.00597732 0.00667259 0.0147399 0.00854347 0.0124719 0.067998 0.070248
0.071373 0.0174505 0.00740702 0.013382 0.0082329 0.00312587 0.00633684 0.0258718 0.0120483 0.0199541 0.013812 0.00729116 0.010364 0.0266317 0.00907464 0.0211272 0.070248 0.072498
0.073623 0.0276295 0.0119421 0.0189685 0.013589 0.00569567 0.00942524 0.040457 0.0175556 0.0275577 0.0229193 0.0105355 0.0157011 0.0395151 0.0145927 0.0280065 0.072498 0.074748
0.075873 0.0397192 0.016849 0.0236693 0.0203314 0.00948699 0.0127899 0.0574321 0.0260012 0.0339089 0.0334886 0.0159635 0.0195083 0.0554413 0.0194971 0.0345471 0.074748 0.076998
0.078123 0.0538733 0.0249006 0.0302025 0.0294061 0.0129648 0.0167454 0.0762267 0.0344056 0.0421939 0.0457691 0.0255631 0.0251368 0.0743235 0.0280678 0.042816 0.076998 0.079248
0.080373 0.0677043 0.0333017 0.0352802 0.0358435 0.0191582 0.0185164 0.0968127 0.0433025 0.0501964 0.0571322 0.0319382 0.0281517 0.0943821 0.0341968 0.0514884 0.079248 0.081498
0.082904 0.0828713 0.0319055 0.0411293 0.0462158 0.0226027 0.0226038 0.11636 0.0418678 0.0577453 0.0706925 0.0331442 0.0346309 0.113603 0.0365097 0.059319 0.081498 0.084311
0.085998 0.122664 0.0535911 0.055576 0.069452 0.0315246 0.0311237 0.17128 0.0664924 0.0768793 0.10818 0.0488009 0.0487205 0.159215 0.057607 0.0747533 0.084311 0.087685
0.089373 0.163856 0.0608552 0.0639589 0.0953272 0.0432278 0.0360069 0.226464 0.0794368 0.0897659 0.147235 0.0600076 0.0543643 0.205798 0.0662264 0.086842 0.087685 0.091061
0.092748 0.212255 0.081198 0.0672387 0.125286 0.053835 0.0389688 0.291711 0.104121 0.0929763 0.189455 0.0797207 0.0587377 0.26979 0.0787599 0.0945382 0.091061 0.094435
0.096123 0.268399 0.0962101 0.0799116 0.160918 0.0701906 0.0456976 0.366595 0.118838 0.110856 0.242562 0.09629 0.0689665 0.333597 0.0945724 0.104747 0.094435 0.097811
0.099498 0.327987 0.111736 0.09568 0.201293 0.0739808 0.053381 0.443735 0.133448 0.135261 0.295972 0.11035 0.0851951 0.408771 0.10651 0.130124 0.097811 0.101186
0.102873 0.398271 0.114489 0.113295 0.244602 0.0855971 0.0662613 0.538665 0.133326 0.151309 0.357099 0.112512 0.0970679 0.502164 0.111664 0.149563 0.101186 0.104560
0.106248 0.475076 0.117222 0.122768 0.29291 0.0879354 0.0733147 0.641504 0.1418 0.16787 0.424716 0.124797 0.108193 0.602153 0.115066 0.170141 0.104560 0.107936
0.109623 0.553077 0.121846 0.134519 0.338061 0.0917997 0.0802396 0.749519 0.161805 0.17896 0.491479 0.130373 0.115384 0.708515 0.11972 0.187174 0.107936 0.111310
0.112998 0.629688 0.127817 0.143688 0.37942 0.0970247 0.0830289 0.858335 0.159496 0.194956 0.566789 0.126699 0.117485 0.788406 0.112831 0.201844 0.111310 0.114686
0.116373 0.707969 0.132422 0.147078 0.423324 0.102988 0.081058 0.968024 0.168781 0.206786 0.642944 0.138913 0.125013 0.872053 0.124511 0.19826 0.114686 0.118060
0.119748 0.794344 0.145751 0.156368 0.472115 0.107929 0.0807656 1.08874 0.168585 0.218234 0.717731 0.148052 0.130564 0.987669 0.126097 0.218643 0.118060 0.121435
0.123123 0.874149 0.149721 0.161802 0.517304 0.121451 0.0798857 1.20017 0.182354 0.222713 0.788005 0.157203 0.133985 1.09152 0.138302 0.222691 0.121435 0.124811
0.126498 0.971554 0.157633 0.178687 0.563937 0.131705 0.0784601 1.34396 0.185944 0.260235 0.869377 0.157056 0.144929 1.22939 0.14143 0.260223 0.124811 0.128185
