#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00431073 0 0 0.0352548 0 0 8.625 8.875
9.00 0.00764763 2.41484e-07 -2.41484e-07 0.0563531 2.97986e-05 -2.97986e-05 8.875 9.125
9.25 0.0347577 1.13497e-05 -5.07116e-06 0.0934757 0.000152163 -5.98133e-05 9.125 9.375
9.50 0.132325 0.000634056 -0.000176122 0.113735 0.0022359 -0.000627644 9.375 9.625
9.75 0.300437 0.00416181 -0.000995074 0.126599 0.00631735 -0.00152521 9.625 9.875
10.00 0.323782 0.00685234 -0.00160007 0.144106 0.0100721 -0.00243635 9.875 10.125
10.25 0.217946 0.00722399 -0.00157464 0.187262 0.0194257 -0.00416508 10.125 10.375
10.50 0.134492 0.00894931 -0.00169473 0.24041 0.0427842 -0.0082467 10.375 10.625
10.75 0.082136 0.00821351 -0.00159919 0.27668 0.0633663 -0.0130873 10.625 10.875
11.00 0.0474362 0.00414249 -0.000769045 0.272107 0.057082 -0.0111082 10.875 11.125
11.25 0.0268697 0.0018319 -0.000339365 0.253955 0.0469774 -0.00913644 11.125 11.375
11.50 0.015202 0.000822333 -0.000155596 0.235114 0.0389459 -0.00763942 11.375 11.625
11.75 0.00851069 0.000358201 -7.25256e-05 0.221328 0.0311861 -0.00649513 11.625 11.875
12.00 0.00470137 0.000152618 -2.75292e-05 0.20515 0.0248422 -0.0046272 11.875 12.125
12.25 0.00254741 5.1758e-05 -9.09589e-06 0.184441 0.0162095 -0.0029076 12.125 12.375
12.50 0.00133444 1.75478e-05 -1.77088e-06 0.170768 0.0107628 -0.00109899 12.375 12.625
12.75 0.000678569 3.54176e-06 8.04946e-08 0.147568 0.00442612 0.000101134 12.625 12.875
13.00 0.000328901 6.43957e-07 6.43957e-07 0.12139 0.00147261 0.00196882 12.875 13.125
13.25 0.00014811 0 2.41484e-07 0.088587 0 0.00148842 13.125 13.375
13.50 6.01295e-05 0 1.60989e-07 0.0829987 0 0.00246175 13.375 13.625
13.75 2.15726e-05 0 0 0.0783582 0 0 13.625 13.875
14.00 6.19808e-06 0 0 0.038961 0 0 13.875 14.125
14.25 1.12692e-06 0 0 0 0 0 14.125 14.375
14.50 0 0 0 0 0 0 14.375 14.625
14.75 8.04946e-08 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
