#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00248632 8.04946e-08 -8.04946e-08 0.0714193 3.00631e-05 -3.00631e-05 8.625 8.875
9.00 0.0044796 3.21978e-07 -1.60989e-07 0.121489 2.72095e-05 -1.14217e-05 8.875 9.125
9.25 0.0215865 1.11083e-05 -5.23215e-06 0.16986 0.000261784 -0.000120416 9.125 9.375
9.50 0.0884381 0.000488441 -0.000127503 0.136857 0.00309502 -0.000822738 9.375 9.625
9.75 0.239785 0.00355907 -0.000796092 0.126525 0.00729001 -0.00161494 9.625 9.875
10.00 0.302954 0.00696568 -0.00160707 0.144614 0.0104935 -0.00234056 9.875 10.125
10.25 0.210342 0.00670182 -0.00143152 0.18771 0.0170261 -0.0035048 10.125 10.375
10.50 0.1306 0.00702428 -0.00136881 0.235213 0.0331942 -0.00645217 10.375 10.625
10.75 0.0804412 0.00747859 -0.00138097 0.2698 0.0589093 -0.0111553 10.625 10.875
11.00 0.0483574 0.00457805 -0.000808729 0.283134 0.0601891 -0.0112124 10.875 11.125
11.25 0.0280446 0.0021554 -0.000373092 0.270347 0.0511937 -0.00932741 11.125 11.375
11.50 0.0162173 0.0010474 -0.000181998 0.255585 0.0446717 -0.00808474 11.375 11.625
11.75 0.00938084 0.000511463 -8.86245e-05 0.244525 0.0387349 -0.00695145 11.625 11.875
12.00 0.00535539 0.000231422 -3.98448e-05 0.231471 0.0316618 -0.00564589 11.875 12.125
12.25 0.00303118 9.02344e-05 -1.5616e-05 0.215126 0.0225861 -0.00402276 12.125 12.375
12.50 0.00168854 3.50151e-05 -4.02473e-06 0.201316 0.0161791 -0.00189918 12.375 12.625
12.75 0.000918121 1.17522e-05 -4.82968e-07 0.19104 0.0101375 -0.000425324 12.625 12.875
13.00 0.00047693 3.94424e-06 8.04946e-07 0.159156 0.00670163 0.00161724 12.875 13.125
13.25 0.000242047 6.43957e-07 1.04643e-06 0.14566 0.0022669 0.00370957 13.125 13.375
13.50 0.000115751 8.04946e-08 3.21978e-07 0.121001 0.000610836 0.00245188 13.375 13.625
13.75 5.12751e-05 0 1.60989e-07 0.105181 0 0.00281832 13.625 13.875
14.00 1.95602e-05 0 0 0.0493827 0 0 13.875 14.125
14.25 5.87611e-06 0 0 0.0273973 0 0 14.125 14.375
14.50 8.85441e-07 0 0 0.0909091 0 0 14.375 14.625
14.75 1.60989e-07 0 0 0 0 0 14.625 14.875
15.00 8.04946e-08 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
