#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00255232 0 0 0.066324 0 0 8.625 8.875
9.00 0.00461588 8.04946e-08 -8.04946e-08 0.11513 -2.01166e-06 2.01166e-06 8.875 9.125
9.25 0.0222337 1.16717e-05 -5.39314e-06 0.164087 0.000269115 -0.000119478 9.125 9.375
9.50 0.0913049 0.000511946 -0.000134989 0.135585 0.0030645 -0.000817597 9.375 9.625
9.75 0.244536 0.00363506 -0.000804624 0.12651 0.00725657 -0.00158547 9.625 9.875
10.00 0.305046 0.00698299 -0.00162124 0.144594 0.0104926 -0.00238064 9.875 10.125
10.25 0.21124 0.00677459 -0.00145027 0.187657 0.0172031 -0.00355223 10.125 10.375
10.50 0.131047 0.00717022 -0.00140157 0.23571 0.0338424 -0.00660972 10.375 10.625
10.75 0.0806739 0.00759861 -0.00141147 0.270486 0.0596916 -0.0114252 10.625 10.875
11.00 0.0483614 0.00459222 -0.000825392 0.283101 0.0604088 -0.0114801 10.875 11.125
11.25 0.0280194 0.00213866 -0.000373012 0.269404 0.0509695 -0.00938857 11.125 11.375
11.50 0.0161842 0.0010346 -0.000179422 0.254193 0.0443258 -0.00801522 11.375 11.625
11.75 0.00933673 0.000504379 -9.03149e-05 0.242629 0.0384816 -0.00714493 11.625 11.875
12.00 0.0053244 0.00022619 -3.95228e-05 0.230399 0.0312312 -0.00562562 11.875 12.125
12.25 0.0030006 8.81416e-05 -1.52135e-05 0.213 0.0224061 -0.00396429 12.125 12.375
12.50 0.00166736 3.34858e-05 -4.4272e-06 0.200203 0.0157461 -0.00211801 12.375 12.625
12.75 0.000901298 1.06253e-05 -5.63462e-07 0.186479 0.00956702 -0.000508264 12.625 12.875
13.00 0.000468801 3.05879e-06 8.85441e-07 0.158139 0.00525884 0.00193712 12.875 13.125
13.25 0.000234642 5.63462e-07 8.04946e-07 0.139623 0.00206113 0.00296171 13.125 13.375
13.50 0.000110358 3.21978e-07 1.60989e-07 0.118891 0.00256322 0.00128723 13.375 13.625
13.75 4.92627e-05 0 2.41484e-07 0.104575 0 0.00441096 13.625 13.875
14.00 1.88357e-05 0 0 0.042735 0 0 13.875 14.125
14.25 5.31264e-06 0 0 0.030303 0 0 14.125 14.375
14.50 8.85441e-07 0 0 0.0909091 0 0 14.375 14.625
14.75 1.60989e-07 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
