#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00232533 8.04946e-08 -8.04946e-08 0.0823179 3.17618e-05 -3.17618e-05 8.625 8.875
9.00 0.00413058 3.21978e-07 -1.60989e-07 0.141693 6.69062e-05 -3.34531e-05 8.875 9.125
9.25 0.0198546 1.01423e-05 -5.15165e-06 0.187657 0.000325605 -0.00016284 9.125 9.375
9.50 0.0777285 0.000417364 -0.000109231 0.141106 0.00317217 -0.000845417 9.375 9.625
9.75 0.217178 0.00318509 -0.000693219 0.126104 0.0075762 -0.00162329 9.625 9.875
10.00 0.291998 0.00681685 -0.00152336 0.144342 0.0104624 -0.00229219 9.875 10.125
10.25 0.205805 0.00641526 -0.00134845 0.187923 0.0162844 -0.00332345 10.125 10.375
10.50 0.128233 0.00631858 -0.00124807 0.233432 0.0300356 -0.00583415 10.375 10.625
10.75 0.079104 0.00683327 -0.00123527 0.265948 0.0547064 -0.0101654 10.625 10.875
11.00 0.0480429 0.00456163 -0.00079094 0.283589 0.0600567 -0.0110364 10.875 11.125
11.25 0.0280353 0.00218873 -0.000366331 0.274396 0.0515742 -0.00901607 11.125 11.375
11.50 0.016386 0.0010866 -0.000191094 0.259852 0.0454945 -0.00832334 11.375 11.625
11.75 0.00952267 0.000539877 -9.13614e-05 0.249413 0.0398227 -0.00699882 11.625 11.875
12.00 0.00549319 0.000249936 -3.96033e-05 0.239526 0.0330671 -0.00538522 11.875 12.125
12.25 0.00315185 0.000101262 -1.62599e-05 0.225176 0.0239701 -0.00392587 12.125 12.375
12.50 0.00176621 4.00058e-05 -4.74918e-06 0.212925 0.0173883 -0.00211069 12.375 12.625
12.75 0.000980424 1.52135e-05 -7.24451e-07 0.197291 0.0121846 -0.000510648 12.625 12.875
13.00 0.000528045 4.4272e-06 2.01236e-06 0.179878 0.00666767 0.00326343 12.875 13.125
13.25 0.000274084 8.04946e-07 1.69039e-06 0.163289 0.00245011 0.00519235 13.125 13.375
13.50 0.00013346 3.21978e-07 7.24451e-07 0.126659 0.00210191 0.00476656 13.375 13.625
13.75 6.28663e-05 0 3.21978e-07 0.120359 0 0.0045284 13.625 13.875
14.00 2.52753e-05 0 1.60989e-07 0.0605096 0 0.00602238 13.875 14.125
14.25 9.17638e-06 0 0 0.0789474 0 0 14.125 14.375
14.50 2.01236e-06 0 0 0.04 0 0 14.375 14.625
14.75 2.41484e-07 0 0 0 0 0 14.625 14.875
15.00 1.60989e-07 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
