#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00705092 0 0 0.0195217 0 0 8.625 8.875
9.00 0.0120891 1.60989e-07 0 0.0289376 1.29323e-05 0 8.875 9.125
9.25 0.050177 9.82034e-06 -5.07116e-06 0.05574 9.65558e-05 -5.05112e-05 9.125 9.375
9.50 0.172946 0.000638 -0.000186989 0.0963687 0.00167289 -0.000500359 9.375 9.625
9.75 0.346305 0.00394456 -0.00101641 0.121962 0.00522795 -0.00136252 9.625 9.875
10.00 0.326181 0.00603202 -0.00147925 0.14376 0.00951163 -0.00234196 9.875 10.125
10.25 0.214985 0.00722962 -0.0015686 0.187205 0.0212772 -0.00455229 10.125 10.375
10.50 0.13261 0.00969404 -0.00193847 0.245274 0.0479274 -0.00992049 10.375 10.625
10.75 0.0795761 0.00715959 -0.00146782 0.273535 0.0582937 -0.0126646 10.625 10.875
11.00 0.0445826 0.00320079 -0.00061683 0.258351 0.048807 -0.00987363 10.875 11.125
11.25 0.0245586 0.00138217 -0.000277867 0.235434 0.0402752 -0.00840154 11.125 11.375
11.50 0.0135353 0.00056805 -0.000115188 0.212189 0.0315143 -0.00655937 11.375 11.625
11.75 0.0073535 0.000225626 -4.93432e-05 0.194682 0.023857 -0.0053243 11.625 11.875
12.00 0.00388378 8.9188e-05 -1.72258e-05 0.177786 0.0183158 -0.00361571 11.875 12.125
12.25 0.00198902 2.69657e-05 -5.15165e-06 0.15261 0.0112947 -0.00214875 12.125 12.375
12.50 0.000993464 6.52006e-06 -8.04946e-07 0.136445 0.00563052 -0.000699118 12.375 12.625
12.75 0.000461395 1.04643e-06 0 0.113224 0.00200663 0 12.625 12.875
13.00 0.000198741 1.60989e-07 3.21978e-07 0.0955853 0.000732027 0.00146761 12.875 13.125
13.25 7.98506e-05 8.04946e-08 8.04946e-08 0.0544355 0.000952229 0.000954151 13.125 13.375
13.50 2.80121e-05 8.04946e-08 0 0.0517241 0.00271712 0 13.375 13.625
13.75 7.72748e-06 0 0 0.03125 0 0 13.625 13.875
14.00 1.36841e-06 0 0 0 0 0 13.875 14.125
14.25 8.04946e-08 0 0 0 0 0 14.125 14.375
14.50 0 0 0 0 0 0 14.375 14.625
14.75 0 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
