#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.0201108 3.21978e-07 0 0.0134166 3.89572e-06 0 8.625 8.875
9.00 0.0322485 6.43957e-07 -4.02473e-07 0.00952001 2.32924e-06 -2.30595e-06 8.875 9.125
9.25 0.104907 3.09904e-05 -1.16717e-05 0.0150222 3.2383e-05 -1.82074e-05 9.125 9.375
9.50 0.268981 0.000292034 -0.000100457 0.0465198 0.000260737 -0.000103787 9.375 9.625
9.75 0.33741 0.000892524 -0.000280765 0.0837075 0.00116443 -0.00037735 9.625 9.875
10.00 0.242371 0.00147474 -0.000413581 0.119032 0.00418415 -0.00115956 9.875 10.125
10.25 0.139203 0.00283631 -0.000732018 0.172985 0.015748 -0.00410362 10.125 10.375
10.50 0.0749763 0.0019697 -0.000534162 0.205167 0.0199605 -0.00548941 10.375 10.625
10.75 0.0378478 0.000715275 -0.000181274 0.176101 0.015142 -0.00388286 10.625 10.875
11.00 0.0185613 0.000247521 -5.9083e-05 0.154655 0.0110904 -0.00267799 10.875 11.125
11.25 0.00862693 7.56649e-05 -1.69039e-05 0.132206 0.00754505 -0.00169705 11.125 11.375
11.50 0.00381029 1.72258e-05 -3.46127e-06 0.107698 0.0039948 -0.000809833 11.375 11.625
11.75 0.00159886 3.78325e-06 -8.85441e-07 0.0864925 0.00215645 -0.000505619 11.625 11.875
12.00 0.000609908 8.04946e-07 -8.04946e-08 0.0769434 0.00108483 0 11.875 12.125
12.25 0.000212828 8.04946e-08 0 0.056354 0.000356767 0 12.125 12.375
12.50 6.021e-05 8.04946e-08 0 0.0534759 0.00126372 0 12.375 12.625
12.75 1.57769e-05 0 0 0.0306122 0 0 12.625 12.875
13.00 3.13929e-06 0 0 0.025641 0 0 12.875 13.125
13.25 3.21978e-07 0 0 0 0 0 13.125 13.375
13.50 0 0 0 0 0 0 13.375 13.625
13.75 0 0 0 0 0 0 13.625 13.875
14.00 0 0 0 0 0 0 13.875 14.125
14.25 0 0 0 0 0 0 14.125 14.375
14.50 0 0 0 0 0 0 14.375 14.625
14.75 0 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
