#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.0022499 0 0 0.0791385 0 0 8.625 8.875
9.00 0.00393723 4.82968e-07 -3.21978e-07 0.139268 8.51303e-05 -4.99338e-05 8.875 9.125
9.25 0.0185786 1.10278e-05 -5.15165e-06 0.179081 0.000400394 -0.000188589 9.125 9.375
9.50 0.0691522 0.000337353 -9.10394e-05 0.129226 0.0031084 -0.000876337 9.375 9.625
9.75 0.191699 0.00280693 -0.000595177 0.120693 0.00736435 -0.00159435 9.625 9.875
10.00 0.27762 0.00638797 -0.00139763 0.143567 0.00999723 -0.00210723 9.875 10.125
10.25 0.19931 0.00593575 -0.00126964 0.1871 0.0151393 -0.00312817 10.125 10.375
10.50 0.124903 0.00556765 -0.00108434 0.230592 0.0266014 -0.00499544 10.375 10.625
10.75 0.0773092 0.00589929 -0.00101013 0.261036 0.0484342 -0.00838998 10.625 10.875
11.00 0.0474138 0.00428094 -0.000714872 0.283253 0.0572796 -0.0100524 10.875 11.125
11.25 0.0278708 0.00218004 -0.000355142 0.277157 0.0513725 -0.00878119 11.125 11.375
11.50 0.0164368 0.00110608 -0.000191336 0.265361 0.0457225 -0.00821126 11.375 11.625
11.75 0.00960904 0.000565716 -9.45811e-05 0.254618 0.0409982 -0.0071325 11.625 11.875
12.00 0.00560114 0.00027022 -4.71698e-05 0.247442 0.0343749 -0.00621346 11.875 12.125
12.25 0.00325037 0.000120098 -1.81113e-05 0.231451 0.0272658 -0.00425868 12.125 12.375
12.50 0.00183326 4.75723e-05 -6.19808e-06 0.218134 0.0196903 -0.00263451 12.375 12.625
12.75 0.00104393 1.86747e-05 0 0.211042 0.013714 0 12.625 12.875
13.00 0.000581734 4.5077e-06 2.25385e-06 0.195102 0.00605166 0.00324287 12.875 13.125
13.25 0.000305235 1.28791e-06 2.49533e-06 0.179852 0.003446 0.00676006 13.125 13.375
13.50 0.000155596 1.60989e-07 1.36841e-06 0.151061 0.00087747 0.00753234 13.375 13.625
13.75 7.70333e-05 0 4.82968e-07 0.123302 0 0.00553121 13.625 13.875
14.00 3.36467e-05 0 8.04946e-08 0.062201 0 0.00224892 13.875 14.125
14.25 1.36841e-05 0 1.60989e-07 0.0764706 0 0.0109944 14.125 14.375
14.50 2.9783e-06 0 1.60989e-07 0.0540541 0 0.0540541 14.375 14.625
14.75 8.04946e-07 0 0 0 0 0 14.625 14.875
15.00 1.60989e-07 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
