#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.0251188 8.04946e-08 -8.04946e-08 0.0153498 -4.93601e-08 4.93601e-08 8.625 8.875
9.00 0.0393241 1.85138e-06 -9.65935e-07 0.0110167 1.70805e-06 -1.5283e-06 8.875 9.125
9.25 0.109489 2.92195e-05 -1.12692e-05 0.0123945 2.38605e-05 -6.80145e-06 9.125 9.375
9.50 0.21526 0.000175881 -6.40737e-05 0.033338 0.000132699 -4.9144e-05 9.375 9.625
9.75 0.225456 0.000435878 -0.000140061 0.0627035 0.000669017 -0.000230819 9.625 9.875
10.00 0.149295 0.000672774 -0.000191577 0.0935062 0.00294109 -0.000861265 9.875 10.125
10.25 0.079831 0.000791423 -0.000228685 0.145842 0.00777373 -0.00231618 10.125 10.375
10.50 0.0383376 0.00035321 -0.000105931 0.14539 0.00762285 -0.00231029 10.375 10.625
10.75 0.0175746 0.000112934 -3.20368e-05 0.12169 0.00555334 -0.00158444 10.625 10.875
11.00 0.00761495 3.29223e-05 -8.21045e-06 0.107228 0.00383265 -0.000950992 10.875 11.125
11.25 0.00307594 7.96896e-06 -1.85138e-06 0.090676 0.00234973 -0.000546984 11.125 11.375
11.50 0.00114045 1.04643e-06 -8.04946e-08 0.0712874 0.00085137 -6.55428e-05 11.375 11.625
11.75 0.000371402 8.04946e-08 0 0.0528825 0.000205226 0 11.625 11.875
12.00 0.000109151 0 0 0.0530973 0 0 11.875 12.125
12.25 2.52753e-05 0 0 0.022293 0 0 12.125 12.375
12.50 5.47363e-06 0 0 0.0882353 0 0 12.375 12.625
12.75 8.04946e-07 0 0 0 0 0 12.625 12.875
13.00 8.04946e-08 0 0 0 0 0 12.875 13.125
13.25 0 0 0 0 0 0 13.125 13.375
13.50 0 0 0 0 0 0 13.375 13.625
13.75 0 0 0 0 0 0 13.625 13.875
14.00 0 0 0 0 0 0 13.875 14.125
14.25 0 0 0 0 0 0 14.125 14.375
14.50 0 0 0 0 0 0 14.375 14.625
14.75 0 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
