#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00225892 0 0 0.0842034 0 0 8.625 8.875
9.00 0.00398118 2.41484e-07 -8.04946e-08 0.145272 5.18411e-05 -1.72853e-05 8.875 9.125
9.25 0.0188112 1.04643e-05 -4.74918e-06 0.187154 0.000379205 -0.000170931 9.125 9.375
9.50 0.0706193 0.000353371 -9.36152e-05 0.13426 0.00313373 -0.000849187 9.375 9.625
9.75 0.196544 0.00286448 -0.000624236 0.122552 0.00737975 -0.00164447 9.625 9.875
10.00 0.280612 0.00646629 -0.00143135 0.143889 0.0100595 -0.00218846 9.875 10.125
10.25 0.200706 0.00604152 -0.00129162 0.187278 0.0152635 -0.00320028 10.125 10.375
10.50 0.125632 0.00570232 -0.00111187 0.231169 0.0272523 -0.00514671 10.375 10.625
10.75 0.077665 0.00608853 -0.00105665 0.261996 0.0497555 -0.00877711 10.625 10.875
11.00 0.047575 0.00434317 -0.000735721 0.283537 0.0578532 -0.0102845 10.875 11.125
11.25 0.0279177 0.00217843 -0.00035321 0.27687 0.051296 -0.00876212 11.125 11.375
11.50 0.0164435 0.00110519 -0.000188518 0.264435 0.0457468 -0.0081341 11.375 11.625
11.75 0.0095824 0.000562818 -9.46616e-05 0.253982 0.0409182 -0.00713125 11.625 11.875
12.00 0.00558737 0.000269093 -4.77333e-05 0.245314 0.0343877 -0.0063213 11.875 12.125
12.25 0.0032325 0.000120098 -1.98017e-05 0.229095 0.0274715 -0.00466891 12.125 12.375
12.50 0.00182352 4.58014e-05 -5.87611e-06 0.217886 0.0190769 -0.00251219 12.375 12.625
12.75 0.00102985 1.81918e-05 -4.82968e-07 0.211349 0.0135357 -0.000291556 12.625 12.875
13.00 0.000571914 4.10522e-06 2.25385e-06 0.190711 0.00562797 0.00334324 12.875 13.125
13.25 0.000297025 9.65935e-07 2.57583e-06 0.17832 0.00266346 0.00718802 13.125 13.375
13.50 0.000152537 3.21978e-07 1.04643e-06 0.146702 0.00179736 0.00589418 13.375 13.625
13.75 7.55844e-05 0 4.02473e-07 0.123536 0 0.004692 13.625 13.875
14.00 3.13124e-05 0 1.60989e-07 0.0642674 0 0.00483583 13.875 14.125
14.25 1.30401e-05 0 8.04946e-08 0.0679012 0 0.00578943 14.125 14.375
14.50 2.57583e-06 0 1.60989e-07 0.0625 0 0.0625 14.375 14.625
14.75 7.24451e-07 0 0 0 0 0 14.625 14.875
15.00 1.60989e-07 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
