#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00331388 0 0 0.0448153 0 0 8.625 8.875
9.00 0.00596618 3.21978e-07 -2.41484e-07 0.0796692 3.618e-05 -2.37599e-05 8.875 9.125
9.25 0.0281531 1.28791e-05 -6.60056e-06 0.12295 0.000220992 -0.000116959 9.125 9.375
9.50 0.112281 0.000592199 -0.000164048 0.123493 0.0026226 -0.000754744 9.375 9.625
9.75 0.274515 0.00399471 -0.000931483 0.127078 0.00683342 -0.00158638 9.625 9.875
10.00 0.316696 0.00702983 -0.00163613 0.144539 0.0102369 -0.00238316 9.875 10.125
10.25 0.216091 0.00708199 -0.00156618 0.187366 0.0183831 -0.00396165 10.125 10.375
10.50 0.133476 0.00813519 -0.00155974 0.238372 0.0385895 -0.00738274 10.375 10.625
10.75 0.0819089 0.00818252 -0.0015046 0.274724 0.0630585 -0.012212 10.625 10.875
11.00 0.0481686 0.00445224 -0.000827565 0.278491 0.059442 -0.0116017 10.875 11.125
11.25 0.0275572 0.00199989 -0.000358442 0.261737 0.0491041 -0.00924876 11.125 11.375
11.50 0.0157782 0.000945811 -0.000170971 0.24423 0.042275 -0.00796032 11.375 11.625
11.75 0.00895551 0.000431049 -8.12995e-05 0.233498 0.0349592 -0.00679785 11.625 11.875
12.00 0.0050479 0.000190853 -3.37272e-05 0.216246 0.0284146 -0.00512266 11.875 12.125
12.25 0.00277231 7.55844e-05 -1.25572e-05 0.196336 0.0212448 -0.00362377 12.125 12.375
12.50 0.00151048 2.50338e-05 -3.05879e-06 0.183373 0.0132612 -0.00165036 12.375 12.625
12.75 0.00078764 6.11759e-06 0 0.16791 0.00639534 0 12.625 12.875
13.00 0.000396194 1.20742e-06 1.5294e-06 0.141 0.00220478 0.00332879 12.875 13.125
13.25 0.000188438 8.04946e-08 4.82968e-07 0.108928 0.000380471 0.00228969 13.125 13.375
13.50 8.1541e-05 0 1.60989e-07 0.0878578 0 0.00180443 13.375 13.625
13.75 3.34053e-05 0 8.04946e-08 0.0795181 0 0.00222339 13.625 13.875
14.00 1.14302e-05 0 0 0.056338 0 0 13.875 14.125
14.25 2.09286e-06 0 0 0 0 0 14.125 14.375
14.50 1.60989e-07 0 0 0 0 0 14.375 14.625
14.75 8.04946e-08 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
