#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00226311 8.04946e-08 -8.04946e-08 0.0854348 3.25218e-05 -3.25218e-05 8.625 8.875
9.00 0.00399165 1.60989e-07 -8.04946e-08 0.148077 3.43621e-05 -1.7181e-05 8.875 9.125
9.25 0.0189073 9.90083e-06 -4.58819e-06 0.188855 0.000365779 -0.000166193 9.125 9.375
9.50 0.0711528 0.000360696 -9.21663e-05 0.135555 0.0031763 -0.000825405 9.375 9.625
9.75 0.198218 0.00287897 -0.00062979 0.123199 0.0074067 -0.00161846 9.625 9.875
10.00 0.281629 0.00649471 -0.00143812 0.14402 0.0101236 -0.00219341 9.875 10.125
10.25 0.201166 0.00607501 -0.00128791 0.187402 0.0153199 -0.00315514 10.125 10.375
10.50 0.125872 0.0057449 -0.00111413 0.231437 0.0274199 -0.00513871 10.375 10.625
10.75 0.0777953 0.00616162 -0.00108048 0.262514 0.0502173 -0.00896356 10.625 10.875
11.00 0.0476287 0.00436329 -0.000748519 0.28349 0.058185 -0.0104989 10.875 11.125
11.25 0.0279309 0.00217955 -0.000353854 0.27667 0.0513372 -0.00878409 11.125 11.375
11.50 0.0164449 0.00110084 -0.000186023 0.264423 0.0455639 -0.00803411 11.375 11.625
11.75 0.0095758 0.000564831 -9.89279e-05 0.253762 0.041097 -0.00747249 11.625 11.875
12.00 0.00558584 0.000266035 -4.68479e-05 0.245036 0.0340191 -0.0062077 11.875 12.125
12.25 0.00322405 0.000116717 -1.91577e-05 0.229096 0.0267887 -0.00450411 12.125 12.375
12.50 0.00182208 4.41915e-05 -5.07116e-06 0.217706 0.0184378 -0.00217122 12.375 12.625
12.75 0.0010251 1.72258e-05 -1.60989e-07 0.211307 0.0128798 -4.53293e-05 12.625 12.875
13.00 0.00056805 4.58819e-06 1.93187e-06 0.189741 0.00635153 0.00290719 12.875 13.125
13.25 0.000295496 9.65935e-07 2.09286e-06 0.173795 0.00269195 0.00589338 13.125 13.375
13.50 0.000151652 8.04946e-08 1.04643e-06 0.147028 0.000452504 0.00592658 13.375 13.625
13.75 7.4055e-05 0 4.02473e-07 0.126087 0 0.00477547 13.625 13.875
14.00 3.07489e-05 0 1.60989e-07 0.0680628 0 0.00490493 13.875 14.125
14.25 1.27986e-05 0 8.04946e-08 0.0691824 0 0.00589125 14.125 14.375
14.50 2.49533e-06 0 8.04946e-08 0.0645161 0 0.0311828 14.375 14.625
14.75 7.24451e-07 0 0 0 0 0 14.625 14.875
15.00 1.60989e-07 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
