#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00314581 0 0 0.0501522 0 0 8.625 8.875
9.00 0.0056475 2.41484e-07 -1.60989e-07 0.0853335 1.18166e-05 -1.06022e-05 8.875 9.125
9.25 0.0269565 1.18327e-05 -5.55413e-06 0.130074 0.000228301 -0.0001169 9.125 9.375
9.50 0.108434 0.0005794 -0.000159218 0.125824 0.002719 -0.000749275 9.375 9.625
9.75 0.269293 0.00390375 -0.000915224 0.127077 0.00687759 -0.00159618 9.625 9.875
10.00 0.314854 0.00706364 -0.0016635 0.144425 0.0103768 -0.00242397 9.875 10.125
10.25 0.215345 0.00702669 -0.00154952 0.18749 0.0180844 -0.00386852 10.125 10.375
10.50 0.133142 0.00797895 -0.0015368 0.237807 0.0378523 -0.00727123 10.375 10.625
10.75 0.0817911 0.00811482 -0.00147305 0.273953 0.0626976 -0.0119733 10.625 10.875
11.00 0.0482371 0.00448548 -0.000829819 0.279465 0.0596963 -0.0116017 10.875 11.125
11.25 0.0276716 0.00202613 -0.000359086 0.263237 0.049466 -0.00922289 11.125 11.375
11.50 0.0158661 0.000959174 -0.000170005 0.246657 0.0425015 -0.00782582 11.375 11.625
11.75 0.00903769 0.000443606 -8.45998e-05 0.235462 0.03555 -0.00697559 11.625 11.875
12.00 0.00509595 0.000199627 -3.50956e-05 0.217761 0.0293588 -0.00527197 11.875 12.125
12.25 0.00282286 7.81602e-05 -1.28791e-05 0.19915 0.021438 -0.00363722 12.125 12.375
12.50 0.00154155 2.53558e-05 -3.62226e-06 0.186831 0.0131588 -0.00190628 12.375 12.625
12.75 0.000804704 6.60056e-06 -8.04946e-08 0.173652 0.00672294 -8.26567e-05 12.625 12.875
13.00 0.000411408 1.77088e-06 1.28791e-06 0.146547 0.00323908 0.0028764 12.875 13.125
13.25 0.000197775 3.21978e-07 8.85441e-07 0.116402 0.00143616 0.00397366 13.125 13.375
13.50 8.70951e-05 0 8.04946e-08 0.0887246 0 0.000842996 13.375 13.625
13.75 3.49347e-05 0 2.41484e-07 0.0806452 0 0.00639922 13.625 13.875
14.00 1.30401e-05 0 0 0.0555556 0 0 13.875 14.125
14.25 2.41484e-06 0 0 0 0 0 14.125 14.375
14.50 3.21978e-07 0 0 0.25 0 0 14.375 14.625
14.75 1.60989e-07 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
