#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00457547 0 0 0.0315436 0 0 8.625 8.875
9.00 0.00810951 8.04946e-08 0 0.0517936 0 5.1409e-07 8.875 9.125
9.25 0.036565 9.41787e-06 -3.21978e-06 0.0881599 9.55611e-05 -2.90796e-05 9.125 9.375
9.50 0.137369 0.000657802 -0.000182803 0.111076 0.00220685 -0.000643738 9.375 9.625
9.75 0.306651 0.00414354 -0.000981229 0.126504 0.00616722 -0.00149475 9.625 9.875
10.00 0.324964 0.00678215 -0.00158751 0.144101 0.00999314 -0.00238679 9.875 10.125
10.25 0.21808 0.00724556 -0.00156433 0.18714 0.0196367 -0.0041962 10.125 10.375
10.50 0.134517 0.009081 -0.00174689 0.240992 0.0435633 -0.00859801 10.375 10.625
10.75 0.0820562 0.00815096 -0.00159057 0.276695 0.0630562 -0.0130726 10.625 10.875
11.00 0.0471706 0.00404059 -0.000756247 0.270796 0.0562064 -0.0110377 10.875 11.125
11.25 0.0266606 0.00177788 -0.000330028 0.25181 0.0461489 -0.00897253 11.125 11.375
11.50 0.0150155 0.000791342 -0.000149237 0.232653 0.0381258 -0.00745597 11.375 11.625
11.75 0.00839253 0.000339929 -6.69715e-05 0.218325 0.030161 -0.0061217 11.625 11.875
12.00 0.00460944 0.000141831 -2.58388e-05 0.201593 0.023664 -0.00439852 11.875 12.125
12.25 0.00248052 4.75723e-05 -1.00618e-05 0.181789 0.0153711 -0.0032732 12.125 12.375
12.50 0.00129282 1.5133e-05 -1.77088e-06 0.166117 0.0095249 -0.00114067 12.375 12.625
12.75 0.00065257 3.30028e-06 0 0.141483 0.00431998 0 12.625 12.875
13.00 0.000309582 5.63462e-07 5.63462e-07 0.115445 0.0013475 0.00164253 12.875 13.125
13.25 0.000137565 0 8.04946e-08 0.0912815 0 0.000532039 13.125 13.375
13.50 5.57828e-05 0 0 0.0808081 0 0 13.375 13.625
13.75 2.02846e-05 0 1.60989e-07 0.0753968 0 0.00739682 13.625 13.875
14.00 4.74918e-06 0 0 0.0338983 0 0 13.875 14.125
14.25 8.85441e-07 0 0 0 0 0 14.125 14.375
14.50 8.04946e-08 0 0 0 0 0 14.375 14.625
14.75 0 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
