#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00236131 0 0 0.0771774 0 0 8.625 8.875
9.00 0.00423852 1.60989e-07 -8.04946e-08 0.137287 3.27677e-05 -1.63764e-05 8.875 9.125
9.25 0.0201814 9.90083e-06 -4.4272e-06 0.182748 0.000313029 -0.000139356 9.125 9.375
9.50 0.0804263 0.000448999 -0.000116476 0.140889 0.00324756 -0.000852615 9.375 9.625
9.75 0.223632 0.00327275 -0.000724612 0.126368 0.00749665 -0.00163305 9.625 9.875
10.00 0.295328 0.00685886 -0.00155129 0.144374 0.0104297 -0.00228341 9.875 10.125
10.25 0.207162 0.00652884 -0.00139626 0.187981 0.0165193 -0.00340928 10.125 10.375
10.50 0.128929 0.00652723 -0.00127697 0.233923 0.0310482 -0.00598863 10.375 10.625
10.75 0.0795284 0.00700842 -0.00127954 0.267307 0.0558931 -0.010514 10.625 10.875
11.00 0.0481589 0.0045737 -0.000800921 0.28362 0.0601666 -0.0111601 10.875 11.125
11.25 0.0280462 0.00218156 -0.000372126 0.273868 0.051443 -0.00922799 11.125 11.375
11.50 0.0163525 0.00106358 -0.000183125 0.259754 0.0447298 -0.00800321 11.375 11.625
11.75 0.00949369 0.000529654 -9.37762e-05 0.248122 0.0392971 -0.00723667 11.625 11.875
12.00 0.00546607 0.000245187 -4.00863e-05 0.236518 0.0326216 -0.00552912 11.875 12.125
12.25 0.00311643 9.82839e-05 -1.63404e-05 0.223293 0.0236212 -0.00402558 12.125 12.375
12.50 0.00174834 3.87179e-05 -4.4272e-06 0.208702 0.017144 -0.00199869 12.375 12.625
12.75 0.000962232 1.40061e-05 -3.21978e-07 0.194328 0.0114765 -0.000185862 12.625 12.875
13.00 0.000513877 3.46127e-06 2.41484e-06 0.176692 0.00535278 0.0040174 12.875 13.125
13.25 0.000264425 8.85441e-07 1.04643e-06 0.156773 0.00281417 0.00335023 13.125 13.375
13.50 0.00012863 2.41484e-07 4.02473e-07 0.118273 0.0016522 0.0027675 13.375 13.625
13.75 5.90025e-05 0 1.60989e-07 0.121419 0 0.00240378 13.625 13.875
14.00 2.39874e-05 0 8.04946e-08 0.057047 0 0.00317493 13.875 14.125
14.25 8.21045e-06 0 0 0.0686275 0 0 14.125 14.375
14.50 1.60989e-06 0 0 0.05 0 0 14.375 14.625
14.75 3.21978e-07 0 0 0 0 0 14.625 14.875
15.00 8.04946e-08 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
