#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00213914 0 0 0.0709313 0 0 8.625 8.875
9.00 0.00382647 2.41484e-07 -8.04946e-08 0.120201 5.55217e-05 -1.85072e-05 8.875 9.125
9.25 0.0181021 9.25688e-06 -3.70275e-06 0.160646 0.000340104 -0.000144973 9.125 9.375
9.50 0.0664211 0.000300969 -7.67918e-05 0.119171 0.00288478 -0.00077451 9.375 9.625
9.75 0.182693 0.00262606 -0.000564348 0.117685 0.00702284 -0.00155886 9.625 9.875
10.00 0.271726 0.00617949 -0.00134917 0.144106 0.00964724 -0.00203282 9.875 10.125
10.25 0.196651 0.00575907 -0.00122352 0.187877 0.0147031 -0.00303644 10.125 10.375
10.50 0.12354 0.00525581 -0.0010387 0.230145 0.0251515 -0.00476021 10.375 10.625
10.75 0.0766363 0.00545947 -0.000916672 0.260708 0.0453859 -0.00756139 10.625 10.875
11.00 0.0471105 0.0041499 -0.000692414 0.284978 0.055625 -0.00972548 10.875 11.125
11.25 0.0278546 0.00214252 -0.000337353 0.280881 0.0503295 -0.00830251 11.125 11.375
11.50 0.0164398 0.0011064 -0.000182803 0.267765 0.0455756 -0.0078395 11.375 11.625
11.75 0.00965058 0.000575778 -9.54666e-05 0.257851 0.041362 -0.00717881 11.625 11.875
12.00 0.00564436 0.000274567 -4.58819e-05 0.252221 0.0344296 -0.00594464 11.875 12.125
12.25 0.00328297 0.000119454 -1.85943e-05 0.236239 0.0267385 -0.00432585 12.125 12.375
12.50 0.0018653 4.80553e-05 -5.23215e-06 0.224658 0.019305 -0.00212571 12.375 12.625
12.75 0.00107243 1.94797e-05 0 0.21264 0.0139728 0 12.625 12.875
13.00 0.000594614 4.82968e-06 2.65632e-06 0.204684 0.00627354 0.0036775 12.875 13.125
13.25 0.000320288 1.36841e-06 2.65632e-06 0.18673 0.00345986 0.00680129 13.125 13.375
13.50 0.000164209 3.21978e-07 1.77088e-06 0.166667 0.00163078 0.00908491 13.375 13.625
13.75 8.32314e-05 -8.04946e-08 4.82968e-07 0.134429 -0.000837907 0.00505197 13.625 13.875
14.00 3.65445e-05 0 8.04946e-08 0.0682819 0 0.00205678 13.875 14.125
14.25 1.63404e-05 0 1.60989e-07 0.0640394 0 0.00931304 14.125 14.375
14.50 3.54176e-06 0 1.60989e-07 0.0454545 0 0.0454545 14.375 14.625
14.75 1.20742e-06 0 0 0 0 0 14.625 14.875
15.00 1.60989e-07 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
