#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00209866 0 0 0.0672752 0 0 8.625 8.875
9.00 0.00374968 1.60989e-07 0 0.118842 1.63615e-05 2.55555e-06 8.875 9.125
9.25 0.0176444 8.9349e-06 -3.21978e-06 0.153029 0.000333622 -0.000122592 9.125 9.375
9.50 0.0642257 0.000298554 -7.54234e-05 0.11121 0.00303638 -0.000784837 9.375 9.625
9.75 0.175725 0.0025772 -0.000541809 0.114042 0.00698008 -0.00155762 9.625 9.875
10.00 0.265846 0.00623286 -0.00133307 0.143736 0.00964555 -0.00204611 9.875 10.125
10.25 0.194035 0.00560291 -0.00119985 0.187387 0.0143503 -0.0030171 10.125 10.375
10.50 0.122244 0.00496627 -0.000991693 0.229169 0.0239332 -0.00451714 10.375 10.625
10.75 0.0758822 0.00511495 -0.000863787 0.25941 0.0428492 -0.00709572 10.625 10.875
11.00 0.0467858 0.00402288 -0.000664322 0.284609 0.0544103 -0.00938812 10.875 11.125
11.25 0.0277722 0.00210397 -0.000333489 0.282192 0.0495316 -0.00820783 11.125 11.375
11.50 0.0164182 0.00110575 -0.000185138 0.269501 0.0454604 -0.00789344 11.375 11.625
11.75 0.00968068 0.00056966 -9.22468e-05 0.26025 0.0408536 -0.00699076 11.625 11.875
12.00 0.00566803 0.000277384 -4.61234e-05 0.254108 0.0345696 -0.00596431 11.875 12.125
12.25 0.00330092 0.000119293 -1.77088e-05 0.239978 0.0264349 -0.00405562 12.125 12.375
12.50 0.00189323 4.92627e-05 -6.27858e-06 0.229209 0.0193819 -0.00254774 12.375 12.625
12.75 0.00108587 2.10896e-05 -5.63462e-07 0.215567 0.0147994 -0.000332743 12.625 12.875
13.00 0.00060701 7.00303e-06 2.09286e-06 0.210582 0.00887249 0.00286426 12.875 13.125
13.25 0.000328659 1.85138e-06 2.49533e-06 0.185403 0.00456302 0.00623211 13.125 13.375
13.50 0.000173063 4.82968e-07 1.77088e-06 0.171163 0.00230661 0.00856879 13.375 13.625
13.75 8.59682e-05 8.04946e-08 4.82968e-07 0.144195 0.000800565 0.00483505 13.625 13.875
14.00 4.04888e-05 0 8.04946e-08 0.0795229 0 0.00183362 13.875 14.125
14.25 1.73868e-05 0 1.60989e-07 0.0648148 0 0.00874005 14.125 14.375
14.50 3.94424e-06 0 8.04946e-08 0.0204082 0 0.0204082 14.375 14.625
14.75 1.69039e-06 0 0 0 0 0 14.625 14.875
15.00 8.04946e-08 0 0 0 0 0 14.875 15.125
15.25 8.04946e-08 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
