#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00471038 0 0 0.0303496 0 0 8.625 8.875
9.00 0.00836629 8.04946e-08 0 0.0500308 0 4.80562e-07 8.875 9.125
9.25 0.037535 8.9349e-06 -3.38077e-06 0.0853047 0.000102088 -3.9123e-05 9.125 9.375
9.50 0.139995 0.000651765 -0.000184252 0.110104 0.00213273 -0.000615492 9.375 9.625
9.75 0.309898 0.00415022 -0.000981954 0.126334 0.006101 -0.0014964 9.625 9.875
10.00 0.325401 0.00676509 -0.00158695 0.144199 0.0100545 -0.00242315 9.875 10.125
10.25 0.218074 0.00725063 -0.00155338 0.187363 0.0198092 -0.00419621 10.125 10.375
10.50 0.134535 0.00916455 -0.00175454 0.241148 0.0440522 -0.0086458 10.375 10.625
10.75 0.0819949 0.00812891 -0.00159041 0.276556 0.0629714 -0.0130613 10.625 10.875
11.00 0.0470226 0.00398706 -0.000742241 0.269965 0.0557786 -0.0109466 10.875 11.125
11.25 0.0265459 0.00175945 -0.000324876 0.25056 0.0459251 -0.00884825 11.125 11.375
11.50 0.0149137 0.000769287 -0.000145937 0.231341 0.0373708 -0.00736323 11.375 11.625
11.75 0.00832982 0.000332604 -6.7374e-05 0.216325 0.0298113 -0.00616311 11.625 11.875
12.00 0.00455881 0.00013668 -2.59998e-05 0.200742 0.0231111 -0.00449736 11.875 12.125
12.25 0.0024418 4.66869e-05 -8.61292e-06 0.178573 0.0153785 -0.00288722 12.125 12.375
12.50 0.00127093 1.465e-05 -1.77088e-06 0.163722 0.00940472 -0.00116363 12.375 12.625
12.75 0.000637839 3.46127e-06 8.04946e-08 0.137683 0.00465415 0.000108838 12.625 12.875
13.00 0.000302338 5.63462e-07 5.63462e-07 0.111821 0.00138646 0.00192511 12.875 13.125
13.25 0.000131931 0 8.04946e-08 0.0945699 0 0.000552766 13.125 13.375
13.50 5.32069e-05 0 0 0.0786687 0 0 13.375 13.625
13.75 1.96407e-05 0 8.04946e-08 0.0655738 0 0.00384537 13.625 13.875
14.00 4.02473e-06 0 0 0.04 0 0 13.875 14.125
14.25 8.04946e-07 0 0 0 0 0 14.125 14.375
14.50 8.04946e-08 0 0 0 0 0 14.375 14.625
14.75 0 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
