#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00227727 8.04946e-08 -8.04946e-08 0.0873423 3.2261e-05 -3.2261e-05 8.625 8.875
9.00 0.00403222 1.60989e-07 0 0.149841 3.39448e-05 0 8.875 9.125
9.25 0.0191885 1.10278e-05 -4.99066e-06 0.190932 0.000397623 -0.000180215 9.125 9.375
9.50 0.0728488 0.000375024 -9.40177e-05 0.138462 0.00321434 -0.000814706 9.375 9.625
9.75 0.203512 0.00296341 -0.000644037 0.12458 0.00750911 -0.00160639 9.625 9.875
10.00 0.284687 0.00659082 -0.00145204 0.144294 0.0102586 -0.00220354 9.875 10.125
10.25 0.202562 0.00618448 -0.00129612 0.187715 0.0156691 -0.00319496 10.125 10.375
10.50 0.126566 0.0059009 -0.0011398 0.232017 0.0281804 -0.00529757 10.375 10.625
10.75 0.0781897 0.0063243 -0.00111944 0.263378 0.0514919 -0.00922912 10.625 10.875
11.00 0.0477633 0.00442149 -0.000760191 0.283345 0.0587928 -0.0106435 10.875 11.125
11.25 0.0279728 0.00218116 -0.000355464 0.276711 0.0512749 -0.0088315 11.125 11.375
11.50 0.0164404 0.00109577 -0.000187794 0.262884 0.0454952 -0.00814566 11.375 11.625
11.75 0.00956485 0.000561691 -9.42592e-05 0.252521 0.0409916 -0.00715265 11.625 11.875
12.00 0.00556322 0.000262332 -4.51575e-05 0.24337 0.0339753 -0.00604917 11.875 12.125
12.25 0.00320707 0.000114383 -2.01236e-05 0.22775 0.0264371 -0.00474066 12.125 12.375
12.50 0.00180147 4.38696e-05 -5.39314e-06 0.215907 0.0185865 -0.00234036 12.375 12.625
12.75 0.00101391 1.65819e-05 -8.04946e-07 0.206732 0.0126865 -0.000549942 12.625 12.875
13.00 0.000554688 4.34671e-06 1.69039e-06 0.189232 0.00616004 0.00262389 12.875 13.125
13.25 0.00028962 7.24451e-07 2.17335e-06 0.167315 0.00207768 0.00629584 13.125 13.375
13.50 0.000146903 8.04946e-08 1.20742e-06 0.150137 0.000465423 0.00704306 13.375 13.625
13.75 7.12377e-05 0 6.43957e-07 0.122034 0 0.00800882 13.625 13.875
14.00 2.92195e-05 0 1.60989e-07 0.0688705 0 0.00515861 13.875 14.125
14.25 1.14302e-05 0 0 0.0704225 0 0 14.125 14.375
14.50 2.65632e-06 0 8.04946e-08 0.0606061 0 0.0293561 14.375 14.625
14.75 5.63462e-07 0 0 0 0 0 14.625 14.875
15.00 1.60989e-07 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
