#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.0107802 0 0 0.0127908 0 0 8.625 8.875
9.00 0.0146025 0 0 0.00951436 0 0 8.875 9.125
9.25 0.0320041 8.04946e-07 -2.41484e-07 0.00930851 -7.07805e-08 2.34693e-07 9.125 9.375
9.50 0.0571945 5.23215e-06 -2.17335e-06 0.0158176 1.54395e-05 -7.68714e-06 9.375 9.625
9.75 0.050569 1.5616e-05 -5.31264e-06 0.0286599 7.11288e-05 -3.19593e-05 9.625 9.875
10.00 0.023951 2.70462e-05 -8.9349e-06 0.0510136 0.000486296 -0.000122078 9.875 10.125
10.25 0.00936257 1.35231e-05 -4.34671e-06 0.0646617 0.000789881 -0.000322327 10.125 10.375
10.50 0.00325094 2.41484e-06 -5.63462e-07 0.0588556 0.000624351 -0.000163097 10.375 10.625
10.75 0.00104788 4.82968e-07 -8.04946e-08 0.0500077 0.000437651 -7.29673e-05 10.625 10.875
11.00 0.000297991 8.04946e-08 0 0.0510535 0.000256266 0 10.875 11.125
11.25 6.87424e-05 0 0 0.0351288 0 0 11.125 11.375
11.50 1.40866e-05 0 0 0.04 0 0 11.375 11.625
11.75 1.85138e-06 0 0 0 0 0 11.625 11.875
12.00 3.21978e-07 0 0 0 0 0 11.875 12.125
12.25 0 0 0 0 0 0 12.125 12.375
12.50 0 0 0 0 0 0 12.375 12.625
12.75 0 0 0 0 0 0 12.625 12.875
13.00 0 0 0 0 0 0 12.875 13.125
13.25 0 0 0 0 0 0 13.125 13.375
13.50 0 0 0 0 0 0 13.375 13.625
13.75 0 0 0 0 0 0 13.625 13.875
14.00 0 0 0 0 0 0 13.875 14.125
14.25 0 0 0 0 0 0 14.125 14.375
14.50 0 0 0 0 0 0 14.375 14.625
14.75 0 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
