#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00334455 1.60989e-07 0 0.0547052 4.55007e-05 0 8.625 8.875
9.00 0.00509619 1.60989e-07 -8.04946e-08 0.100472 2.84165e-05 -1.42083e-05 8.875 9.125
9.25 0.0206535 9.09589e-06 -4.02473e-06 0.130305 0.000243962 -0.000107095 9.125 9.375
9.50 0.0616803 0.000257422 -6.56031e-05 0.0878781 0.00201222 -0.000498921 9.375 9.625
9.75 0.153306 0.00318751 -0.000636068 0.0891895 0.00667734 -0.00141408 9.625 9.875
10.00 0.234571 0.00643425 -0.00128147 0.137536 0.00830539 -0.00183579 9.875 10.125
10.25 0.18036 0.00486372 -0.00109247 0.182104 0.0122147 -0.0028114 10.125 10.375
10.50 0.115529 0.00386817 -0.000831992 0.223155 0.0187538 -0.00381398 10.375 10.625
10.75 0.0721281 0.00358459 -0.000640093 0.253073 0.031315 -0.0053899 10.625 10.875
11.00 0.0446695 0.00318388 -0.000507921 0.279815 0.0456124 -0.0074127 10.875 11.125
11.25 0.0269526 0.00191279 -0.000307006 0.28254 0.0464054 -0.00769639 11.125 11.375
11.50 0.0161189 0.00099934 -0.000162519 0.274195 0.0416326 -0.00708175 11.375 11.625
11.75 0.00961435 0.000529815 -7.96092e-05 0.267387 0.0378904 -0.00590846 11.625 11.875
12.00 0.00567245 0.000275935 -4.53185e-05 0.264566 0.0341155 -0.00573042 11.875 12.125
12.25 0.00333626 0.000134989 -1.65014e-05 0.250464 0.0290783 -0.00369513 12.125 12.375
12.50 0.00196342 6.07734e-05 -5.63462e-06 0.239218 0.022722 -0.00217704 12.375 12.625
12.75 0.00115437 2.34239e-05 0 0.232829 0.0152574 0 12.625 12.875
13.00 0.000653375 8.85441e-06 2.9783e-06 0.221757 0.0101625 0.0036605 12.875 13.125
13.25 0.00036939 2.09286e-06 2.9783e-06 0.207235 0.00446628 0.00644383 13.125 13.375
13.50 0.000198983 4.82968e-07 2.25385e-06 0.18932 0.0019629 0.00928766 13.375 13.625
13.75 0.000106736 4.02473e-07 1.28791e-06 0.167421 0.00312763 0.0101689 13.625 13.875
14.00 5.1758e-05 0 7.24451e-07 0.136858 0 0.0122528 13.875 14.125
14.25 2.57583e-05 0 3.21978e-07 0.125 0 0.011076 14.125 14.375
14.50 1.03033e-05 0 8.04946e-08 0.0234375 0 0.00768947 14.375 14.625
14.75 3.38077e-06 0 0 0 0 0 14.625 14.875
15.00 4.82968e-07 0 0 0.166667 0 0 14.875 15.125
15.25 1.60989e-07 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
